city,date,retail,grocery,parks,transit,work,home
Modena,2020-07-17,-14,-12,37,-28,-26,3
Modena,2020-07-18,-16,-20,45,-14,-19,-3
Modena,2020-07-19,-23,-20,41,0,6,-6
Modena,2020-07-20,-13,-14,67,-25,-24,2
Modena,2020-07-21,-14,-15,75,-32,-24,3
Modena,2020-07-22,-14,-16,48,-33,-24,3
Modena,2020-07-23,-14,-16,52,-31,-24,3
Modena,2020-07-24,-19,-15,2,-32,-26,4
Modena,2020-07-25,-15,-19,45,-10,-19,-3
Modena,2020-07-26,-21,-18,44,-2,7,-5
Modena,2020-07-27,-12,-12,71,-24,-25,2
Modena,2020-07-28,-12,-14,66,-30,-25,3
Modena,2020-07-29,-12,-14,56,-30,-25,3
Modena,2020-07-30,-13,-13,47,-29,-26,3
Modena,2020-07-31,-17,-12,28,-26,-27,3
Modena,2020-08-01,-19,-16,29,-8,-23,-3
Modena,2020-08-02,-23,-8,23,-7,1,-3
Parma,2020-02-15,2,2,33,5,-2,-2
Parma,2020-02-16,-7,2,24,3,-2,-1
Parma,2020-02-17,-3,3,-1,1,4,-1
Parma,2020-02-18,2,0,19,-1,0,0
Parma,2020-02-19,0,1,10,-2,0,0
Parma,2020-02-20,2,2,21,3,0,-1
Parma,2020-02-21,2,4,21,4,0,0
Parma,2020-02-22,-3,10,31,2,-1,-1
Parma,2020-02-23,-20,24,29,-4,0,1
Parma,2020-02-24,-12,33,21,-18,-14,6
Parma,2020-02-25,-16,-3,12,-26,-18,9
Parma,2020-02-26,-21,-11,-21,-34,-19,9
Parma,2020-02-27,-16,-10,0,-31,-18,9
Parma,2020-02-28,-15,-8,14,-29,-18,8
Parma,2020-02-29,-20,-5,-3,-29,-20,6
Parma,2020-03-01,-35,-13,-58,-44,-11,8
Parma,2020-03-02,-21,-11,-41,-34,-14,8
Parma,2020-03-03,-16,-10,-18,-35,-17,9
Parma,2020-03-04,-17,-7,8,-33,-17,8
Parma,2020-03-05,-23,-7,-29,-39,-19,11
Parma,2020-03-06,-25,-5,-15,-38,-20,11
Parma,2020-03-07,-30,-5,20,-33,-22,8
Parma,2020-03-08,-60,-11,-6,-42,-20,10
Parma,2020-03-09,-49,-15,-45,-56,-28,16
Parma,2020-03-10,-52,-19,-17,-54,-35,19
Parma,2020-03-11,-57,-21,-25,-57,-39,21
Parma,2020-03-12,-73,-25,-50,-64,-46,25
Parma,2020-03-13,-76,-25,-59,-68,-51,29
Parma,2020-03-14,-87,-48,-77,-77,-61,26
Parma,2020-03-15,-91,-65,-75,-78,-54,22
Parma,2020-03-16,-77,-37,-62,-69,-55,27
Parma,2020-03-17,-79,-44,-60,-70,-59,30
Parma,2020-03-18,-81,-45,-68,-71,-60,31
Parma,2020-03-19,-81,-45,-72,-74,-62,33
Parma,2020-03-20,-82,-40,-78,-75,-62,34
Parma,2020-03-21,-89,-55,-85,-80,-64,27
Parma,2020-03-22,-97,-95,-91,-87,-63,25
Parma,2020-03-23,-82,-43,-78,-75,-65,32
Parma,2020-03-24,-82,-48,-75,-75,-66,33
Parma,2020-03-25,-84,-50,-81,-77,-67,35
Parma,2020-03-26,-86,-54,-84,-79,-70,37
Parma,2020-03-27,-84,-45,-82,-79,-69,38
Parma,2020-03-28,-89,-58,-85,-82,-67,28
Parma,2020-03-29,-96,-95,-90,-87,-63,25
Parma,2020-03-30,-83,-47,-78,-76,-66,32
Parma,2020-03-31,-91,-49,-76,-75,-67,34
Parma,2020-04-01,-92,-46,-77,-75,-67,35
Parma,2020-04-02,-91,-45,-76,-74,-66,35
Parma,2020-04-03,-87,-41,-78,-75,-66,36
Parma,2020-04-04,-91,-54,-84,-80,-64,28
Parma,2020-04-05,-97,-95,-89,-86,-62,25
Parma,2020-04-06,-84,-42,-75,-73,-61,30
Parma,2020-04-07,-82,-43,-73,-73,-63,32
Parma,2020-04-08,-82,-41,-75,-74,-62,32
Parma,2020-04-09,-82,-36,-76,-74,-62,33
Parma,2020-04-10,-82,-29,-77,-75,-64,34
Parma,2020-04-11,-88,-50,-83,-80,-64,27
Parma,2020-04-12,-97,-96,-90,-88,-66,25
Parma,2020-04-13,-96,-96,-83,-89,-92,44
Parma,2020-04-14,-80,-43,-73,-72,-60,30
Parma,2020-04-15,-81,-39,-74,-72,-58,31
Parma,2020-04-16,-79,-38,-73,-72,-58,31
Parma,2020-04-17,-79,-35,-76,-72,-58,32
Parma,2020-04-18,-86,-49,-83,-78,-58,26
Parma,2020-04-19,-95,-86,-88,-85,-55,24
Parma,2020-04-20,-80,-48,-81,-74,-55,29
Parma,2020-04-21,-78,-44,-74,-72,-56,30
Parma,2020-04-22,-78,-42,-74,-70,-55,29
Parma,2020-04-23,-78,-38,-72,-69,-55,30
Parma,2020-04-24,-76,-26,-73,-72,-55,30
Parma,2020-04-25,-95,-95,-84,-85,-75,30
Parma,2020-04-26,-93,-64,-85,-83,-50,23
Parma,2020-04-27,-73,-32,-71,-67,-51,26
Parma,2020-04-28,-75,-39,-71,-70,-53,28
Parma,2020-04-29,-76,-35,-73,-70,-53,28
Parma,2020-04-30,-73,-22,-71,-68,-53,27
Parma,2020-05-01,-94,-95,-81,-87,-89,47
Parma,2020-05-02,-83,-38,-76,-74,-55,25
Parma,2020-05-03,-92,-71,-82,-81,-46,22
Parma,2020-05-04,-61,-23,-36,-50,-41,18
Parma,2020-05-05,-62,-28,-38,-53,-43,21
Parma,2020-05-06,-64,-26,-45,-55,-43,21
Parma,2020-05-07,-62,-27,-37,-52,-42,21
Parma,2020-05-08,-62,-22,-42,-54,-42,22
Parma,2020-05-09,-67,-29,-42,-51,-43,16
Parma,2020-05-10,-78,-55,-52,-57,-28,14
Parma,2020-05-11,-59,-28,-52,-55,-37,19
Parma,2020-05-12,-56,-26,-30,-50,-39,19
Parma,2020-05-13,-60,-27,-49,-54,-39,20
Parma,2020-05-14,-59,-26,-41,-53,-39,20
Parma,2020-05-15,-59,-19,-45,-54,-39,22
Parma,2020-05-16,-65,-26,-56,-56,-39,17
Parma,2020-05-17,-73,-50,-41,-53,-22,13
Parma,2020-05-18,-36,-19,-4,-42,-31,14
Parma,2020-05-19,-44,-25,-46,-52,-35,18
Parma,2020-05-20,-38,-16,-9,-44,-34,16
Parma,2020-05-21,-37,-16,-2,-43,-34,15
Parma,2020-05-22,-37,-11,0,-44,-34,16
Parma,2020-05-23,-40,-15,0,-39,-29,9
Parma,2020-05-24,-49,-33,-11,-45,-11,7
Parma,2020-05-25,-33,-17,2,-41,-30,13
Parma,2020-05-26,-32,-17,15,-43,-32,14
Parma,2020-05-27,-34,-16,1,-42,-32,13
Parma,2020-05-28,-33,-14,3,-42,-32,14
Parma,2020-05-29,-35,-11,-19,-45,-32,15
Parma,2020-05-30,-35,-12,9,-34,-24,7
Parma,2020-05-31,-43,-28,-6,-42,-5,6
Parma,2020-06-01,-16,9,40,-36,-46,12
Parma,2020-06-02,-38,-51,91,-49,-79,22
Parma,2020-06-03,-29,-8,-1,-34,-30,11
Parma,2020-06-04,-37,-15,-53,-45,-32,16
Parma,2020-06-05,-24,-7,19,-32,-29,11
Parma,2020-06-06,-25,-13,37,-22,-23,4
Parma,2020-06-07,-35,-26,-14,-35,-7,5
Parma,2020-06-08,-27,-15,-21,-37,-27,11
Parma,2020-06-09,-21,-15,23,-35,-29,11
Parma,2020-06-10,-22,-12,1,-36,-28,11
Parma,2020-06-11,-22,-10,1,-34,-28,11
Parma,2020-06-12,-18,-9,32,-27,-28,9
Parma,2020-06-13,-26,-14,12,-26,-20,4
Parma,2020-06-14,-26,-23,18,-27,2,2
Parma,2020-06-15,-20,-12,9,-31,-25,8
Parma,2020-06-16,-15,-12,50,-30,-26,9
Parma,2020-06-17,-19,-12,4,-34,-27,9
Parma,2020-06-18,-16,-13,29,-30,-27,8
Parma,2020-06-19,-18,-10,22,-26,-28,8
Parma,2020-06-20,-22,-15,44,-13,-18,0
Parma,2020-06-21,-30,-28,28,-14,3,-3
Parma,2020-06-22,-17,-10,31,-25,-26,6
Parma,2020-06-23,-10,-12,39,-27,-27,4
Parma,2020-06-24,-19,-14,27,-28,-26,7
Parma,2020-06-25,-15,-11,28,-26,-27,7
Parma,2020-06-26,-17,-10,26,-21,-28,6
Parma,2020-06-27,-24,-16,32,-13,-21,-1
Parma,2020-06-28,-32,-26,10,-13,7,-4
Parma,2020-06-29,-16,-10,24,-23,-24,5
Parma,2020-06-30,-14,-11,51,-28,-26,6
Parma,2020-07-01,-14,-8,27,-25,-26,5
Parma,2020-07-02,-15,-9,32,-26,-26,6
Parma,2020-07-03,-19,-8,10,-23,-28,7
Parma,2020-07-04,-21,-12,36,-9,-20,-1
Parma,2020-07-05,-30,-25,20,-12,2,-4
Parma,2020-07-06,-17,-10,24,-21,-26,3
Parma,2020-07-07,-14,-11,44,-27,-28,6
Parma,2020-07-08,-15,-12,29,-25,-26,4
Parma,2020-07-09,-14,-12,34,-23,-27,4
Parma,2020-07-10,-16,-10,26,-16,-28,4
Parma,2020-07-11,-25,-16,13,-8,-21,-1
Parma,2020-07-12,-26,-22,21,-10,5,-5
Parma,2020-07-13,-15,-9,31,-18,-26,3
Parma,2020-07-14,-12,-13,49,-25,-28,4
Parma,2020-07-15,-13,-10,23,-27,-26,4
Parma,2020-07-16,-11,-12,32,-23,-26,4
Parma,2020-07-17,-14,-9,27,-15,-28,4
Parma,2020-07-18,-20,-17,29,-4,-19,-3
Parma,2020-07-19,-29,-24,20,-5,8,-6
Parma,2020-07-20,-15,-9,27,-16,-25,2
Parma,2020-07-21,-13,-13,42,-24,-26,4
Parma,2020-07-22,-16,-13,14,-25,-26,4
Parma,2020-07-23,-14,-13,24,-23,-26,4
Parma,2020-07-24,-18,-11,-4,-19,-28,5
Parma,2020-07-25,-20,-15,28,-1,-18,-3
Parma,2020-07-26,-28,-24,15,-2,8,-6
Parma,2020-07-27,-14,-9,21,-15,-26,2
Parma,2020-07-28,-13,-13,35,-22,-27,4
Parma,2020-07-29,-15,-14,16,-23,-27,3
Parma,2020-07-30,-14,-16,17,-23,-28,3
Parma,2020-07-31,-16,-14,14,-13,-29,3
Parma,2020-08-01,-24,-20,15,4,-22,-3
Parma,2020-08-02,-26,-22,0,0,5,-4
Piacenza,2020-02-15,5,0,46,13,-1,-2
Piacenza,2020-02-16,3,0,22,11,-2,-2
Piacenza,2020-02-17,1,-1,2,5,1,0
Piacenza,2020-02-18,4,-1,20,8,1,0
Piacenza,2020-02-19,3,-1,23,3,2,-1
Piacenza,2020-02-20,2,-3,26,6,1,-1
Piacenza,2020-02-21,-3,1,12,7,1,0
Piacenza,2020-02-22,-18,8,14,2,-7,4
Piacenza,2020-02-23,-30,0,-8,-14,-11,5
Piacenza,2020-02-24,-20,8,15,-23,-23,9
Piacenza,2020-02-25,-25,-10,5,-30,-21,11
Piacenza,2020-02-26,-28,-16,-5,-33,-23,12
Piacenza,2020-02-27,-24,-15,14,-32,-22,12
Piacenza,2020-02-28,-24,-13,29,-28,-21,11
Piacenza,2020-02-29,-27,-14,-4,-22,-18,8
Piacenza,2020-03-01,-38,-23,-47,-43,-18,9
Piacenza,2020-03-02,-25,-19,-38,-35,-20,11
Piacenza,2020-03-03,-18,-11,4,-30,-19,10
Piacenza,2020-03-04,-19,-11,24,-29,-19,9
Piacenza,2020-03-05,-27,-15,-25,-38,-21,13
Piacenza,2020-03-06,-27,-8,3,-33,-21,12
Piacenza,2020-03-07,-34,-10,33,-22,-18,8
Piacenza,2020-03-08,-51,-17,-4,-35,-22,9
Piacenza,2020-03-09,-43,-16,-32,-47,-30,17
Piacenza,2020-03-10,-48,-16,-14,-46,-35,19
Piacenza,2020-03-11,-55,-20,-22,-48,-40,20
Piacenza,2020-03-12,-70,-25,-43,-56,-46,25
Piacenza,2020-03-13,-75,-26,-44,-59,-52,29
Piacenza,2020-03-14,-83,-43,-68,-67,-57,25
Piacenza,2020-03-15,-88,-62,-72,-74,-53,21
Piacenza,2020-03-16,-74,-35,-45,-61,-57,27
Piacenza,2020-03-17,-75,-40,-44,-63,-59,29
Piacenza,2020-03-18,-77,-42,-49,-64,-61,30
Piacenza,2020-03-19,-78,-42,-53,-66,-62,32
Piacenza,2020-03-20,-80,-38,-63,-67,-62,33
Piacenza,2020-03-21,-87,-52,-75,-71,-61,26
Piacenza,2020-03-22,-95,-94,-85,-83,-65,24
Piacenza,2020-03-23,-78,-42,-66,-70,-67,32
Piacenza,2020-03-24,-80,-46,-59,-69,-68,34
Piacenza,2020-03-25,-83,-47,-67,-71,-71,35
Piacenza,2020-03-26,-84,-50,-67,-74,-72,37
Piacenza,2020-03-27,-84,-43,-69,-73,-72,38
Piacenza,2020-03-28,-88,-56,-76,-76,-65,27
Piacenza,2020-03-29,-95,-95,-83,-85,-63,24
Piacenza,2020-03-30,-82,-46,-69,-71,-70,33
Piacenza,2020-03-31,-91,-46,-62,-67,-70,35
Piacenza,2020-04-01,-91,-43,-63,-64,-70,34
Piacenza,2020-04-02,-91,-45,-59,-66,-70,35
Piacenza,2020-04-03,-87,-38,-62,-69,-69,36
Piacenza,2020-04-04,-90,-52,-74,-73,-63,26
Piacenza,2020-04-05,-96,-95,-82,-83,-63,24
Piacenza,2020-04-06,-84,-39,-59,-67,-64,31
Piacenza,2020-04-07,-83,-40,-53,-66,-65,32
Piacenza,2020-04-08,-84,-38,-59,-66,-64,32
Piacenza,2020-04-09,-83,-35,-57,-66,-64,32
Piacenza,2020-04-10,-83,-29,-60,-66,-64,34
Piacenza,2020-04-11,-89,-46,-74,-70,-61,25
Piacenza,2020-04-12,-96,-96,-84,-86,-66,24
Piacenza,2020-04-13,-96,-96,-71,-88,-90,43
Piacenza,2020-04-14,-81,-36,-57,-65,-60,30
Piacenza,2020-04-15,-81,-37,-61,-63,-60,31
Piacenza,2020-04-16,-79,-36,-57,-63,-59,31
Piacenza,2020-04-17,-79,-33,-59,-63,-58,32
Piacenza,2020-04-18,-86,-45,-71,-68,-56,24
Piacenza,2020-04-19,-94,-85,-82,-81,-57,23
Piacenza,2020-04-20,-79,-45,-69,-67,-57,29
Piacenza,2020-04-21,-78,-37,-59,-63,-56,29
Piacenza,2020-04-22,-78,-38,-58,-63,-55,29
Piacenza,2020-04-23,-77,-36,-54,-61,-55,29
Piacenza,2020-04-24,-77,-23,-52,-60,-55,30
Piacenza,2020-04-25,-94,-93,-73,-79,-72,29
Piacenza,2020-04-26,-91,-62,-78,-77,-51,21
Piacenza,2020-04-27,-73,-29,-52,-59,-52,25
Piacenza,2020-04-28,-75,-36,-54,-59,-53,28
Piacenza,2020-04-29,-75,-32,-52,-59,-52,27
Piacenza,2020-04-30,-72,-19,-50,-60,-52,26
Piacenza,2020-05-01,-94,-94,-66,-85,-87,45
Piacenza,2020-05-02,-82,-34,-65,-64,-51,23
Piacenza,2020-05-03,-91,-71,-74,-75,-47,21
Piacenza,2020-05-04,-57,-22,-9,-42,-41,17
Piacenza,2020-05-05,-60,-24,-10,-44,-42,19
Piacenza,2020-05-06,-60,-24,-21,-46,-41,19
Piacenza,2020-05-07,-61,-27,-3,-46,-41,20
Piacenza,2020-05-08,-62,-21,-8,-47,-41,21
Piacenza,2020-05-09,-65,-30,-22,-42,-39,15
Piacenza,2020-05-10,-74,-55,-35,-52,-30,13
Piacenza,2020-05-11,-56,-27,-35,-47,-38,18
Piacenza,2020-05-12,-56,-24,-17,-44,-37,19
Piacenza,2020-05-13,-59,-25,-38,-45,-38,19
Piacenza,2020-05-14,-56,-25,-11,-42,-37,18
Piacenza,2020-05-15,-58,-19,-26,-43,-38,20
Piacenza,2020-05-16,-63,-28,-36,-42,-33,15
Piacenza,2020-05-17,-69,-50,-31,-48,-25,12
Piacenza,2020-05-18,-35,-19,10,-33,-31,13
Piacenza,2020-05-19,-41,-19,-19,-39,-32,16
Piacenza,2020-05-20,-38,-15,6,-35,-31,14
Piacenza,2020-05-21,-38,-17,8,-35,-32,14
Piacenza,2020-05-22,-39,-12,9,-34,-31,15
Piacenza,2020-05-23,-42,-18,11,-24,-22,8
Piacenza,2020-05-24,-47,-35,-2,-32,-12,6
Piacenza,2020-05-25,-32,-16,14,-32,-30,11
Piacenza,2020-05-26,-33,-14,14,-32,-29,12
Piacenza,2020-05-27,-33,-12,15,-32,-30,12
Piacenza,2020-05-28,-34,-15,11,-34,-29,13
Piacenza,2020-05-29,-33,-9,11,-33,-29,13
Piacenza,2020-05-30,-36,-15,26,-19,-17,6
Piacenza,2020-05-31,-42,-31,8,-32,-7,5
Piacenza,2020-06-01,-21,4,58,-32,-42,11
Piacenza,2020-06-02,-43,-48,147,-45,-76,21
Piacenza,2020-06-03,-26,-4,17,-17,-28,9
Piacenza,2020-06-04,-33,-10,-32,-33,-29,13
Piacenza,2020-06-05,-20,-6,32,-20,-27,9
Piacenza,2020-06-06,-20,-10,63,-1,-17,3
Piacenza,2020-06-07,-30,-21,-24,-24,-12,5
Piacenza,2020-06-08,-21,-12,-12,-27,-27,10
Piacenza,2020-06-09,-18,-11,4,-24,-25,9
Piacenza,2020-06-10,-20,-11,-3,-26,-26,10
Piacenza,2020-06-11,-18,-8,-1,-25,-26,10
Piacenza,2020-06-12,-16,-8,38,-18,-25,8
Piacenza,2020-06-13,-20,-12,23,-10,-14,3
Piacenza,2020-06-14,-13,-18,55,1,1,1
Piacenza,2020-06-15,-12,-10,35,-19,-24,6
Piacenza,2020-06-16,-12,-7,31,-19,-23,7
Piacenza,2020-06-17,-15,-7,0,-25,-24,8
Piacenza,2020-06-18,-12,-11,28,-20,-23,7
Piacenza,2020-06-19,-14,-9,28,-17,-24,6
Piacenza,2020-06-20,-12,-12,85,9,-12,-1
Piacenza,2020-06-21,-12,-20,81,15,1,-3
Piacenza,2020-06-22,-10,-11,38,-17,-25,5
Piacenza,2020-06-23,-10,-11,44,-18,-25,6
Piacenza,2020-06-24,-10,-10,46,-14,-24,5
Piacenza,2020-06-25,-11,-10,36,-18,-23,5
Piacenza,2020-06-26,-11,-8,51,-9,-24,4
Piacenza,2020-06-27,-12,-13,79,17,-13,-2
Piacenza,2020-06-28,-12,-21,69,26,1,-4
Piacenza,2020-06-29,-8,-11,40,-12,-23,4
Piacenza,2020-06-30,-8,-6,44,-14,-22,4
Piacenza,2020-07-01,-7,-5,41,-13,-22,4
Piacenza,2020-07-02,-11,-8,28,-15,-23,5
Piacenza,2020-07-03,-14,-7,12,-12,-24,5
Piacenza,2020-07-04,-11,-13,91,19,-19,-2
Piacenza,2020-07-05,-11,-19,65,25,-3,-5
Piacenza,2020-07-06,-8,-9,38,-10,-24,2
Piacenza,2020-07-07,-7,-8,37,-14,-24,4
Piacenza,2020-07-08,-9,-9,48,-13,-23,3
Piacenza,2020-07-09,-10,-10,47,-11,-23,3
Piacenza,2020-07-10,-8,-8,54,3,-23,2
Piacenza,2020-07-11,-12,-12,67,25,-13,-2
Piacenza,2020-07-12,-8,-15,75,38,2,-5
Piacenza,2020-07-13,-5,-7,49,-5,-23,2
Piacenza,2020-07-14,-5,-9,51,-10,-23,3
Piacenza,2020-07-15,-6,-7,45,-14,-23,3
Piacenza,2020-07-16,-8,-9,52,-10,-23,2
Piacenza,2020-07-17,-8,-9,54,-3,-24,2
Piacenza,2020-07-18,-8,-14,96,34,-14,-4
Piacenza,2020-07-19,-9,-19,81,37,-1,-6
Piacenza,2020-07-20,-5,-9,60,-4,-23,1
Piacenza,2020-07-21,-6,-10,58,-9,-22,2
Piacenza,2020-07-22,-9,-11,40,-13,-23,3
Piacenza,2020-07-23,-8,-11,48,-11,-22,2
Piacenza,2020-07-24,-10,-8,30,-4,-24,3
Piacenza,2020-07-25,-7,-14,100,40,-13,-4
Piacenza,2020-07-26,-8,-19,79,39,2,-6
Piacenza,2020-07-27,-6,-9,48,-2,-24,1
Piacenza,2020-07-28,-6,-10,50,-9,-23,2
Piacenza,2020-07-29,-7,-11,54,-12,-24,2
Piacenza,2020-07-30,-8,-17,45,-8,-24,2
Piacenza,2020-07-31,-8,-14,58,8,-24,1
Piacenza,2020-08-01,-7,-21,74,64,-16,-4
Piacenza,2020-08-02,-12,-23,31,32,0,-4
Reggio_Emilia,2020-02-15,3,0,26,9,0,-1
Reggio_Emilia,2020-02-16,7,1,55,26,3,-2
Reggio_Emilia,2020-02-17,3,3,3,7,1,-1
Reggio_Emilia,2020-02-18,3,2,10,1,0,0
Reggio_Emilia,2020-02-19,3,1,9,3,0,0
Reggio_Emilia,2020-02-20,2,-1,7,4,1,0
Reggio_Emilia,2020-02-21,2,1,11,5,1,0
Reggio_Emilia,2020-02-22,-2,5,22,8,0,0
Reggio_Emilia,2020-02-23,-12,19,17,2,3,1
Reggio_Emilia,2020-02-24,-10,37,21,-28,-15,6
Reggio_Emilia,2020-02-25,-11,-1,18,-29,-15,7
Reggio_Emilia,2020-02-26,-16,-8,-16,-35,-15,8
Reggio_Emilia,2020-02-27,-10,-9,2,-32,-15,8
Reggio_Emilia,2020-02-28,-10,-7,12,-31,-15,7
Reggio_Emilia,2020-02-29,-14,-4,8,-25,-20,6
Reggio_Emilia,2020-03-01,-29,-8,-55,-37,-7,7
Reggio_Emilia,2020-03-02,-16,-7,-36,-36,-12,7
Reggio_Emilia,2020-03-03,-14,-8,-36,-39,-14,8
Reggio_Emilia,2020-03-04,-12,-4,7,-32,-14,7
Reggio_Emilia,2020-03-05,-17,-6,-25,-38,-14,8
Reggio_Emilia,2020-03-06,-19,-3,-16,-36,-15,9
Reggio_Emilia,2020-03-07,-22,-1,13,-28,-21,8
Reggio_Emilia,2020-03-08,-42,-1,35,-24,-15,8
Reggio_Emilia,2020-03-09,-39,-6,-29,-51,-22,14
Reggio_Emilia,2020-03-10,-45,-10,-28,-54,-27,16
Reggio_Emilia,2020-03-11,-51,-15,-20,-56,-31,18
Reggio_Emilia,2020-03-12,-67,-19,-46,-64,-38,22
Reggio_Emilia,2020-03-13,-73,-17,-57,-68,-43,26
Reggio_Emilia,2020-03-14,-84,-41,-76,-74,-58,27
Reggio_Emilia,2020-03-15,-90,-60,-58,-74,-50,21
Reggio_Emilia,2020-03-16,-72,-30,-47,-69,-48,25
Reggio_Emilia,2020-03-17,-74,-35,-58,-70,-52,28
Reggio_Emilia,2020-03-18,-76,-37,-57,-73,-54,29
Reggio_Emilia,2020-03-19,-77,-38,-67,-74,-55,30
Reggio_Emilia,2020-03-20,-79,-32,-77,-75,-57,32
Reggio_Emilia,2020-03-21,-87,-50,-84,-78,-63,28
Reggio_Emilia,2020-03-22,-96,-96,-88,-86,-61,24
Reggio_Emilia,2020-03-23,-79,-39,-73,-78,-65,32
Reggio_Emilia,2020-03-24,-80,-42,-77,-77,-66,34
Reggio_Emilia,2020-03-25,-83,-44,-77,-80,-67,35
Reggio_Emilia,2020-03-26,-85,-51,-84,-83,-73,38
Reggio_Emilia,2020-03-27,-83,-38,-82,-80,-72,39
Reggio_Emilia,2020-03-28,-88,-54,-85,-80,-67,30
Reggio_Emilia,2020-03-29,-96,-95,-85,-85,-63,24
Reggio_Emilia,2020-03-30,-81,-42,-73,-78,-69,34
Reggio_Emilia,2020-03-31,-91,-42,-77,-77,-71,36
Reggio_Emilia,2020-04-01,-91,-39,-70,-76,-70,36
Reggio_Emilia,2020-04-02,-91,-39,-71,-76,-70,36
Reggio_Emilia,2020-04-03,-86,-34,-76,-77,-69,38
Reggio_Emilia,2020-04-04,-90,-50,-84,-79,-66,29
Reggio_Emilia,2020-04-05,-96,-95,-84,-85,-62,24
Reggio_Emilia,2020-04-06,-83,-38,-69,-75,-66,32
Reggio_Emilia,2020-04-07,-83,-36,-72,-74,-66,34
Reggio_Emilia,2020-04-08,-84,-34,-72,-75,-65,34
Reggio_Emilia,2020-04-09,-83,-31,-72,-75,-65,34
Reggio_Emilia,2020-04-10,-83,-24,-77,-73,-66,36
Reggio_Emilia,2020-04-11,-88,-45,-83,-76,-65,29
Reggio_Emilia,2020-04-12,-96,-96,-87,-87,-63,24
Reggio_Emilia,2020-04-13,-96,-96,-81,-90,-92,44
Reggio_Emilia,2020-04-14,-81,-36,-74,-73,-61,32
Reggio_Emilia,2020-04-15,-81,-35,-68,-73,-60,32
Reggio_Emilia,2020-04-16,-78,-34,-66,-73,-59,32
Reggio_Emilia,2020-04-17,-79,-30,-74,-72,-59,33
Reggio_Emilia,2020-04-18,-85,-44,-81,-75,-60,28
Reggio_Emilia,2020-04-19,-95,-88,-84,-84,-56,23
Reggio_Emilia,2020-04-20,-79,-45,-75,-76,-56,30
Reggio_Emilia,2020-04-21,-78,-37,-76,-73,-56,31
Reggio_Emilia,2020-04-22,-77,-36,-67,-72,-55,30
Reggio_Emilia,2020-04-23,-76,-33,-66,-71,-55,30
Reggio_Emilia,2020-04-24,-75,-16,-73,-69,-55,31
Reggio_Emilia,2020-04-25,-95,-95,-82,-85,-77,32
Reggio_Emilia,2020-04-26,-92,-60,-79,-79,-49,23
Reggio_Emilia,2020-04-27,-72,-27,-60,-68,-51,26
Reggio_Emilia,2020-04-28,-75,-31,-71,-69,-52,29
Reggio_Emilia,2020-04-29,-74,-28,-64,-69,-51,28
Reggio_Emilia,2020-04-30,-71,-15,-65,-68,-51,27
Reggio_Emilia,2020-05-01,-93,-94,-77,-87,-89,47
Reggio_Emilia,2020-05-02,-79,-32,-76,-71,-55,26
Reggio_Emilia,2020-05-03,-90,-69,-74,-78,-43,22
Reggio_Emilia,2020-05-04,-58,-20,2,-50,-39,17
Reggio_Emilia,2020-05-05,-60,-22,-27,-54,-40,19
Reggio_Emilia,2020-05-06,-62,-23,-25,-56,-39,20
Reggio_Emilia,2020-05-07,-60,-24,-11,-53,-39,20
Reggio_Emilia,2020-05-08,-61,-18,-30,-54,-39,21
Reggio_Emilia,2020-05-09,-63,-24,-18,-47,-43,17
Reggio_Emilia,2020-05-10,-71,-52,-13,-47,-26,13
Reggio_Emilia,2020-05-11,-58,-24,-30,-56,-35,18
Reggio_Emilia,2020-05-12,-56,-22,-15,-52,-36,18
Reggio_Emilia,2020-05-13,-58,-21,-24,-54,-36,19
Reggio_Emilia,2020-05-14,-58,-24,-21,-55,-36,19
Reggio_Emilia,2020-05-15,-58,-16,-25,-53,-37,20
Reggio_Emilia,2020-05-16,-61,-22,-30,-51,-38,18
Reggio_Emilia,2020-05-17,-66,-44,7,-43,-18,12
Reggio_Emilia,2020-05-18,-38,-17,14,-43,-30,13
Reggio_Emilia,2020-05-19,-44,-17,-41,-51,-32,17
Reggio_Emilia,2020-05-20,-38,-15,6,-46,-32,15
Reggio_Emilia,2020-05-21,-37,-16,22,-42,-31,14
Reggio_Emilia,2020-05-22,-37,-10,12,-41,-32,15
Reggio_Emilia,2020-05-23,-38,-14,18,-32,-29,10
Reggio_Emilia,2020-05-24,-42,-31,31,-28,-9,7
Reggio_Emilia,2020-05-25,-33,-15,23,-40,-29,12
Reggio_Emilia,2020-05-26,-31,-15,19,-41,-29,13
Reggio_Emilia,2020-05-27,-31,-13,29,-37,-29,12
Reggio_Emilia,2020-05-28,-32,-15,17,-41,-29,13
Reggio_Emilia,2020-05-29,-34,-9,6,-44,-31,14
Reggio_Emilia,2020-05-30,-32,-12,34,-27,-26,8
Reggio_Emilia,2020-05-31,-38,-27,36,-29,-3,5
Reggio_Emilia,2020-06-01,-18,9,82,-33,-48,12
Reggio_Emilia,2020-06-02,-42,-61,109,-47,-81,22
Reggio_Emilia,2020-06-03,-29,-6,26,-34,-27,10
Reggio_Emilia,2020-06-04,-37,-16,-49,-48,-29,14
Reggio_Emilia,2020-06-05,-24,-8,32,-34,-28,10
Reggio_Emilia,2020-06-06,-24,-15,51,-20,-25,5
Reggio_Emilia,2020-06-07,-32,-24,27,-24,-4,3
Reggio_Emilia,2020-06-08,-27,-14,0,-39,-26,10
Reggio_Emilia,2020-06-09,-25,-17,9,-38,-26,10
