city,date,retail,grocery,parks,transit,work,home
Milano,2020-05-26,-43,-18,34,-57,-46,19
Milano,2020-05-27,-42,-16,35,-57,-46,19
Milano,2020-05-28,-42,-17,26,-57,-46,19
Milano,2020-05-29,-41,-14,27,-56,-45,19
Milano,2020-05-30,-41,-19,33,-42,-17,8
Milano,2020-05-31,-46,-29,27,-51,-1,6
Milano,2020-06-01,-27,-1,56,-54,-58,17
Milano,2020-06-02,-46,-36,101,-65,-79,23
Milano,2020-06-03,-44,-17,-2,-54,-44,17
Milano,2020-06-04,-49,-25,-59,-60,-46,20
Milano,2020-06-05,-34,-12,42,-51,-43,15
Milano,2020-06-06,-36,-21,38,-41,-15,6
Milano,2020-06-07,-51,-35,-65,-62,-7,9
Milano,2020-06-08,-38,-22,-28,-56,-43,17
Milano,2020-06-09,-33,-16,13,-52,-42,16
Milano,2020-06-10,-34,-16,-1,-53,-41,16
Milano,2020-06-11,-32,-16,-5,-53,-42,16
Milano,2020-06-12,-31,-14,35,-50,-41,14
Milano,2020-06-13,-36,-23,12,-42,-11,5
Milano,2020-06-14,-35,-26,29,-46,9,1
Milano,2020-06-15,-30,-18,27,-50,-40,13
Milano,2020-06-16,-28,-15,35,-48,-39,13
Milano,2020-06-17,-30,-15,14,-49,-39,14
Milano,2020-06-18,-29,-17,21,-49,-39,13
Milano,2020-06-19,-29,-15,27,-48,-40,12
Milano,2020-06-20,-32,-21,43,-37,-7,1
Milano,2020-06-21,-39,-30,22,-45,11,-2
Milano,2020-06-22,-29,-17,30,-49,-41,11
Milano,2020-06-23,-26,-14,47,-47,-40,11
Milano,2020-06-24,-27,-14,36,-47,-37,11
Milano,2020-06-25,-27,-15,24,-47,-38,11
Milano,2020-06-26,-29,-16,25,-47,-38,10
Milano,2020-06-27,-35,-24,20,-38,-10,0
Milano,2020-06-28,-41,-30,3,-46,17,-3
Milano,2020-06-29,-27,-16,23,-48,-38,9
Milano,2020-06-30,-24,-14,37,-46,-37,10
Milano,2020-07-01,-26,-13,15,-46,-36,10
Milano,2020-07-02,-26,-15,13,-47,-37,10
Milano,2020-07-03,-35,-22,-17,-49,-39,11
Milano,2020-07-04,-32,-22,20,-38,-8,-1
Milano,2020-07-05,-40,-29,0,-46,11,-4
Milano,2020-07-06,-28,-17,14,-48,-39,8
Milano,2020-07-07,-24,-14,36,-46,-38,8
Milano,2020-07-08,-26,-15,29,-46,-35,8
Milano,2020-07-09,-27,-18,19,-47,-36,8
Milano,2020-07-10,-30,-20,14,-48,-38,7
Milano,2020-07-11,-35,-26,4,-41,-7,0
Milano,2020-07-12,-40,-29,0,-45,16,-5
Milano,2020-07-13,-28,-17,15,-47,-38,7
Milano,2020-07-14,-25,-17,33,-46,-37,8
Milano,2020-07-15,-27,-19,6,-46,-35,8
Milano,2020-07-16,-25,-18,20,-46,-35,7
Milano,2020-07-17,-30,-20,15,-47,-37,7
Milano,2020-07-18,-35,-27,16,-38,-6,-2
Milano,2020-07-19,-41,-30,-3,-45,18,-6
Milano,2020-07-20,-29,-19,11,-47,-36,6
Milano,2020-07-21,-27,-19,26,-46,-35,7
Milano,2020-07-22,-29,-19,8,-47,-34,7
Milano,2020-07-23,-27,-20,11,-47,-35,6
Milano,2020-07-24,-36,-26,-17,-49,-38,9
Milano,2020-07-25,-35,-27,13,-37,-5,-3
Milano,2020-07-26,-39,-28,-6,-43,20,-6
Milano,2020-07-27,-28,-18,9,-47,-39,6
Milano,2020-07-28,-27,-19,15,-47,-37,7
Milano,2020-07-29,-27,-19,9,-47,-37,6
Milano,2020-07-30,-28,-22,-4,-49,-38,6
Milano,2020-07-31,-32,-23,-7,-49,-39,6
Milano,2020-08-01,-41,-32,-19,-43,-12,-3
Milano,2020-08-02,-42,-29,-33,-49,11,-3
Bergamo,2020-02-15,4,-7,28,8,-1,-1
Bergamo,2020-02-16,0,-11,8,2,-2,-1
Bergamo,2020-02-17,-2,-6,-9,1,0,0
Bergamo,2020-02-18,2,-5,23,4,0,0
Bergamo,2020-02-19,2,-4,11,6,0,-1
Bergamo,2020-02-20,2,-4,12,5,0,-1
Bergamo,2020-02-21,0,-6,11,3,0,0
Bergamo,2020-02-22,-4,-3,33,5,-1,-1
Bergamo,2020-02-23,-15,6,16,-5,-2,2
Bergamo,2020-02-24,-16,19,25,-28,-22,7
Bergamo,2020-02-25,-19,-4,19,-31,-22,9
Bergamo,2020-02-26,-21,-12,6,-34,-20,10
Bergamo,2020-02-27,-17,-10,17,-36,-20,10
Bergamo,2020-02-28,-14,-11,43,-36,-20,9
Bergamo,2020-02-29,-21,-10,1,-32,-24,8
Bergamo,2020-03-01,-31,-22,-40,-39,-15,8
Bergamo,2020-03-02,-23,-19,-51,-48,-20,10
Bergamo,2020-03-03,-13,-8,13,-38,-20,9
Bergamo,2020-03-04,-17,-5,41,-37,-20,9
Bergamo,2020-03-05,-23,-9,-26,-46,-22,11
Bergamo,2020-03-06,-24,-10,-8,-47,-23,12
Bergamo,2020-03-07,-34,-13,40,-37,-28,10
Bergamo,2020-03-08,-50,-29,3,-43,-25,10
Bergamo,2020-03-09,-44,-17,-44,-61,-33,17
Bergamo,2020-03-10,-54,-18,-31,-62,-40,20
Bergamo,2020-03-11,-61,-22,-34,-67,-46,23
Bergamo,2020-03-12,-76,-30,-62,-75,-54,28
Bergamo,2020-03-13,-79,-33,-61,-78,-60,32
Bergamo,2020-03-14,-87,-52,-82,-83,-68,28
Bergamo,2020-03-15,-91,-69,-82,-85,-60,23
Bergamo,2020-03-16,-79,-39,-62,-81,-66,31
Bergamo,2020-03-17,-81,-44,-57,-81,-69,33
Bergamo,2020-03-18,-83,-46,-64,-82,-70,34
Bergamo,2020-03-19,-83,-47,-71,-83,-71,36
Bergamo,2020-03-20,-84,-43,-75,-84,-72,38
Bergamo,2020-03-21,-89,-60,-84,-86,-72,29
Bergamo,2020-03-22,-96,-86,-92,-90,-67,25
Bergamo,2020-03-23,-85,-49,-81,-87,-77,37
Bergamo,2020-03-24,-85,-51,-75,-85,-77,38
Bergamo,2020-03-25,-87,-53,-81,-86,-78,38
Bergamo,2020-03-26,-87,-54,-81,-87,-79,40
Bergamo,2020-03-27,-86,-51,-80,-87,-79,41
Bergamo,2020-03-28,-90,-64,-84,-87,-74,30
Bergamo,2020-03-29,-95,-88,-91,-90,-67,25
Bergamo,2020-03-30,-85,-51,-81,-87,-77,37
Bergamo,2020-03-31,-92,-50,-75,-84,-77,38
Bergamo,2020-04-01,-92,-48,-76,-84,-76,38
Bergamo,2020-04-02,-91,-48,-76,-84,-76,38
Bergamo,2020-04-03,-88,-47,-78,-86,-76,40
Bergamo,2020-04-04,-91,-62,-85,-86,-72,30
Bergamo,2020-04-05,-96,-87,-90,-90,-65,25
Bergamo,2020-04-06,-86,-47,-77,-85,-72,35
Bergamo,2020-04-07,-84,-46,-71,-82,-72,36
Bergamo,2020-04-08,-84,-44,-76,-83,-71,35
Bergamo,2020-04-09,-84,-40,-76,-83,-71,36
Bergamo,2020-04-10,-84,-37,-76,-83,-72,38
Bergamo,2020-04-11,-89,-56,-83,-84,-71,29
Bergamo,2020-04-12,-96,-95,-91,-90,-68,25
Bergamo,2020-04-13,-96,-88,-84,-92,-92,44
Bergamo,2020-04-14,-82,-45,-71,-82,-67,33
Bergamo,2020-04-15,-83,-44,-73,-81,-66,34
Bergamo,2020-04-16,-82,-43,-73,-82,-66,34
Bergamo,2020-04-17,-82,-42,-74,-82,-65,35
Bergamo,2020-04-18,-88,-57,-82,-83,-66,28
Bergamo,2020-04-19,-95,-85,-90,-89,-61,24
Bergamo,2020-04-20,-81,-50,-77,-84,-63,31
Bergamo,2020-04-21,-81,-46,-70,-80,-62,32
Bergamo,2020-04-22,-81,-46,-69,-79,-61,32
Bergamo,2020-04-23,-80,-43,-69,-80,-61,32
Bergamo,2020-04-24,-81,-36,-70,-80,-61,33
Bergamo,2020-04-25,-92,-73,-83,-86,-74,30
Bergamo,2020-04-26,-94,-81,-87,-87,-58,24
Bergamo,2020-04-27,-77,-40,-70,-80,-58,29
Bergamo,2020-04-28,-79,-43,-68,-79,-59,30
Bergamo,2020-04-29,-79,-42,-69,-78,-58,30
Bergamo,2020-04-30,-76,-29,-70,-78,-58,30
Bergamo,2020-05-01,-93,-82,-77,-89,-89,46
Bergamo,2020-05-02,-84,-46,-76,-80,-62,27
Bergamo,2020-05-03,-92,-76,-84,-85,-52,23
Bergamo,2020-05-04,-62,-28,-13,-64,-44,19
Bergamo,2020-05-05,-63,-28,-7,-62,-45,20
Bergamo,2020-05-06,-64,-29,-22,-63,-44,21
Bergamo,2020-05-07,-62,-28,-3,-62,-44,21
Bergamo,2020-05-08,-63,-27,-12,-64,-44,22
Bergamo,2020-05-09,-67,-36,-7,-58,-47,17
Bergamo,2020-05-10,-74,-58,-37,-62,-30,14
Bergamo,2020-05-11,-65,-39,-63,-74,-42,21
Bergamo,2020-05-12,-58,-25,-7,-61,-41,20
Bergamo,2020-05-13,-64,-32,-51,-67,-41,21
Bergamo,2020-05-14,-59,-27,-9,-61,-40,19
Bergamo,2020-05-15,-62,-26,-42,-69,-42,23
Bergamo,2020-05-16,-65,-33,-33,-60,-42,18
Bergamo,2020-05-17,-69,-53,-18,-56,-24,13
Bergamo,2020-05-18,-39,-22,11,-58,-35,14
Bergamo,2020-05-19,-41,-21,-12,-58,-36,16
Bergamo,2020-05-20,-38,-19,35,-51,-35,15
Bergamo,2020-05-21,-38,-17,27,-53,-36,15
Bergamo,2020-05-22,-38,-16,22,-55,-35,16
Bergamo,2020-05-23,-42,-23,17,-45,-32,11
Bergamo,2020-05-24,-41,-36,32,-39,-12,6
Bergamo,2020-05-25,-33,-20,31,-56,-34,13
Bergamo,2020-05-26,-31,-17,52,-50,-33,13
Bergamo,2020-05-27,-32,-16,46,-49,-32,13
Bergamo,2020-05-28,-33,-15,32,-51,-33,13
Bergamo,2020-05-29,-34,-14,18,-53,-34,15
Bergamo,2020-05-30,-34,-17,30,-38,-27,9
Bergamo,2020-05-31,-34,-30,34,-34,-4,6
Bergamo,2020-06-01,-7,5,143,-40,-51,13
Bergamo,2020-06-02,-29,-40,229,-46,-79,23
Bergamo,2020-06-03,-32,-13,14,-49,-31,12
Bergamo,2020-06-04,-38,-19,-53,-63,-34,16
Bergamo,2020-06-05,-25,-12,42,-51,-31,11
Bergamo,2020-06-06,-29,-19,44,-42,-26,7
Bergamo,2020-06-07,-43,-32,-65,-66,-11,10
Bergamo,2020-06-08,-27,-19,-8,-58,-30,12
Bergamo,2020-06-09,-23,-16,17,-52,-30,11
Bergamo,2020-06-10,-24,-14,-3,-52,-29,11
Bergamo,2020-06-11,-21,-9,7,-51,-29,11
Bergamo,2020-06-12,-19,-10,59,-49,-30,9
Bergamo,2020-06-13,-25,-17,62,-38,-23,5
Bergamo,2020-06-14,-26,-23,22,-43,1,3
Bergamo,2020-06-15,-21,-14,29,-52,-28,9
Bergamo,2020-06-16,-17,-11,46,-48,-28,9
Bergamo,2020-06-17,-19,-11,21,-49,-28,10
Bergamo,2020-06-18,-16,-10,47,-47,-28,9
Bergamo,2020-06-19,-20,-13,29,-50,-30,9
Bergamo,2020-06-20,-20,-13,91,-32,-21,2
Bergamo,2020-06-21,-22,-24,69,-30,1,-2
Bergamo,2020-06-22,-16,-13,68,-46,-29,7
Bergamo,2020-06-23,-13,-10,90,-40,-29,7
Bergamo,2020-06-24,-15,-9,70,-42,-26,7
Bergamo,2020-06-25,-15,-8,46,-44,-27,7
Bergamo,2020-06-26,-15,-9,58,-44,-29,7
Bergamo,2020-06-27,-21,-14,83,-29,-24,1
Bergamo,2020-06-28,-24,-23,53,-29,4,-3
Bergamo,2020-06-29,-15,-10,61,-45,-27,6
Bergamo,2020-06-30,-10,-8,84,-40,-26,6
Bergamo,2020-07-01,-12,-8,44,-38,-25,6
Bergamo,2020-07-02,-13,-10,44,-40,-26,6
Bergamo,2020-07-03,-19,-13,9,-44,-29,8
Bergamo,2020-07-04,-17,-13,84,-24,-23,0
Bergamo,2020-07-05,-22,-22,54,-20,-1,-3
Bergamo,2020-07-06,-14,-12,59,-41,-27,5
Bergamo,2020-07-07,-9,-7,83,-36,-27,5
Bergamo,2020-07-08,-11,-10,84,-35,-25,5
Bergamo,2020-07-09,-12,-10,73,-37,-26,5
Bergamo,2020-07-10,-14,-12,71,-37,-28,5
Bergamo,2020-07-11,-20,-15,37,-30,-24,2
Bergamo,2020-07-12,-18,-20,58,-17,2,-4
Bergamo,2020-07-13,-12,-10,61,-39,-27,5
Bergamo,2020-07-14,-7,-9,80,-36,-26,5
Bergamo,2020-07-15,-11,-10,49,-38,-25,5
Bergamo,2020-07-16,-9,-9,64,-37,-25,5
Bergamo,2020-07-17,-12,-10,52,-39,-28,5
Bergamo,2020-07-18,-16,-16,91,-23,-22,-1
Bergamo,2020-07-19,-19,-21,63,-17,2,-5
Bergamo,2020-07-20,-11,-11,77,-39,-25,4
Bergamo,2020-07-21,-8,-10,100,-37,-24,4
Bergamo,2020-07-22,-11,-11,68,-35,-24,5
Bergamo,2020-07-23,-10,-8,68,-36,-25,4
Bergamo,2020-07-24,-15,-11,21,-41,-27,6
Bergamo,2020-07-25,-16,-16,98,-21,-23,-2
Bergamo,2020-07-26,-16,-18,58,-16,2,-5
Bergamo,2020-07-27,-10,-9,75,-37,-27,3
Bergamo,2020-07-28,-8,-9,90,-37,-26,4
Bergamo,2020-07-29,-9,-9,76,-34,-26,4
Bergamo,2020-07-30,-10,-9,66,-36,-27,4
Bergamo,2020-07-31,-11,-12,68,-35,-29,3
Bergamo,2020-08-01,-18,-18,75,-21,-26,-1
Bergamo,2020-08-02,-18,-17,21,-19,-1,-1
Brescia,2020-02-15,4,-4,134,38,-11,-1
Brescia,2020-02-16,-1,2,19,13,0,-2
Brescia,2020-02-17,-2,3,-3,3,1,0
Brescia,2020-02-18,3,1,23,6,1,0
Brescia,2020-02-19,1,-1,18,3,1,0
Brescia,2020-02-20,3,2,27,6,1,-1
Brescia,2020-02-21,1,0,27,7,1,-1
Brescia,2020-02-22,-3,3,36,9,0,-1
Brescia,2020-02-23,-15,14,17,8,0,1
Brescia,2020-02-24,-13,29,33,-22,-18,6
Brescia,2020-02-25,-16,1,20,-25,-17,7
Brescia,2020-02-26,-17,-8,9,-29,-16,8
Brescia,2020-02-27,-13,-7,22,-27,-15,7
Brescia,2020-02-28,-13,-7,47,-24,-15,7
Brescia,2020-02-29,-21,-9,4,-23,-20,7
Brescia,2020-03-01,-38,-18,-58,-37,-11,8
Brescia,2020-03-02,-20,-12,-46,-37,-14,8
Brescia,2020-03-03,-12,-5,-9,-30,-14,8
Brescia,2020-03-04,-12,-5,44,-24,-15,7
Brescia,2020-03-05,-18,-4,-21,-33,-16,9
Brescia,2020-03-06,-22,-5,5,-31,-17,9
Brescia,2020-03-07,-27,-7,31,-25,-21,8
Brescia,2020-03-08,-52,-17,1,-28,-19,9
Brescia,2020-03-09,-44,-10,-37,-50,-25,14
Brescia,2020-03-10,-51,-11,-27,-53,-32,17
Brescia,2020-03-11,-59,-18,-29,-57,-38,20
Brescia,2020-03-12,-74,-27,-62,-67,-46,25
Brescia,2020-03-13,-79,-29,-65,-71,-54,29
Brescia,2020-03-14,-87,-49,-84,-80,-64,28
Brescia,2020-03-15,-92,-69,-83,-80,-56,23
Brescia,2020-03-16,-78,-36,-63,-73,-60,29
Brescia,2020-03-17,-80,-42,-60,-73,-63,31
Brescia,2020-03-18,-81,-44,-68,-75,-64,32
Brescia,2020-03-19,-82,-44,-73,-77,-65,33
Brescia,2020-03-20,-84,-40,-78,-78,-66,35
Brescia,2020-03-21,-90,-58,-87,-83,-69,29
Brescia,2020-03-22,-96,-90,-93,-87,-65,25
Brescia,2020-03-23,-84,-45,-81,-80,-73,34
Brescia,2020-03-24,-84,-49,-78,-80,-73,35
Brescia,2020-03-25,-86,-52,-81,-81,-75,37
Brescia,2020-03-26,-87,-52,-82,-82,-77,38
Brescia,2020-03-27,-87,-48,-83,-82,-77,40
Brescia,2020-03-28,-91,-62,-89,-84,-72,30
Brescia,2020-03-29,-96,-91,-93,-87,-65,25
Brescia,2020-03-30,-85,-48,-80,-80,-75,35
Brescia,2020-03-31,-93,-49,-78,-79,-75,36
Brescia,2020-04-01,-93,-48,-78,-78,-74,37
Brescia,2020-04-02,-93,-47,-78,-78,-75,37
Brescia,2020-04-03,-89,-45,-79,-79,-74,39
Brescia,2020-04-04,-92,-59,-87,-82,-70,29
Brescia,2020-04-05,-96,-90,-92,-86,-64,25
Brescia,2020-04-06,-87,-44,-75,-77,-69,33
Brescia,2020-04-07,-85,-43,-75,-77,-69,34
Brescia,2020-04-08,-85,-43,-76,-77,-69,34
Brescia,2020-04-09,-85,-37,-77,-76,-69,34
Brescia,2020-04-10,-85,-32,-79,-76,-70,36
Brescia,2020-04-11,-90,-52,-88,-81,-68,28
Brescia,2020-04-12,-97,-96,-93,-88,-66,25
Brescia,2020-04-13,-96,-88,-86,-90,-91,42
Brescia,2020-04-14,-84,-43,-73,-75,-63,31
Brescia,2020-04-15,-84,-41,-75,-74,-62,32
Brescia,2020-04-16,-82,-40,-75,-74,-61,32
Brescia,2020-04-17,-83,-38,-76,-74,-61,33
Brescia,2020-04-18,-89,-53,-86,-79,-63,28
Brescia,2020-04-19,-96,-88,-92,-85,-58,24
Brescia,2020-04-20,-82,-44,-77,-75,-58,29
Brescia,2020-04-21,-81,-42,-71,-73,-58,29
Brescia,2020-04-22,-81,-43,-73,-71,-57,29
Brescia,2020-04-23,-81,-39,-73,-71,-57,30
Brescia,2020-04-24,-82,-31,-75,-73,-57,31
Brescia,2020-04-25,-93,-70,-87,-83,-72,29
Brescia,2020-04-26,-95,-85,-91,-84,-56,23
Brescia,2020-04-27,-78,-34,-71,-70,-53,27
Brescia,2020-04-28,-79,-39,-71,-71,-54,28
Brescia,2020-04-29,-80,-39,-74,-72,-54,29
Brescia,2020-04-30,-77,-24,-73,-70,-54,27
Brescia,2020-05-01,-94,-83,-82,-86,-87,45
Brescia,2020-05-02,-84,-42,-83,-75,-60,26
Brescia,2020-05-03,-93,-78,-88,-80,-50,23
Brescia,2020-05-04,-63,-23,-26,-49,-40,17
Brescia,2020-05-05,-64,-25,-27,-51,-41,19
Brescia,2020-05-06,-65,-27,-40,-53,-40,20
Brescia,2020-05-07,-64,-26,-25,-51,-40,19
Brescia,2020-05-08,-66,-23,-33,-52,-40,21
Brescia,2020-05-09,-70,-32,-44,-51,-44,17
Brescia,2020-05-10,-79,-61,-59,-53,-29,14
Brescia,2020-05-11,-66,-31,-62,-58,-38,19
Brescia,2020-05-12,-61,-24,-28,-49,-37,18
Brescia,2020-05-13,-64,-28,-46,-54,-37,19
Brescia,2020-05-14,-61,-25,-23,-48,-36,18
Brescia,2020-05-15,-65,-23,-48,-55,-38,21
Brescia,2020-05-16,-67,-29,-46,-53,-38,17
Brescia,2020-05-17,-74,-55,-42,-47,-23,13
Brescia,2020-05-18,-40,-15,10,-39,-31,13
Brescia,2020-05-19,-44,-16,-29,-45,-32,15
Brescia,2020-05-20,-39,-16,15,-39,-31,14
Brescia,2020-05-21,-38,-15,17,-37,-31,13
Brescia,2020-05-22,-40,-12,18,-38,-31,14
Brescia,2020-05-23,-41,-17,16,-30,-29,10
Brescia,2020-05-24,-44,-32,26,-18,-9,6
Brescia,2020-05-25,-34,-16,29,-35,-29,11
Brescia,2020-05-26,-33,-15,36,-35,-29,12
Brescia,2020-05-27,-33,-14,37,-34,-28,12
Brescia,2020-05-28,-33,-13,23,-35,-29,12
Brescia,2020-05-29,-35,-10,24,-35,-29,13
Brescia,2020-05-30,-33,-11,36,-24,-25,8
Brescia,2020-05-31,-34,-23,53,-10,-2,6
Brescia,2020-06-01,-8,12,210,-17,-47,11
Brescia,2020-06-02,-26,-31,307,-28,-76,21
Brescia,2020-06-03,-31,-9,20,-33,-27,10
Brescia,2020-06-04,-38,-13,-53,-47,-29,14
Brescia,2020-06-05,-28,-9,37,-30,-27,10
Brescia,2020-06-06,-28,-15,40,-22,-23,6
Brescia,2020-06-07,-40,-25,-49,-41,-9,8
Brescia,2020-06-08,-26,-13,-4,-36,-26,10
Brescia,2020-06-09,-21,-13,34,-31,-25,9
Brescia,2020-06-10,-25,-13,-3,-36,-25,10
Brescia,2020-06-11,-21,-6,19,-32,-25,9
Brescia,2020-06-12,-21,-7,87,-25,-25,7
Brescia,2020-06-13,-23,-13,83,-17,-21,4
Brescia,2020-06-14,-27,-17,30,-16,1,3
Brescia,2020-06-15,-20,-9,36,-30,-24,7
Brescia,2020-06-16,-16,-9,59,-26,-23,8
Brescia,2020-06-17,-18,-10,37,-30,-24,8
Brescia,2020-06-18,-16,-9,72,-26,-24,7
Brescia,2020-06-19,-21,-10,60,-28,-26,7
Brescia,2020-06-20,-17,-10,125,-6,-18,1
Brescia,2020-06-21,-20,-16,102,5,2,-2
Brescia,2020-06-22,-16,-9,98,-26,-24,5
Brescia,2020-06-23,-13,-7,120,-24,-25,6
Brescia,2020-06-24,-14,-7,101,-24,-23,5
Brescia,2020-06-25,-15,-5,73,-26,-23,6
Brescia,2020-06-26,-16,-6,111,-22,-25,5
Brescia,2020-06-27,-19,-12,129,-9,-21,0
Brescia,2020-06-28,-22,-16,90,0,3,-3
Brescia,2020-06-29,-14,-5,107,-26,-23,4
Brescia,2020-06-30,-10,-6,118,-25,-22,5
Brescia,2020-07-01,-12,-6,76,-28,-22,5
Brescia,2020-07-02,-12,-6,84,-27,-23,5
Brescia,2020-07-03,-17,-6,64,-29,-24,6
Brescia,2020-07-04,-15,-10,126,-11,-21,0
Brescia,2020-07-05,-19,-15,99,0,1,-4
Brescia,2020-07-06,-14,-7,112,-24,-23,3
Brescia,2020-07-07,-7,-4,129,-22,-23,4
Brescia,2020-07-08,-10,-8,119,-22,-22,4
Brescia,2020-07-09,-11,-7,110,-23,-22,3
Brescia,2020-07-10,-13,-6,129,-20,-24,3
Brescia,2020-07-11,-18,-11,74,-16,-21,2
Brescia,2020-07-12,-16,-13,103,6,4,-4
Brescia,2020-07-13,-9,-4,121,-21,-23,3
Brescia,2020-07-14,-5,-3,137,-20,-23,3
Brescia,2020-07-15,-7,-7,108,-23,-21,4
Brescia,2020-07-16,-6,-5,119,-21,-21,3
Brescia,2020-07-17,-11,-4,110,-22,-23,3
Brescia,2020-07-18,-10,-10,148,-3,-19,-2
Brescia,2020-07-19,-14,-13,115,9,5,-5
Brescia,2020-07-20,-8,-4,150,-21,-21,2
Brescia,2020-07-21,-5,-5,171,-20,-21,3
Brescia,2020-07-22,-7,-7,129,-23,-21,3
Brescia,2020-07-23,-6,-4,133,-22,-21,2
Brescia,2020-07-24,-13,-5,77,-27,-24,5
Brescia,2020-07-25,-9,-10,155,-5,-19,-2
Brescia,2020-07-26,-12,-10,110,7,6,-5
Brescia,2020-07-27,-6,-3,161,-20,-23,2
Brescia,2020-07-28,-4,-4,180,-20,-22,3
Brescia,2020-07-29,-5,-5,162,-21,-23,3
Brescia,2020-07-30,-6,-5,137,-20,-23,2
Brescia,2020-07-31,-9,-5,144,-19,-25,2
Brescia,2020-08-01,-14,-13,132,-6,-23,-2
Brescia,2020-08-02,-17,-8,57,-6,3,-2
Como,2020-02-15,1,-6,39,16,0,-1
Como,2020-02-16,-1,-4,17,12,0,-1
Como,2020-02-17,-4,-4,-10,0,0,1
Como,2020-02-18,2,-6,36,6,1,0
Como,2020-02-19,0,-5,30,4,1,0
Como,2020-02-20,1,-4,15,3,1,0
Como,2020-02-21,1,-7,20,6,1,0
Como,2020-02-22,-3,-7,36,14,1,0
Como,2020-02-23,-11,2,31,7,0,2
Como,2020-02-24,-10,16,48,-22,-18,7
Como,2020-02-25,-15,-6,1,-30,-18,9
Como,2020-02-26,-16,-14,7,-30,-17,9
Como,2020-02-27,-13,-10,9,-30,-17,9
Como,2020-02-28,-11,-8,46,-21,-18,9
Como,2020-02-29,-21,-12,-30,-27,-17,8
Como,2020-03-01,-26,-22,-23,-26,-12,6
Como,2020-03-02,-21,-19,-46,-40,-16,9
Como,2020-03-03,-7,-8,20,-26,-14,7
Como,2020-03-04,-6,-8,75,-20,-15,6
Como,2020-03-05,-15,-10,-25,-35,-15,9
Como,2020-03-06,-15,-7,7,-30,-16,9
Como,2020-03-07,-16,-9,63,-8,-16,6
Como,2020-03-08,-38,-21,34,-16,-14,7
Como,2020-03-09,-35,-14,-21,-46,-24,13
Como,2020-03-10,-45,-16,-26,-51,-30,17
Como,2020-03-11,-52,-22,-13,-53,-37,20
Como,2020-03-12,-72,-33,-62,-67,-46,26
Como,2020-03-13,-76,-35,-55,-68,-53,29
Como,2020-03-14,-86,-57,-84,-78,-63,27
Como,2020-03-15,-91,-73,-83,-81,-58,22
Como,2020-03-16,-77,-44,-59,-74,-60,30
Como,2020-03-17,-78,-49,-59,-76,-62,31
Como,2020-03-18,-81,-51,-64,-78,-64,32
Como,2020-03-19,-80,-50,-73,-80,-67,34
Como,2020-03-20,-82,-47,-74,-79,-68,36
Como,2020-03-21,-89,-65,-86,-82,-68,28
Como,2020-03-22,-95,-87,-93,-88,-66,24
Como,2020-03-23,-83,-54,-80,-83,-74,36
Como,2020-03-24,-84,-56,-78,-82,-75,36
Como,2020-03-25,-85,-58,-78,-83,-76,38
Como,2020-03-26,-86,-57,-84,-84,-78,39
Como,2020-03-27,-85,-54,-79,-83,-77,40
Como,2020-03-28,-90,-69,-87,-83,-71,29
Como,2020-03-29,-95,-88,-91,-87,-65,24
Como,2020-03-30,-84,-57,-79,-83,-76,37
Como,2020-03-31,-92,-55,-75,-82,-76,37
Como,2020-04-01,-92,-53,-73,-81,-76,37
Como,2020-04-02,-91,-53,-77,-82,-75,38
Como,2020-04-03,-87,-52,-75,-81,-75,40
Como,2020-04-04,-91,-66,-85,-82,-70,29
Como,2020-04-05,-96,-86,-91,-87,-64,24
Como,2020-04-06,-85,-52,-71,-81,-72,35
Como,2020-04-07,-83,-52,-71,-80,-73,36
Como,2020-04-08,-83,-49,-73,-81,-72,35
Como,2020-04-09,-82,-46,-77,-81,-72,36
Como,2020-04-10,-83,-43,-74,-79,-74,38
Como,2020-04-11,-89,-62,-85,-81,-70,28
Como,2020-04-12,-97,-97,-92,-88,-68,25
Como,2020-04-13,-95,-89,-82,-90,-92,43
Como,2020-04-14,-82,-53,-72,-79,-70,34
Como,2020-04-15,-82,-50,-71,-79,-69,35
Como,2020-04-16,-80,-50,-75,-79,-68,35
Como,2020-04-17,-82,-48,-72,-78,-68,36
Como,2020-04-18,-87,-62,-83,-79,-64,28
Como,2020-04-19,-95,-86,-89,-86,-61,23
Como,2020-04-20,-80,-55,-79,-81,-66,33
Como,2020-04-21,-80,-54,-76,-79,-65,33
Como,2020-04-22,-80,-51,-68,-77,-64,33
Como,2020-04-23,-79,-49,-72,-76,-64,33
Como,2020-04-24,-79,-43,-71,-75,-64,34
Como,2020-04-25,-91,-74,-85,-82,-72,29
Como,2020-04-26,-93,-82,-89,-84,-57,23
Como,2020-04-27,-75,-46,-70,-74,-61,30
Como,2020-04-28,-78,-52,-73,-76,-61,31
Como,2020-04-29,-77,-46,-66,-74,-60,30
Como,2020-04-30,-75,-38,-75,-75,-60,31
Como,2020-05-01,-93,-86,-79,-87,-89,46
Como,2020-05-02,-82,-51,-80,-75,-59,26
Como,2020-05-03,-91,-77,-84,-80,-50,22
Como,2020-05-04,-60,-35,-21,-54,-44,20
Como,2020-05-05,-61,-36,-25,-54,-45,21
Como,2020-05-06,-62,-36,-15,-56,-45,22
Como,2020-05-07,-61,-34,-22,-54,-45,22
Como,2020-05-08,-63,-31,-17,-52,-45,23
Como,2020-05-09,-66,-41,-27,-43,-43,18
Como,2020-05-10,-75,-62,-51,-53,-29,15
