date,med_temp,med_hum
2020-01-01,1.7333333333333334,72.3693856445036
2020-01-02,2,89.89189173211054
2020-01-03,5.25,83.51078328021134
2020-01-04,5,85.11829621452782
2020-01-05,3.5,82.8747376747225
2020-01-06,1,88.05050270185791
2020-01-07,0.3,100
2020-01-08,0,100
2020-01-09,0.6666666666666667,91.48735512302468
2020-01-10,5.983333333333333,81.29492231081055
2020-01-11,4.733333333333333,87.15688402919324
2020-01-12,2.5,86.79971447528402
2020-01-13,0.7166666666666667,86.48360266443112
2020-01-14,4,93.22088286242081
2020-01-15,5.9,87.45178248463199
2020-01-16,5,92.95504002721336
2020-01-17,7.85,76.64856002910946
2020-01-18,6.016666666666667,94.5982616933178
2020-01-19,6,93.40983789540988
2020-01-20,3.083333333333333,88.97928529677989
2020-01-21,2.25,85.06107160859625
2020-01-22,3.3499999999999996,81.6443031021893
2020-01-23,2,89.95262296019592
2020-01-24,4,87.61878896009273
2020-01-25,5,96.79262451668723
2020-01-26,5.933333333333334,93.38541803414905
2020-01-27,6.25,93.25998421749124
2020-01-28,6.25,99.99999999999997
2020-01-29,8.066666666666666,66.93856382363447
2020-01-30,6,72.93207314569452
2020-01-31,8,81.17023217246259
2020-02-01,7.75,91.6050184617659
2020-02-02,5.5,100
2020-02-03,6,100
2020-02-04,6,54.632204704608384
2020-02-05,5.283333333333333,50.51687720130222
2020-02-06,4,54.22358103591967
2020-02-07,4.25,51.801036030500384
2020-02-08,4,74.0729822365355
2020-02-09,8,67.33268907184114
2020-02-10,7.083333333333334,76.25881426239243
2020-02-11,11.066666666666666,56.37994782488984
2020-02-12,10.383333333333333,29.747284916066818
2020-02-13,7.716666666666667,66.33543567150089
2020-02-14,7.583333333333334,64.90981958826426
2020-02-15,7.5,64.30789461367905
2020-02-16,7.5,78.64872184766239
2020-02-17,11.083333333333332,78.71327774668477
2020-02-18,10,87.5605191220493
2020-02-19,9,81.74142881415312
2020-02-20,7,64.08944047509874
2020-02-21,7.166666666666667,64.53752469737125
2020-02-22,7.083333333333334,79.82631900053867
2020-02-23,9.033333333333333,81.09114025966664
2020-02-24,9,85.34163589869479
2020-02-25,11,80.80867171778809
2020-02-26,8.8,44.02504105764403
2020-02-27,9.75,36.882058712121946
2020-02-28,8.483333333333334,32.36243615715551
2020-02-29,10,47.001315608900896
2020-03-01,7,87.24885993157199
2020-03-02,10.75,79.3627470555705
2020-03-03,7.683333333333334,87.33952993947925
2020-03-04,7,77.3082252754604
2020-03-05,8.933333333333334,75.57401634448696
2020-03-06,7.866666666666667,85.81517664173296
2020-03-07,8.75,83.652145273784555
2020-03-08,7.25,65.19305163515804
2020-03-09,7.5,71.22473178416791
2020-03-10,9.25,65.40249076194947
2020-03-11,10.75,57.54596615077685
2020-03-12,11,77.93388366823783
2020-03-13,14,77.0254286471061
2020-03-14,10.566666666666666,75.08548738249232
2020-03-15,6.75,65.23282262970807
2020-03-16,8,61.56766762869161
2020-03-17,8.5,61.81423759789669
2020-03-18,11.316666666666666,64.39453085159623
2020-03-19,12.5,65.97742189723333
2020-03-20,14.016666666666666,71.87771427760777
2020-03-21,11.75,68.83221867436559
2020-03-22,11,70.20968866367414
2020-03-23,5.8,40.35899169766042
2020-03-24,6.5,45.53286422663879
2020-03-25,5.766666666666667,52.0261974111454
2020-03-26,3.0166666666666666,93.27275550449221
2020-03-27,8,80.97841876017151
2020-03-28,10.75,67.92097644166168
2020-03-29,12,63.49889559330367
2020-03-30,8.85,78.98613691771462
2020-03-31,5.916666666666666,57.4252579068534
2020-04-01,4.5,54.595986391939206
2020-04-02,7.25,52.08572696529608
2020-04-03,9,56.67409102327131
2020-04-04,9,58.67090310483607
2020-04-05,10.75,52.416026505565085
2020-04-06,12.25,50.809275550181894
2020-04-07,15.433333333333334,43.23517569862675
2020-04-08,15.166666666666666,32.53780099557095
2020-04-09,12.466666666666667,39.93555678878086
2020-04-10,15.75,41.136422173145775
2020-04-11,16.25,40.66948724310399
2020-04-12,19,24.191736506016767
2020-04-13,17.5,35.888589567565525
2020-04-14,14.1,57.586840160322325
2020-04-15,9.5,59.85396158997543
2020-04-16,12.25,60.97913021315139
2020-04-17,15.5,51.4023792568793
2020-04-18,17.25,61.49832455473984
2020-04-19,17.25,69.92822325965
2020-04-20,14,93.75694061623095
2020-04-21,12,89.84925056670704
2020-04-22,13.5,60.030714884945866
2020-04-23,13.5,56.91921164363987
2020-04-24,17.133333333333333,46.91026696044587
2020-04-25,19,39.441903204533745
2020-04-26,17.5,51.3109920001036
2020-04-27,19.25,55.0120752250617
2020-04-28,16.775,72.94943624625039
2020-04-29,16.5,69.17022115533996
2020-04-30,19.016666666666666,50.777125964101145
2020-05-01,18.5,59.89391781945701
2020-05-02,19.833333333333336,58.415611791117875
2020-05-03,15.7,65.50220903418179
2020-05-04,17.25,52.08572406084806
2020-05-05,20,53.862250608386546
2020-05-06,16.283333333333335,72.97985477808757
2020-05-07,17,52.02783722617423
2020-05-08,18.983333333333334,49.29016023595288
2020-05-09,20,42.77576133799043
2020-05-10,20.5,48.44336683322297
2020-05-11,18.75,57.00261933513768
2020-05-12,18.78333333333333,70.46171028042338
2020-05-13,16.116666666666667,87.83648873947423
2020-05-14,18.75,82.85953484886298
2020-05-15,21,52.70585649072862
2020-05-16,17.25,74.8874564487025
2020-05-17,20.183333333333334,70.91757097247253
2020-05-18,20,70.88653491543295
2020-05-19,19,80.7446812021436
2020-05-20,19,70.4838590524322
2020-05-21,20.25,53.92683415161717
2020-05-22,22,52.89807340599675
