date,med_temp,med_hum
2020-01-02,4.5,78.03583345936465
2020-01-03,8,83.39793431650538
2020-01-04,8,88.83845862652203
2020-01-07,2.9,86.87283313746545
2020-01-08,4.1,71.26417094745486
2020-01-09,7.15,78.1102395469438
2020-01-10,7.85,93.48238181132206
2020-01-11,5.6,72.386608337756
2020-01-13,5,75.61583924761365
2020-01-14,3,97.78874634356796
2020-01-15,3,99.48085268454756
2020-01-16,4.3,88.25110379137116
2020-01-17,3.9,93.43425775667069
2020-01-18,4.5,86.92086669467018
2020-01-20,3.1,54.94758689326901
2020-01-21,2.05,62.222722678289486
2020-01-22,7,53.70341939381264
2020-01-23,3.5,69.7532220512421
2020-01-24,4,80.267318320759
2020-01-25,2,97.57167060392626
2020-01-27,7.7,91.80445038713759
2020-01-28,8.5,81.94746830766674
2020-01-29,7.5,87.93200423559816
2020-01-30,7.5,80.65089857135061
2020-01-31,8.7,94.55489674599276
2020-02-01,9,95.7729537701259
2020-02-03,10.5,93.89218419137511
2020-02-04,10,25.158318706105746
2020-02-05,7.65,15.04853406163792
2020-02-06,5.1,48.426092232665084
2020-02-07,7.6,70.2907950761772
2020-02-08,7.8,87.33952993947925
2020-02-10,9,92.49478992427768
2020-02-11,11,81.08829503060318
2020-02-12,7.9,50.354096923946145
2020-02-13,8,77.62238110907677
2020-02-14,8.2,55.64222452505764
2020-02-15,9.2,66.19435483701076
2020-02-17,8.95,94.64989948819058
2020-02-18,8.7,89.83797671666801
2020-02-19,8,84.42811825956599
2020-02-20,6.7,57.60756404475393
2020-02-21,8.7,73.89706721176921
2020-02-22,8,76.98995027494647
2020-02-24,9.2,93.88841178543761
2020-02-25,9,93.52980580799328
2020-02-26,7.5,18.70248306658087
2020-02-27,6.85,61.82869636749944
2020-02-28,8.475,11.96583036904845
2020-02-29,7,79.98218504912532
2020-03-02,7.25,96.25707233789346
2020-03-03,7.7,53.51231706532323
2020-03-04,8,27.22160456409642
2020-03-05,4,99.99999999999996
2020-03-06,7.7,80.33691592282312
2020-03-07,8.5,25.102318930585884
2020-03-09,5.550000000000001,93.33584656650186
2020-03-10,8.6,62.306102405334585
2020-03-11,10,89.18362939759932
2020-03-12,9,99.50105596887053
2020-03-13,9,100
2020-03-14,8.9,93.43425775667069
2020-03-16,10,40.27469146856156
2020-03-17,10.7,47.645547829114115
2020-03-18,12.1,48.812520605224286
2020-03-19,13.5,37.04666642496777
2020-03-20,12.5,66.98043201203632
2020-03-21,11.5,56.86866335638172
2020-03-23,4.85,30.175077929333845
2020-03-24,5.2,27.29757215875229
2020-03-25,4,37.52616021880995
2020-03-26,2,57.306750511731295
2020-03-27,6,66.62997572208849
2020-03-28,11.5,56.24594114045607
2020-03-30,9,78.12792406089252
2020-03-31,6.1,49.306590439716004
2020-04-01,5.6,34.96177060300293
2020-04-02,7,43.46177310826235
2020-04-03,10.8,34.481458343132104
2020-04-04,13.7,24.666591277352673
2020-04-06,15,32.38395208638525
2020-04-07,17,24.55162070027869
2020-04-08,16.6,27.16799942282162
2020-04-09,15.1,20.46773710238201
2020-04-10,16.45,29.258877863604084
2020-04-11,16.2,32.25426930457457
2020-04-14,15.05,52.874433300954365
2020-04-15,12,48.82081448869529
2020-04-16,13.1,50.48009716046468
2020-04-17,13.2,76.27642831602734
2020-04-18,13,93.71279797870031
2020-04-20,13,96.36441533235282
2020-04-21,9,87.38422578064076
2020-04-22,14,27.797779253363814
2020-04-23,16,35.28939185694905
2020-04-24,15,41.693693842454636
2020-04-27,12,82.2266362322384
2020-04-28,12,93.66802688743715
2020-04-29,13.3,74.64128947682889
2020-04-30,13,87.77423010198441
2020-05-02,16.95,56.72027858380713
2020-05-04,17.15,33.686638642636645
2020-05-05,12.85,93.73486929746562
2020-05-06,18.05,71.93044504934886
2020-05-07,17.65,48.9163961910397
2020-05-08,18.95,38.84515803665725
2020-05-09,16.7,62.619208738301865
2020-05-11,12.575,93.66802688743715
2020-05-12,14,91.35606893661335
2020-05-13,15,82.39642194401449
2020-05-14,16,82.51723858481739
2020-05-15,13.2,93.24155739997128
2020-05-16,16,87.05495530602701
2020-05-18,20,71.73531984556911
2020-05-19,17.2,82.63077002441348
2020-05-20,22.5,40.2152243255522
2020-05-21,20.25,56.32953213683388
2020-05-22,20,49.82475827945723
2020-05-23,17,82.68680561580204
2020-05-25,20,56.09508186433622
2020-05-26,21,51.57129697822605
2020-05-27,19.15,44.747490223685006
2020-05-28,18.2,51.611323062279894
2020-05-29,17,71.84269592344712
2020-05-30,17.35,45.55592014158267
2020-06-01,19,69.37902662442443
2020-06-03,16.35,88.02103101455275
2020-06-04,13.149999999999999,91.49113723091995
2020-06-05,18.15,64.22351528460194
2020-06-06,18,80.07146742132218
2020-06-08,17.1,84.25746164402406
2020-06-09,15,82.34394898812408
2020-06-10,14,87.10916818198389
2020-06-11,15,85.17104767342461
2020-06-12,18,69.87823494493301
2020-06-13,17.55,81.27501424882126
2020-06-15,19.8,77.80790410757987
2020-06-16,20.35,76.33926554972845
2020-06-17,18,88.18011031524591
2020-06-18,17,86.96000194410507
2020-06-19,18,81.28166388355531
2020-06-20,21,69.04931276156604
2020-06-22,25,40.19895133362074
2020-06-23,24.7,38.337449993493784
2020-06-25,22,66.27694742805949
2020-06-26,23,61.59180189654114
2020-06-27,23.7,44.08757520191993
2020-06-29,23,84.62824009064353
2020-06-30,22.05,80.72945245682237
2020-07-01,21,83.06989224940932
2020-07-02,22.85,75.99164640135372
2020-07-03,22.9,69.83817364117917
2020-07-04,22.25,60.551288985781035
