date,daily_cases,med_temp,med_hum,pm25,pm10,o3,no2,retail,grocery,parks,transit,work,home,rt1,rt2
2020-03-01,23,6.5,93.3854180341491,99,NaN,NaN,NaN,-28,-21,-30,-42,-10,6,1.39729624353002,1.44911132786141
2020-03-02,5,5.06666666666667,96.6549649194096,NaN,NaN,NaN,NaN,-21,-17,-50,-49,-18,10,1.3509655859313,1.42643770667762
2020-03-03,39,7.45,84.345831569239,NaN,14,22,22,-9,-6,21,-40,-17,8,1.30094570660821,1.40713053350695
2020-03-04,4,7.9,69.111998629277,46,19,32,27,-10,-7,31,-40,-17,8,1.2528750313428,1.38976820528316
2020-03-05,25,6.1,81.794198685947,53,32,25,21,-18,-9,-39,-47,-19,10,1.2060160669598,1.36229716304199
2020-03-06,29,6.11666666666667,85.7070106344424,70,14,30,18,-16,-6,7,-43,-19,10,1.16255607462543,1.34120966284525
2020-03-07,41,8.1,75.4893608248404,NaN,21,31,14,-20,-9,24,-25,-12,6,1.12047223050292,1.30558405993695
2020-03-08,22,8.25,62.8772316076097,NaN,18,39,31,-41,-18,3,-38,-16,8,1.08186819330327,1.27892254623044
2020-03-09,53,8.5,69.8304644941628,NaN,32,32,22,-34,-14,-40,-57,-27,15,1.0441740146083,1.23833174328117
2020-03-10,28,10.1,61.1448307956178,NaN,19,34,33,-41,-14,-28,-60,-32,17,1.01086119122689,1.20287030297003
2020-03-11,79,11.75,69.2378321123255,NaN,20,34,26,-47,-18,-32,-63,-37,19,0.980622103115607,1.16484161712813
2020-03-12,65,13.0666666666667,81.5210554118365,NaN,33,29,23,-67,-25,-64,-71,-46,24,0.953082750628148,1.13076029234918
2020-03-13,14,14.7333333333333,76.3006699204752,NaN,10,40,13,-72,-29,-59,-74,-52,28,0.926583478945393,1.10185477319694
2020-03-14,140,11,81.8622792320773,NaN,28,24,8,-82,-47,-81,-75,-55,24,0.903681243400301,1.08490034579
2020-03-15,100,8,80.3634810041594,NaN,16,35,10,-87,-66,-77,-76,-50,20,0.883288038889942,1.0715192576382
2020-03-16,79,9,65.3188791879699,NaN,23,37,20,-70,-37,-67,-77,-55,27,0.864659880488852,1.05652142118559
2020-03-17,83,9.75,70.2241181953561,NaN,32,40,22,-73,-40,-64,-78,-58,28,0.84873539508026,1.05285676260714
2020-03-18,94,11.25,71.4072414911445,NaN,49,45,23,-75,-43,-71,-79,-58,29,0.833596241980816,1.04087593137367
2020-03-19,33,13,62.818192188791,NaN,51,46,22,-75,-41,-75,-80,-60,30,0.822027271375203,1.02590247773533
