date,daily_cases,med_temp,med_hum,pm25,pm10,no2,retail,grocery,parks,transit,work,home,infections,rt1,rt2
2020-06-29,2,31.2,45.8291510153272,57,20,13,-16,-8,38,-28,-25,6,3.59659938850335,0.874407881854153,1.11010191521407
2020-06-30,2,29,64.3463625696999,57,21,13,-13,-4,51,-25,-24,5,3.50690901431879,0.87480817486324,1.06370690790395
2020-07-01,4,28,67.5694718572931,61,27,13,-14,-3,33,-27,-24,6,3.4187457373675,0.876960249837721,1.04264166793488
2020-07-02,5,28.8,60.6504017690083,61,18,13,-16,-5,23,-28,-24,6,3.33242951346085,0.877465651987741,0.992014219025862
2020-07-03,10,25,73.8549949244717,46,13,11,-20,-7,11,-31,-26,7,3.24916642745811,0.878510036690464,0.942377419625083
2020-07-04,2,25.3,62.8318334425878,42,10,18,-21,-13,37,-13,-15,0,3.16920095422363,0.879253877248011,0.893040486853019
2020-07-05,5,28,55.6956248557479,34,13,12,-31,-25,13,-15,1,-2,3.09214410830913,0.879205588322181,0.854940441483238
2020-07-06,23,29,51.4772070541808,38,20,13,-17,-10,22,-29,-26,5,3.01782227171841,0.88017779829013,0.83077505635941
2020-07-07,1,23.25,57.7928351969263,57,17,7,-12,-5,44,-25,-25,5,2.94592543951321,0.88196403020126,0.823302664537303
2020-07-08,3,24.75,34.5703256170145,46,15,16,-14,-8,36,-26,-23,4,2.87640859775908,0.885165614426925,0.817555554302032
2020-07-09,5,27,46.2189207635411,46,21,19,-15,-9,33,-29,-24,4,2.8097658889155,0.887940260956179,0.817976167949527
2020-07-10,7,28.2,51.7336447983891,57,30,21,-18,-10,33,-29,-25,4,2.7467179864879,0.888968683815042,0.815005833503379
2020-07-11,2,26.25,67.0525287844882,63,20,8,-24,-15,17,-17,-16,1,2.68746480536984,0.891541081419379,0.822166079787358
2020-07-12,6,24.9,50.4099182079417,5,10,6,-28,-23,12,-13,5,-3,2.63129764324631,0.891277071814572,0.823195921384528
2020-07-13,4,24.2,41.9016855746908,5,14,11,-16,-8,36,-27,-25,4,2.57793721354759,0.89235284004756,0.809863928529349
2020-07-14,1,24,44.0886496384451,13,17,18,-12,-5,42,-25,-25,4,2.52692244782809,0.894600309712711,0.787270896268847
2020-07-15,1,24,53.6656137928135,50,18,22,-13,-2,31,-29,-24,4,2.47802195254726,0.894495874741479,0.787398517773024
2020-07-16,11,26.3,49.7047821407498,46,23,19,-11,-3,46,-29,-24,4,2.43172954748011,0.896615765825214,0.826052434223757
2020-07-17,4,25.25,67.636121415647,65,21,16,-16,-7,34,-29,-27,4,2.38792056109721,0.897642814726922,0.825426323008686
2020-07-18,1,25,35.1539002990266,55,10,11,-21,-13,36,-15,-15,-2,2.34670973726712,0.897576826475852,0.874917313400831
2020-07-19,3,27,39.0893407741242,53,12,11,-29,-19,11,-18,3,-4,2.30821900679678,0.89812360690607,0.953498148086328
2020-07-20,2,29.3,48.7407139360807,42,19,16,-17,-8,24,-31,-25,4,2.27196869641934,0.899797885017977,1.07976177597599
2020-07-21,2,29.3,48.8239135185896,50,24,15,-14,-6,36,-31,-24,4,2.23767467908454,0.900746780982611,1.21594388355434
2020-07-22,0,29.5,56.7878366859579,57,21,16,-17,-7,12,-32,-24,4,2.20568487862315,0.899411091818271,1.33617985671545
2020-07-23,3,29,50.0166818945518,50,15,12,-14,-4,39,-29,-25,4,2.17608232521099,0.901444202135031,NaN
2020-07-24,1,20.25,93.2859468411591,50,13,8,-21,-11,0,-34,-28,6,2.14829331048607,0.902983928165299,NaN
2020-07-25,0,27.8,38.3439591727617,46,15,18,-20,-14,33,-15,-15,-2,2.12262199081266,0.903112855643312,NaN
2020-07-26,2,27.95,46.2947845235093,57,17,14,-26,-16,10,-15,4,-4,2.09976465366962,0.904842902505453,NaN
2020-07-27,0,29,54.8079564379081,57,15,15,-15,-5,34,-28,-27,3,2.07936528111028,0.905051046599026,NaN
2020-07-28,1,31,53.7072749746636,55,31,16,-13,-4,32,-31,-26,4,2.06124853462138,0.904299540769563,NaN
2020-07-29,2,31,60.1036417535451,68,30,18,-14,-4,20,-31,-26,4,2.04536135439455,0.904505012016889,NaN
2020-07-30,2,32,53.8162106794552,63,27,18,-13,-10,27,-34,-27,4,2.0313733395222,0.906001761101513,NaN
2020-07-31,2,32.9,52.3896984459294,65,32,17,-16,-13,32,-30,-28,4,2.01936736384974,0.906212415593282,NaN
2020-08-01,1,32,59.3528170637945,70,NaN,NaN,-24,-21,23,-22,-19,-1,2.00991198367912,0.907297151637198,NaN
