date,daily_cases,med_temp,med_hum,pm25,pm10,o3,no2,retail,grocery,parks,transit,work,home,infections,rt1,rt2,city_id
2020-03-26,146,3.01666666666667,93.2727555044922,50,14,24,20,-86,-53,-86,-85,-74,39,124.001064073045,0.770121133155326,0.926448586807561,6
2020-03-27,160,8,80.9784187601715,46,36,15,20,-84,-43,-83,-83,-72,39,118.669629233279,0.757566845323411,0.907293500266758,6
2020-03-28,173,10.75,67.9209764416617,61,72,35,19,-88,-54,-85,-84,-67,28,113.151545031567,0.745811119150893,0.898179963958133,6
2020-03-29,157,12,63.4988955933037,72,67,35,25,-96,-95,-89,-90,-65,24,107.553949965009,0.73570666289401,0.89119711558582,6
2020-03-30,129,8.85,78.9861369177146,63,42,27,25,-82,-44,-77,-81,-70,34,101.947280684531,0.72629698108325,0.887355683834191,6
2020-03-31,68,5.91666666666667,57.4252579068534,55,10,30,26,-92,-44,-77,-80,-71,36,96.3856853773952,0.718370489552562,0.88578099889612,6
2020-04-01,144,4.5,54.5959863919392,34,14,32,27,-92,-42,-76,-80,-70,36,90.9153486600252,0.712159714089744,0.889764029221573,6
2020-04-02,141,7.25,52.0857269652961,50,19,36,33,-91,-42,-76,-80,-71,37,85.5754795548461,0.70812216610024,0.892520605078958,6
2020-04-03,114,9,56.6740910232713,59,20,38,33,-87,-38,-78,-81,-70,38,80.4080725076809,0.704517599990988,0.905775728551005,6
2020-04-04,90,9,58.6709031048361,61,21,40,31,-91,-51,-85,-83,-65,28,75.4554515761828,0.701122385898472,0.91864672576208,6
2020-04-05,92,10.75,52.4160265055651,63,20,38,21,-97,-95,-88,-90,-65,24,70.7411824423225,0.697751149445258,0.921169020185556,6
2020-04-06,96,12.25,50.8092755501819,57,27,42,27,-85,-38,-73,-79,-67,33,66.2651402043457,0.694071160736884,0.923852238847786,6
2020-04-07,39,15.4333333333333,43.2351756986267,72,27,41,31,-84,-40,-74,-79,-67,35,62.0187325543094,0.691814095120808,0.919353310443401,6
2020-04-08,102,15.1666666666667,32.5378009955709,70,19,41,32,-83,-37,-75,-79,-67,34,57.9931359608353,0.689951523842408,0.913881087935758,6
2020-04-09,98,12.4666666666667,39.9355567887809,55,17,43,36,-83,-34,-75,-79,-67,35,54.1882281148012,0.687878920445994,0.903415708635634,6
2020-04-10,98,15.75,41.1364221731458,50,18,50,31,-83,-29,-77,-79,-68,37,50.6050607390738,0.686186622619417,0.897426622721584,6
2020-04-11,121,16.25,40.669487243104,55,19,54,27,-89,-47,-83,-81,-64,27,47.2359123615789,0.683073912927389,0.890180776076688,6
2020-04-12,122,19,24.1917365060168,59,9,43,9,-97,-96,-88,-91,-67,24,44.0701204282478,0.680482082266036,0.883905812408114,6
2020-04-13,95,17.5,35.8885895675655,34,13,46,15,-97,-96,-85,-92,-92,44,41.0919482625036,0.678235569145722,0.873031725373141,6
2020-04-14,28,14.1,57.5868401603223,53,17,43,15,-82,-38,-74,-78,-65,33,38.2888099845086,0.678565015264491,0.870799207561411,6
2020-04-15,60,9.5,59.8539615899754,50,16,33,25,-82,-36,-73,-77,-63,33,35.6557815536318,0.676956016601853,0.861329191499061,6
2020-04-16,110,12.25,60.9791302131514,38,14,38,27,-80,-37,-73,-77,-63,33,33.1951699892438,0.674881032697766,0.856909264664585,6
2020-04-17,129,15.5,51.4023792568793,42,18,42,30,-81,-34,-75,-79,-63,35,30.8995002537461,0.673210726309993,0.861901965161898,6
2020-04-18,60,17.25,61.4983245547398,53,17,43,24,-86,-46,-82,-81,-60,27,28.7511210972917,0.670698206597493,0.870000265873731,6
2020-04-19,61,17.25,69.92822325965,38,20,38,15,-95,-85,-86,-88,-59,23,26.7386613886433,0.668682161097897,0.878684653466028,6
2020-04-20,82,14,93.7569406162309,46,14,20,28,-81,-46,-80,-81,-62,31,24.8532432412672,0.668659617276525,0.886098029844891,6
2020-04-21,43,12,89.849250566707,25,16,19,25,-80,-41,-76,-78,-61,33,23.087691414127,0.668300000082573,0.888214987341679,6
2020-04-22,52,13.5,60.0307148849459,34,21,36,29,-80,-37,-72,-76,-60,32,21.4411055317447,0.667867199307706,0.886397958969756,6
2020-04-23,54,13.5,56.9192116436399,55,25,37,28,-79,-35,-70,-76,-60,32,19.9105581991229,0.669919716720934,0.883688188306884,6
2020-04-24,62,17.1333333333333,46.9102669604459,61,20,47,23,-77,-24,-71,-77,-61,33,18.4883356092335,0.670854097553345,0.869610153952989,6
2020-04-25,69,19,39.4419032045337,59,14,39,8,-95,-94,-83,-86,-75,30,17.1709631162032,0.671478107713413,0.853650801549575,6
2020-04-26,54,17.5,51.3109920001036,42,11,43,20,-92,-64,-81,-86,-53,22,15.9532622171729,0.673767166289085,0.82961312491773,6
2020-04-27,35,19.25,55.0120752250617,25,10,NaN,17,-74,-30,-66,-74,-58,28,14.8258810498916,0.676916228924467,0.800935543867485,6
2020-04-28,72,16.775,72.9494362462504,25,8,25,18,-77,-36,-71,-75,-58,31,13.7831986658916,0.679603657537103,0.779230812940111,6
