region,date,import_status,confirm
Brescia,2020-03-11,local,561
Brescia,2020-03-12,local,247
Brescia,2020-03-13,local,186
Brescia,2020-03-14,local,338
Brescia,2020-03-15,local,351
Brescia,2020-03-16,local,445
Brescia,2020-03-17,local,382
Brescia,2020-03-18,local,484
Brescia,2020-03-19,local,463
Brescia,2020-03-20,local,401
Brescia,2020-03-21,local,380
Brescia,2020-03-22,local,289
Brescia,2020-03-23,local,588
Brescia,2020-03-24,local,393
Brescia,2020-03-25,local,299
Brescia,2020-03-26,local,334
Brescia,2020-03-27,local,374
Brescia,2020-03-28,local,373
Brescia,2020-03-29,local,335
Brescia,2020-03-30,local,200
Brescia,2020-03-31,local,154
Brescia,2020-04-01,local,231
Brescia,2020-04-02,local,159
Brescia,2020-04-03,local,257
Brescia,2020-04-04,local,166
Brescia,2020-04-05,local,160
Brescia,2020-04-06,local,137
Brescia,2020-04-07,local,117
Brescia,2020-04-08,local,315
Brescia,2020-04-09,local,213
Brescia,2020-04-10,local,247
Brescia,2020-04-11,local,230
Brescia,2020-04-12,local,269
Brescia,2020-04-13,local,190
Brescia,2020-04-14,local,35
Brescia,2020-04-15,local,94
Brescia,2020-04-16,local,168
Brescia,2020-04-17,local,212
Brescia,2020-04-18,local,191
Brescia,2020-04-19,local,188
Brescia,2020-04-20,local,58
Brescia,2020-04-21,local,74
Brescia,2020-04-22,local,100
Brescia,2020-04-23,local,130
Brescia,2020-04-24,local,167
Brescia,2020-04-25,local,65
Brescia,2020-04-26,local,24
Brescia,2020-04-27,local,35
Brescia,2020-04-28,local,92
Brescia,2020-04-29,local,115
Brescia,2020-04-30,local,55
Brescia,2020-05-01,local,68
Brescia,2020-05-02,local,70
Brescia,2020-05-03,local,29
Brescia,2020-05-04,local,94
Brescia,2020-05-05,local,46
Brescia,2020-05-06,local,99
Brescia,2020-05-07,local,124
Brescia,2020-05-08,local,69
Brescia,2020-05-09,local,46
Brescia,2020-05-10,local,44
Brescia,2020-05-11,local,70
Brescia,2020-05-12,local,128
Brescia,2020-05-13,local,94
Brescia,2020-05-14,local,106
Brescia,2020-05-15,local,60
Brescia,2020-05-16,local,83
Brescia,2020-05-17,local,56
Brescia,2020-05-18,local,11
Brescia,2020-05-19,local,41
Brescia,2020-05-20,local,50
Brescia,2020-05-21,local,77
Brescia,2020-05-22,local,19
Brescia,2020-05-23,local,72
Brescia,2020-05-24,local,59
Brescia,2020-05-25,local,3
Brescia,2020-05-26,local,10
Brescia,2020-05-27,local,33
Brescia,2020-05-28,local,90
Brescia,2020-05-29,local,71
Brescia,2020-05-30,local,41
Brescia,2020-05-31,local,44
Brescia,2020-06-01,local,6
Brescia,2020-06-02,local,36
Brescia,2020-06-03,local,51
Brescia,2020-06-04,local,20
Brescia,2020-06-05,local,89
Brescia,2020-06-06,local,18
Brescia,2020-06-07,local,19
Brescia,2020-06-08,local,63
Brescia,2020-06-09,local,24
Brescia,2020-06-10,local,12
Brescia,2020-06-11,local,81
Brescia,2020-06-12,local,30
Brescia,2020-06-13,local,21
Brescia,2020-06-14,local,32
Brescia,2020-06-15,local,56
Brescia,2020-06-16,local,11
Brescia,2020-06-17,local,16
Brescia,2020-06-18,local,41
Brescia,2020-06-19,local,21
Brescia,2020-06-20,local,27
Brescia,2020-06-21,local,37
Brescia,2020-06-22,local,20
Brescia,2020-06-23,local,6
Brescia,2020-06-24,local,14
Brescia,2020-06-25,local,24
Brescia,2020-06-26,local,27
Brescia,2020-06-27,local,14
Brescia,2020-06-28,local,27
Brescia,2020-06-29,local,9
Brescia,2020-06-30,local,6
Brescia,2020-07-01,local,18
Brescia,2020-07-02,local,9
Brescia,2020-07-03,local,15
Brescia,2020-07-04,local,13
Brescia,2020-07-05,local,6
Brescia,2020-07-06,local,10
Brescia,2020-07-07,local,17
Brescia,2020-07-08,local,9
Brescia,2020-07-09,local,14
Brescia,2020-07-10,local,17
Brescia,2020-07-11,local,16
Brescia,2020-07-12,local,6
Brescia,2020-07-13,local,13
Brescia,2020-07-14,local,7
Brescia,2020-07-15,local,8
Brescia,2020-07-16,local,5
Brescia,2020-07-17,local,13
Brescia,2020-07-18,local,9
Brescia,2020-07-19,local,6
Brescia,2020-07-20,local,5
Brescia,2020-07-21,local,7
Brescia,2020-07-22,local,10
Brescia,2020-07-23,local,6
Brescia,2020-07-24,local,7
Brescia,2020-07-25,local,16
Brescia,2020-07-26,local,9
Brescia,2020-07-27,local,2
Brescia,2020-07-28,local,3
Brescia,2020-07-29,local,12
Brescia,2020-07-30,local,17
Brescia,2020-07-31,local,6
Brescia,2020-08-01,local,11
Pavia,2020-02-24,local,0
Pavia,2020-02-25,local,27
Pavia,2020-02-26,local,0
Pavia,2020-02-27,local,9
Pavia,2020-02-28,local,13
Pavia,2020-02-29,local,6
Pavia,2020-03-01,local,23
Pavia,2020-03-02,local,5
Pavia,2020-03-03,local,39
Pavia,2020-03-04,local,4
Pavia,2020-03-05,local,25
Pavia,2020-03-06,local,29
Pavia,2020-03-07,local,41
Pavia,2020-03-08,local,22
Pavia,2020-03-09,local,53
Pavia,2020-03-10,local,28
Pavia,2020-03-11,local,79
Pavia,2020-03-12,local,65
Pavia,2020-03-13,local,14
Pavia,2020-03-14,local,140
Pavia,2020-03-15,local,100
Pavia,2020-03-16,local,79
Pavia,2020-03-17,local,83
Pavia,2020-03-18,local,94
Pavia,2020-03-19,local,33
Pavia,2020-03-20,local,94
Pavia,2020-03-21,local,89
Pavia,2020-03-22,local,112
Pavia,2020-03-23,local,138
Pavia,2020-03-24,local,55
Pavia,2020-03-25,local,79
Pavia,2020-03-26,local,107
Pavia,2020-03-27,local,27
Pavia,2020-03-28,local,165
Pavia,2020-03-29,local,97
Pavia,2020-03-30,local,62
Pavia,2020-03-31,local,97
Pavia,2020-04-01,local,47
Pavia,2020-04-02,local,105
Pavia,2020-04-03,local,46
Pavia,2020-04-04,local,168
Pavia,2020-04-05,local,120
Pavia,2020-04-06,local,81
Pavia,2020-04-07,local,35
Pavia,2020-04-08,local,88
Pavia,2020-04-09,local,66
Pavia,2020-04-10,local,74
Pavia,2020-04-11,local,86
Pavia,2020-04-12,local,84
Pavia,2020-04-13,local,60
Pavia,2020-04-14,local,53
Pavia,2020-04-15,local,70
Pavia,2020-04-16,local,74
Pavia,2020-04-17,local,58
Pavia,2020-04-18,local,88
Pavia,2020-04-19,local,46
Pavia,2020-04-20,local,59
Pavia,2020-04-21,local,64
Pavia,2020-04-22,local,93
Pavia,2020-04-23,local,76
Pavia,2020-04-24,local,117
Pavia,2020-04-25,local,45
Pavia,2020-04-26,local,8
Pavia,2020-04-27,local,85
Pavia,2020-04-28,local,99
Pavia,2020-04-29,local,52
Pavia,2020-04-30,local,69
Pavia,2020-05-01,local,67
Pavia,2020-05-02,local,40
Pavia,2020-05-03,local,34
Pavia,2020-05-04,local,32
Pavia,2020-05-05,local,29
Pavia,2020-05-06,local,70
Pavia,2020-05-07,local,31
Pavia,2020-05-08,local,52
Pavia,2020-05-09,local,38
Pavia,2020-05-10,local,35
Pavia,2020-05-11,local,24
Pavia,2020-05-12,local,19
Pavia,2020-05-13,local,29
Pavia,2020-05-14,local,47
Pavia,2020-05-15,local,23
Pavia,2020-05-16,local,25
Pavia,2020-05-17,local,35
Pavia,2020-05-18,local,43
Pavia,2020-05-19,local,25
Pavia,2020-05-20,local,35
Pavia,2020-05-21,local,23
Pavia,2020-05-22,local,46
Pavia,2020-05-23,local,33
Pavia,2020-05-24,local,18
Pavia,2020-05-25,local,4
Pavia,2020-05-26,local,23
Pavia,2020-05-27,local,23
Pavia,2020-05-28,local,9
Pavia,2020-05-29,local,32
Pavia,2020-05-30,local,35
Pavia,2020-05-31,local,10
Pavia,2020-06-01,local,1
Pavia,2020-06-02,local,23
Pavia,2020-06-03,local,3
Pavia,2020-06-04,local,6
Pavia,2020-06-05,local,22
Pavia,2020-06-06,local,11
Pavia,2020-06-07,local,12
Pavia,2020-06-08,local,2
Pavia,2020-06-09,local,5
Pavia,2020-06-10,local,6
Pavia,2020-06-11,local,4
Pavia,2020-06-12,local,23
Pavia,2020-06-13,local,16
Pavia,2020-06-14,local,13
Pavia,2020-06-15,local,3
Pavia,2020-06-16,local,6
Pavia,2020-06-17,local,20
Pavia,2020-06-18,local,12
Pavia,2020-06-19,local,7
Pavia,2020-06-20,local,0
Pavia,2020-06-21,local,9
Pavia,2020-06-22,local,0
Pavia,2020-06-23,local,4
Pavia,2020-06-24,local,3
Pavia,2020-06-25,local,5
Pavia,2020-06-26,local,3
Pavia,2020-06-27,local,4
Pavia,2020-06-28,local,6
Pavia,2020-06-29,local,0
Pavia,2020-06-30,local,1
Pavia,2020-07-01,local,1
Pavia,2020-07-02,local,3
Pavia,2020-07-03,local,11
Pavia,2020-07-04,local,0
Pavia,2020-07-05,local,3
Pavia,2020-07-06,local,0
Pavia,2020-07-07,local,0
Pavia,2020-07-08,local,1
Pavia,2020-07-09,local,4
Pavia,2020-07-10,local,0
Pavia,2020-07-11,local,3
Pavia,2020-07-12,local,0
Pavia,2020-07-13,local,2
Pavia,2020-07-14,local,1
Pavia,2020-07-15,local,1
Pavia,2020-07-16,local,0
Pavia,2020-07-17,local,2
Pavia,2020-07-18,local,1
Pavia,2020-07-19,local,1
Pavia,2020-07-20,local,0
Pavia,2020-07-21,local,2
Pavia,2020-07-22,local,0
Pavia,2020-07-23,local,3
Pavia,2020-07-24,local,2
Pavia,2020-07-25,local,0
Pavia,2020-07-26,local,1
Pavia,2020-07-27,local,0
Pavia,2020-07-28,local,3
Pavia,2020-07-29,local,0
Pavia,2020-07-30,local,3
Pavia,2020-07-31,local,3
Pavia,2020-08-01,local,2
Cremona,2020-02-24,local,0
Cremona,2020-02-25,local,53
Cremona,2020-02-26,local,4
Cremona,2020-02-27,local,34
Cremona,2020-02-28,local,32
Cremona,2020-02-29,local,13
Cremona,2020-03-01,local,78
Cremona,2020-03-02,local,9
Cremona,2020-03-03,local,64
Cremona,2020-03-04,local,46
Cremona,2020-03-05,local,73
Cremona,2020-03-06,local,46
Cremona,2020-03-07,local,110
Cremona,2020-03-08,local,103
Cremona,2020-03-09,local,251
Cremona,2020-03-10,local,41
Cremona,2020-03-11,local,104
Cremona,2020-03-12,local,241
Cremona,2020-03-13,local,42
Cremona,2020-03-14,local,221
Cremona,2020-03-15,local,227
Cremona,2020-03-16,local,89
Cremona,2020-03-17,local,192
Cremona,2020-03-18,local,94
Cremona,2020-03-19,local,119
Cremona,2020-03-20,local,106
Cremona,2020-03-21,local,341
Cremona,2020-03-22,local,162
Cremona,2020-03-23,local,30
Cremona,2020-03-24,local,136
Cremona,2020-03-25,local,95
Cremona,2020-03-26,local,214
Cremona,2020-03-27,local,126
Cremona,2020-03-28,local,109
Cremona,2020-03-29,local,157
Cremona,2020-03-30,local,26
Cremona,2020-03-31,local,81
Cremona,2020-04-01,local,72
Cremona,2020-04-02,local,33
Cremona,2020-04-03,local,123
Cremona,2020-04-04,local,57
Cremona,2020-04-05,local,79
Cremona,2020-04-06,local,27
Cremona,2020-04-07,local,63
Cremona,2020-04-08,local,99
Cremona,2020-04-09,local,67
Cremona,2020-04-10,local,73
Cremona,2020-04-11,local,96
Cremona,2020-04-12,local,63
Cremona,2020-04-13,local,224
Cremona,2020-04-14,local,227
Cremona,2020-04-15,local,30
Cremona,2020-04-16,local,71
Cremona,2020-04-17,local,40
Cremona,2020-04-18,local,94
Cremona,2020-04-19,local,10
Cremona,2020-04-20,local,74
Cremona,2020-04-21,local,150
Cremona,2020-04-22,local,65
Cremona,2020-04-23,local,101
Cremona,2020-04-24,local,60
Cremona,2020-04-25,local,39
Cremona,2020-04-26,local,60
Cremona,2020-04-27,local,5
Cremona,2020-04-28,local,22
Cremona,2020-04-29,local,30
Cremona,2020-04-30,local,14
Cremona,2020-05-01,local,31
Cremona,2020-05-02,local,20
Cremona,2020-05-03,local,18
Cremona,2020-05-04,local,3
Cremona,2020-05-05,local,21
Cremona,2020-05-06,local,21
Cremona,2020-05-07,local,27
Cremona,2020-05-08,local,41
Cremona,2020-05-09,local,23
Cremona,2020-05-10,local,6
Cremona,2020-05-11,local,2
Cremona,2020-05-12,local,5
Cremona,2020-05-13,local,18
Cremona,2020-05-14,local,12
Cremona,2020-05-15,local,18
Cremona,2020-05-16,local,10
Cremona,2020-05-17,local,10
Cremona,2020-05-18,local,0
Cremona,2020-05-19,local,12
Cremona,2020-05-20,local,15
Cremona,2020-05-21,local,15
Cremona,2020-05-22,local,9
Cremona,2020-05-23,local,9
Cremona,2020-05-24,local,8
Cremona,2020-05-25,local,5
Cremona,2020-05-26,local,4
Cremona,2020-05-27,local,16
Cremona,2020-05-28,local,13
Cremona,2020-05-29,local,13
Cremona,2020-05-30,local,6
Cremona,2020-05-31,local,11
Cremona,2020-06-01,local,2
Cremona,2020-06-02,local,3
Cremona,2020-06-03,local,6
Cremona,2020-06-04,local,1
Cremona,2020-06-05,local,11
Cremona,2020-06-06,local,7
Cremona,2020-06-07,local,6
Cremona,2020-06-08,local,7
Cremona,2020-06-09,local,3
Cremona,2020-06-10,local,15
Cremona,2020-06-11,local,7
Cremona,2020-06-12,local,4
Cremona,2020-06-13,local,15
Cremona,2020-06-14,local,8
Cremona,2020-06-15,local,2
Cremona,2020-06-16,local,3
Cremona,2020-06-17,local,6
Cremona,2020-06-18,local,3
Cremona,2020-06-19,local,6
Cremona,2020-06-20,local,2
Cremona,2020-06-21,local,1
Cremona,2020-06-22,local,8
Cremona,2020-06-23,local,2
Cremona,2020-06-24,local,3
Cremona,2020-06-25,local,6
Cremona,2020-06-26,local,1
Cremona,2020-06-27,local,5
Cremona,2020-06-28,local,6
Cremona,2020-06-29,local,2
Cremona,2020-06-30,local,2
Cremona,2020-07-01,local,4
Cremona,2020-07-02,local,5
Cremona,2020-07-03,local,10
Cremona,2020-07-04,local,2
Cremona,2020-07-05,local,5
Cremona,2020-07-06,local,23
Cremona,2020-07-07,local,1
Cremona,2020-07-08,local,3
Cremona,2020-07-09,local,5
Cremona,2020-07-10,local,7
Cremona,2020-07-11,local,2
Cremona,2020-07-12,local,6
Cremona,2020-07-13,local,4
Cremona,2020-07-14,local,1
Cremona,2020-07-15,local,1
Cremona,2020-07-16,local,11
Cremona,2020-07-17,local,4
Cremona,2020-07-18,local,1
Cremona,2020-07-19,local,3
Cremona,2020-07-20,local,2
Cremona,2020-07-21,local,2
Cremona,2020-07-22,local,0
Cremona,2020-07-23,local,3
Cremona,2020-07-24,local,1
Cremona,2020-07-25,local,0
Cremona,2020-07-26,local,2
Cremona,2020-07-27,local,0
Cremona,2020-07-28,local,1
Cremona,2020-07-29,local,2
Cremona,2020-07-30,local,2
Cremona,2020-07-31,local,2
Cremona,2020-08-01,local,1
Mantova,2020-02-24,local,2
Mantova,2020-02-25,local,7
Mantova,2020-02-26,local,4
Mantova,2020-02-27,local,7
Mantova,2020-02-28,local,0
Mantova,2020-02-29,local,0
Mantova,2020-03-01,local,1
Mantova,2020-03-02,local,7
Mantova,2020-03-03,local,3
Mantova,2020-03-04,local,1
Mantova,2020-03-05,local,0
Mantova,2020-03-06,local,1
Mantova,2020-03-07,local,0
Mantova,2020-03-08,local,0
Mantova,2020-03-09,local,3
Mantova,2020-03-10,local,1
Mantova,2020-03-11,local,4
Mantova,2020-03-12,local,8
Mantova,2020-03-13,local,2
Mantova,2020-03-14,local,3
Mantova,2020-03-15,local,27
Mantova,2020-03-16,local,3
Mantova,2020-03-17,local,12
Mantova,2020-03-18,local,15
Mantova,2020-03-19,local,4
Mantova,2020-03-20,local,0
Mantova,2020-03-21,local,22
Mantova,2020-03-22,local,17
Mantova,2020-03-23,local,13
Mantova,2020-03-24,local,3
Mantova,2020-03-25,local,5
Mantova,2020-03-26,local,22
Mantova,2020-03-27,local,15
Mantova,2020-03-28,local,3
Mantova,2020-03-29,local,4
Mantova,2020-03-30,local,6
Mantova,2020-03-31,local,5
Mantova,2020-04-01,local,6
Mantova,2020-04-02,local,10
Mantova,2020-04-03,local,2
Mantova,2020-04-04,local,1
Mantova,2020-04-05,local,4
Mantova,2020-04-06,local,3
Mantova,2020-04-07,local,12
Mantova,2020-04-08,local,1
Mantova,2020-04-09,local,5
Mantova,2020-04-10,local,12
Mantova,2020-04-11,local,1
Mantova,2020-04-12,local,4
Mantova,2020-04-13,local,3
Mantova,2020-04-14,local,1
Mantova,2020-04-15,local,2
Mantova,2020-04-16,local,2
Mantova,2020-04-17,local,4
Mantova,2020-04-18,local,2
Mantova,2020-04-19,local,0
Mantova,2020-04-20,local,6
Mantova,2020-04-21,local,13
Mantova,2020-04-22,local,2
Mantova,2020-04-23,local,2
Mantova,2020-04-24,local,8
Mantova,2020-04-25,local,0
Mantova,2020-04-26,local,12
Mantova,2020-04-27,local,6
Mantova,2020-04-28,local,9
Mantova,2020-04-29,local,2
Mantova,2020-04-30,local,1
Mantova,2020-05-01,local,7
Mantova,2020-05-02,local,0
Mantova,2020-05-03,local,6
Mantova,2020-05-04,local,4
Mantova,2020-05-05,local,2
Mantova,2020-05-06,local,8
Mantova,2020-05-07,local,6
Mantova,2020-05-08,local,3
Mantova,2020-05-09,local,0
Mantova,2020-05-10,local,9
Mantova,2020-05-11,local,1
Mantova,2020-05-12,local,6
Mantova,2020-05-13,local,9
Mantova,2020-05-14,local,11
Mantova,2020-05-15,local,4
Mantova,2020-05-16,local,0
Mantova,2020-05-17,local,1
Mantova,2020-05-18,local,13
Mantova,2020-05-19,local,16
Mantova,2020-05-20,local,4
Mantova,2020-05-21,local,2
Mantova,2020-05-22,local,14
Mantova,2020-05-23,local,2
Mantova,2020-05-24,local,5
Mantova,2020-05-25,local,9
Mantova,2020-05-26,local,10
Mantova,2020-05-27,local,19
Mantova,2020-05-28,local,25
Mantova,2020-05-29,local,8
Mantova,2020-05-30,local,18
Mantova,2020-05-31,local,23
Mantova,2020-06-01,local,25
Mantova,2020-06-02,local,35
Mantova,2020-06-03,local,45
Mantova,2020-06-04,local,44
Mantova,2020-06-05,local,20
Mantova,2020-06-06,local,8
Mantova,2020-06-07,local,42
Mantova,2020-06-08,local,115
Mantova,2020-06-09,local,57
Mantova,2020-06-10,local,36
Mantova,2020-06-11,local,24
Mantova,2020-06-12,local,60
Mantova,2020-06-13,local,85
Mantova,2020-06-14,local,75
Mantova,2020-06-15,local,56
Mantova,2020-06-16,local,78
Mantova,2020-06-17,local,61
Mantova,2020-06-18,local,74
Mantova,2020-06-19,local,58
Mantova,2020-06-20,local,40
Mantova,2020-06-21,local,63
Mantova,2020-06-22,local,97
Mantova,2020-06-23,local,102
Mantova,2020-06-24,local,46
Mantova,2020-06-25,local,48
Mantova,2020-06-26,local,71
Mantova,2020-06-27,local,67
Mantova,2020-06-28,local,66
Mantova,2020-06-29,local,86
Mantova,2020-06-30,local,148
Mantova,2020-07-01,local,74
Mantova,2020-07-02,local,83
Mantova,2020-07-03,local,108
Mantova,2020-07-04,local,80
Mantova,2020-07-05,local,63
Mantova,2020-07-06,local,119
Mantova,2020-07-07,local,87
Mantova,2020-07-08,local,122
Mantova,2020-07-09,local,49
Mantova,2020-07-10,local,83
Mantova,2020-07-11,local,43
Mantova,2020-07-12,local,78
Mantova,2020-07-13,local,74
Mantova,2020-07-14,local,18
Mantova,2020-07-15,local,32
Mantova,2020-07-16,local,18
Mantova,2020-07-17,local,17
Mantova,2020-07-18,local,46
Mantova,2020-07-19,local,10
Mantova,2020-07-20,local,14
Mantova,2020-07-21,local,6
Mantova,2020-07-22,local,4
Mantova,2020-07-23,local,7
Mantova,2020-07-24,local,10
Mantova,2020-07-25,local,1
Mantova,2020-07-26,local,3
Mantova,2020-07-27,local,1
Mantova,2020-07-28,local,0
Mantova,2020-07-29,local,0
Mantova,2020-07-30,local,0
Mantova,2020-07-31,local,0
Mantova,2020-08-01,local,0
Lecco,2020-02-24,local,0
Lecco,2020-02-25,local,0
Lecco,2020-02-26,local,0
Lecco,2020-02-27,local,0
Lecco,2020-02-28,local,0
Lecco,2020-02-29,local,0
Lecco,2020-03-01,local,2
Lecco,2020-03-02,local,1
Lecco,2020-03-03,local,1
Lecco,2020-03-04,local,1
Lecco,2020-03-05,local,3
Lecco,2020-03-06,local,3
Lecco,2020-03-07,local,24
Lecco,2020-03-08,local,18
Lecco,2020-03-09,local,13
Lecco,2020-03-10,local,23
Lecco,2020-03-11,local,24
Lecco,2020-03-12,local,86
Lecco,2020-03-13,local,38
Lecco,2020-03-14,local,50
Lecco,2020-03-15,local,57
Lecco,2020-03-16,local,42
Lecco,2020-03-17,local,54
Lecco,2020-03-18,local,26
Lecco,2020-03-19,local,64
Lecco,2020-03-20,local,146
Lecco,2020-03-21,local,142
Lecco,2020-03-22,local,54
Lecco,2020-03-23,local,62
Lecco,2020-03-24,local,81
Lecco,2020-03-25,local,61
Lecco,2020-03-26,local,83
Lecco,2020-03-27,local,51
Lecco,2020-03-28,local,106
Lecco,2020-03-29,local,65
Lecco,2020-03-30,local,56
Lecco,2020-03-31,local,33
Lecco,2020-04-01,local,46
Lecco,2020-04-02,local,36
Lecco,2020-04-03,local,42
Lecco,2020-04-04,local,34
Lecco,2020-04-05,local,50
Lecco,2020-04-06,local,34
Lecco,2020-04-07,local,19
Lecco,2020-04-08,local,24
Lecco,2020-04-09,local,50
Lecco,2020-04-10,local,33
Lecco,2020-04-11,local,22
Lecco,2020-04-12,local,21
Lecco,2020-04-13,local,30
Lecco,2020-04-14,local,59
Lecco,2020-04-15,local,12
Lecco,2020-04-16,local,4
Lecco,2020-04-17,local,19
Lecco,2020-04-18,local,25
Lecco,2020-04-19,local,42
Lecco,2020-04-20,local,8
Lecco,2020-04-21,local,13
Lecco,2020-04-22,local,16
Lecco,2020-04-23,local,23
Lecco,2020-04-24,local,17
Lecco,2020-04-25,local,8
Lecco,2020-04-26,local,20
Lecco,2020-04-27,local,53
Lecco,2020-04-28,local,18
Lecco,2020-04-29,local,17
Lecco,2020-04-30,local,9
Lecco,2020-05-01,local,3
Lecco,2020-05-02,local,13
Lecco,2020-05-03,local,54
Lecco,2020-05-04,local,16
Lecco,2020-05-05,local,11
Lecco,2020-05-06,local,10
Lecco,2020-05-07,local,38
Lecco,2020-05-08,local,29
Lecco,2020-05-09,local,34
Lecco,2020-05-10,local,4
Lecco,2020-05-11,local,50
Lecco,2020-05-12,local,25
Lecco,2020-05-13,local,22
Lecco,2020-05-14,local,16
Lecco,2020-05-15,local,17
Lecco,2020-05-16,local,18
Lecco,2020-05-17,local,11
Lecco,2020-05-18,local,3
Lecco,2020-05-19,local,39
Lecco,2020-05-20,local,4
Lecco,2020-05-21,local,9
Lecco,2020-05-22,local,6
Lecco,2020-05-23,local,11
Lecco,2020-05-24,local,3
Lecco,2020-05-25,local,4
Lecco,2020-05-26,local,0
Lecco,2020-05-27,local,0
Lecco,2020-05-28,local,5
Lecco,2020-05-29,local,1
Lecco,2020-05-30,local,6
Lecco,2020-05-31,local,7
Lecco,2020-06-01,local,2
Lecco,2020-06-02,local,6
Lecco,2020-06-03,local,5
Lecco,2020-06-04,local,5
Lecco,2020-06-05,local,4
Lecco,2020-06-06,local,1
Lecco,2020-06-07,local,0
Lecco,2020-06-08,local,2
Lecco,2020-06-09,local,2
Lecco,2020-06-10,local,1
Lecco,2020-06-11,local,3
Lecco,2020-06-12,local,4
Lecco,2020-06-13,local,4
Lecco,2020-06-14,local,12
Lecco,2020-06-15,local,7
Lecco,2020-06-16,local,0
Lecco,2020-06-17,local,3
Lecco,2020-06-18,local,4
Lecco,2020-06-19,local,3
Lecco,2020-06-20,local,4
Lecco,2020-06-21,local,2
Lecco,2020-06-22,local,0
Lecco,2020-06-23,local,1
Lecco,2020-06-24,local,2
Lecco,2020-06-25,local,1
Lecco,2020-06-26,local,3
Lecco,2020-06-27,local,1
Lecco,2020-06-28,local,3
Lecco,2020-06-29,local,2
Lecco,2020-06-30,local,1
Lecco,2020-07-01,local,4
Lecco,2020-07-02,local,2
Lecco,2020-07-03,local,4
Lecco,2020-07-04,local,1
Lecco,2020-07-05,local,1
Lecco,2020-07-06,local,5
Lecco,2020-07-07,local,0
Lecco,2020-07-08,local,1
Lecco,2020-07-09,local,1
Lecco,2020-07-10,local,3
Lecco,2020-07-11,local,4
Lecco,2020-07-12,local,1
Lecco,2020-07-13,local,1
Lecco,2020-07-14,local,0
Lecco,2020-07-15,local,3
Lecco,2020-07-16,local,0
Lecco,2020-07-17,local,2
Lecco,2020-07-18,local,3
Lecco,2020-07-19,local,0
Lecco,2020-07-20,local,1
Lecco,2020-07-21,local,0
Lecco,2020-07-22,local,1
Lecco,2020-07-23,local,0
Lecco,2020-07-24,local,1
Lecco,2020-07-25,local,3
Lecco,2020-07-26,local,1
Lecco,2020-07-27,local,2
Lecco,2020-07-28,local,0
Lecco,2020-07-29,local,1
Lecco,2020-07-30,local,1
Lecco,2020-07-31,local,0
Lecco,2020-08-01,local,0
Lodi,2020-02-24,local,0
Lodi,2020-02-25,local,125
Lodi,2020-02-26,local,3
Lodi,2020-02-27,local,31
Lodi,2020-02-28,local,23
Lodi,2020-02-29,local,55
Lodi,2020-03-01,local,107
Lodi,2020-03-02,local,40
Lodi,2020-03-03,local,98
Lodi,2020-03-04,local,77
Lodi,2020-03-05,local,99
Lodi,2020-03-06,local,81
Lodi,2020-03-07,local,72
Lodi,2020-03-08,local,42
Lodi,2020-03-09,local,75
Lodi,2020-03-10,local,35
Lodi,2020-03-11,local,72
Lodi,2020-03-12,local,88
Lodi,2020-03-13,local,10
Lodi,2020-03-14,local,143
Lodi,2020-03-15,local,44
Lodi,2020-03-16,local,42
Lodi,2020-03-17,local,56
Lodi,2020-03-18,local,27
Lodi,2020-03-19,local,83
Lodi,2020-03-20,local,69
Lodi,2020-03-21,local,96
Lodi,2020-03-22,local,79
Lodi,2020-03-23,local,45
Lodi,2020-03-24,local,43
Lodi,2020-03-25,local,24
Lodi,2020-03-26,local,84
Lodi,2020-03-27,local,38
Lodi,2020-03-28,local,23
Lodi,2020-03-29,local,28
Lodi,2020-03-30,local,30
Lodi,2020-03-31,local,29
Lodi,2020-04-01,local,41
Lodi,2020-04-02,local,32
Lodi,2020-04-03,local,25
Lodi,2020-04-04,local,24
Lodi,2020-04-05,local,17
Lodi,2020-04-06,local,23
Lodi,2020-04-07,local,43
Lodi,2020-04-08,local,26
Lodi,2020-04-09,local,29
Lodi,2020-04-10,local,43
Lodi,2020-04-11,local,53
Lodi,2020-04-12,local,71
Lodi,2020-04-13,local,16
Lodi,2020-04-14,local,10
Lodi,2020-04-15,local,18
Lodi,2020-04-16,local,39
Lodi,2020-04-17,local,52
Lodi,2020-04-18,local,36
Lodi,2020-04-19,local,10
Lodi,2020-04-20,local,16
Lodi,2020-04-21,local,11
Lodi,2020-04-22,local,36
Lodi,2020-04-23,local,46
Lodi,2020-04-24,local,3
Lodi,2020-04-25,local,67
Lodi,2020-04-26,local,23
Lodi,2020-04-27,local,10
Lodi,2020-04-28,local,11
Lodi,2020-04-29,local,12
Lodi,2020-04-30,local,7
Lodi,2020-05-01,local,28
Lodi,2020-05-02,local,23
Lodi,2020-05-03,local,30
Lodi,2020-05-04,local,15
Lodi,2020-05-05,local,52
Lodi,2020-05-06,local,41
Lodi,2020-05-07,local,49
Lodi,2020-05-08,local,18
Lodi,2020-05-09,local,42
Lodi,2020-05-10,local,7
Lodi,2020-05-11,local,6
Lodi,2020-05-12,local,16
Lodi,2020-05-13,local,8
Lodi,2020-05-14,local,12
Lodi,2020-05-15,local,12
Lodi,2020-05-16,local,16
Lodi,2020-05-17,local,10
Lodi,2020-05-18,local,2
Lodi,2020-05-19,local,16
Lodi,2020-05-20,local,11
Lodi,2020-05-21,local,7
Lodi,2020-05-22,local,5
Lodi,2020-05-23,local,8
