date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests
2020-02-18,1.639103321798848,1.6275405914990868,1.4001396938317592,1.8576862426863703,49.25654422906484,0.0,0.0,0,0
2020-02-19,1.6323796306376723,1.6225139986113968,1.405616684282807,1.8524406863893368,0.5799203596912528,0.0,0.0,0,0
2020-02-20,1.6268919062904978,1.6235645519760173,1.4165914576738414,1.8272251015663987,8.222881344351576,0.0,0.0,0,0
2020-02-21,1.617381330849139,1.6124513220562515,1.4008416676586979,1.7868452624153044,15.63092310310967,0.0,0.0,0,0
2020-02-22,1.6097302579263524,1.6005424035897926,1.4061960871363886,1.780075925847967,17.07378345412986,0.0,0.0,0,0
2020-02-23,1.5960040437116378,1.5893403437662286,1.434326823976277,1.7979028784963864,17.661339339593354,0.0,0.0,0,0
2020-02-24,1.5792760339133594,1.5693377131139958,1.4021070304169982,1.7453393068392178,19.307978569842067,3.29343624916,0.0,0,0
2020-02-25,1.5667214938360674,1.5650322597109971,1.3887071619130833,1.707477243097923,21.401546379836343,5.124355464577569,0.0,0,0
2020-02-26,1.5551812133138694,1.5498017341262083,1.3715555831706352,1.67635972368974,23.535618899732498,6.308570898379128,0.0,0,0
2020-02-27,1.537083985534771,1.531719292786653,1.4046330568073693,1.6954404042351991,25.766662206379106,7.460681340679652,0.0,0,0
2020-02-28,1.5198447003244482,1.510933039218906,1.3793390542967714,1.6655325347880852,28.182861187745686,8.958360762240217,1.2599564272001724,1,203
2020-02-29,1.4978328135146524,1.49217199655799,1.357058809712037,1.6406077004544932,30.781050395037063,10.235571018860371,11.33960784480155,9,160
2020-03-01,1.4750761475532952,1.4692727119364282,1.3348481795904639,1.6068503897096627,33.53734656536712,11.961725321053997,0.0,0,0
2020-03-02,1.4528094793610764,1.4474034345051847,1.3113351315958757,1.5701474630065209,36.43425581853566,13.184607001852317,0.0,0,0
2020-03-03,1.4269481458510278,1.4254294041597082,1.2845909753428932,1.5369624648178248,39.45609837710175,14.681399758298664,16.37943355360224,13,32
2020-03-04,1.3985082048765165,1.396663230707464,1.261477984663499,1.5050922933902315,42.590449518375515,16.53129584620765,0.0,0,0
2020-03-05,1.3691431413272324,1.3716581589590353,1.245787667197448,1.484469350321749,45.81029031419158,18.14523951411155,0.0,0,0
2020-03-06,1.3392036092089512,1.3379162898504862,1.2259276551595457,1.4456731388170558,49.07346316561852,20.03989030626531,0.0,0,0
2020-03-07,1.3079497291170643,1.3068318552339444,1.182323936414664,1.3949711118014017,52.33887264835123,22.03517220130645,0.0,0,0
2020-03-08,1.2723539174081768,1.2688911102446112,1.1684955299304176,1.3761337879999893,55.56767361468219,24.350749699685675,35.27877996160482,28,258
2020-03-09,1.234087160421872,1.229972252772753,1.1428263637887521,1.329718953756017,58.654671890727485,26.561869390986057,0.0,0,0
