date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests
2020-02-15,1.8860166291188716,1.879857204059453,1.652814431115936,2.1198802632443585,66.19991344066689,0.0,0.0,0,0
2020-02-16,1.8705642613471851,1.85891228869537,1.6277690274523902,2.0630786165006327,0.9034813343757655,0.0,0.0,0,0
2020-02-17,1.8537978355933862,1.850888150691989,1.6176095306127665,2.0264677268066755,12.812380665649203,0.0,0.0,0,0
2020-02-18,1.8400194121975972,1.833801282828074,1.6380982867773017,2.0291571664111236,24.397015542433863,0.0,0.0,0,0
2020-02-19,1.8205363248074227,1.8099705865486337,1.6270900664756236,1.9937415177199718,26.996256724321835,0.0,0.0,0,0
2020-02-20,1.7978177638066135,1.7955718330740262,1.6016774551203006,1.9454926582666259,28.7804804816549,0.0,0.0,0,0
2020-02-21,1.7666155358962208,1.7636953468544334,1.611212045697608,1.9405356121088133,32.53698357773528,4.216053085299542,0.0,0,0
2020-02-22,1.7404632341652266,1.7381029864377693,1.584141262838833,1.9000909101126833,37.09983931032073,6.567784619412438,0.0,0,0
2020-02-23,1.707793552182225,1.705303843001201,1.56054606438305,1.8572008073305175,41.8494118936845,8.200194563820363,0.0,0,0
2020-02-24,1.671091603301425,1.6637412257271151,1.5344927900186058,1.8118113005222978,46.93665361057803,9.953409544624215,0.0,0,0
2020-02-25,1.6309912006905702,1.623163198181376,1.5056700863211359,1.7678386832493092,52.4839371899479,12.266404233159419,14.06639947872928,27,888
2020-02-26,1.5891011444045438,1.5898835535987716,1.470133553848653,1.7174829055896788,58.44255435969782,14.395632504036035,0.0,0,0
2020-02-27,1.5424008160416092,1.539136272158001,1.4152597231293964,1.6562646574253017,64.73765404825909,17.222349213480996,0.0,0,0
2020-02-28,1.4935754419501392,1.4905034076296477,1.3724514000210617,1.5970585569241542,71.30482835032088,19.54678144674431,20.13447353128381,13,154
2020-02-29,1.4472672596933316,1.4383939204243092,1.3280228737226478,1.5541700941750662,78.05055738440069,22.379871007831273,9.292833937515605,6,63
2020-03-01,1.3972962435300225,1.396034561185048,1.2790287800182298,1.4956068548486647,84.85667813438388,25.825666580316685,35.622530093809814,23,72
