date, pm25, pm10, no2
2017-01-05,147,30,32
2017-01-06,87,21,33
2017-01-07,63,51,32
2017-01-08,129,48,33
2017-01-09,114,62,32
2017-01-10,155,61,32
2017-01-11,153,40,26
2017-01-12,89,57,24
2017-01-13,137,51,23
2017-01-14,127,19,27
2017-01-15,59,43,32
2017-01-16,112,35,33
2017-01-17,85,43,34
2017-01-18,93,40,38
2017-01-19,91,44,42
2017-01-20,91,56,54
2017-01-21,122,60,45
2017-01-22,151,56,42
2017-01-23,142,58,38
2017-01-24,142,60,54
2017-01-25,149,54,52
2017-01-26,129,50,29
2017-01-27,119,58,36
2017-01-28,149,63,34
2017-01-29,157,83,42
2017-01-30,175,91,31
2017-01-31,184,114,25
2017-02-01,206,108,27
2017-02-02,198,74,27
2017-02-03,167,57,24
2017-02-04,119,30,22
2017-02-05,80,20,21
2017-02-06,61,21,25
2017-02-07,63,22,34
2017-02-08,70,30,24
2017-02-09,70,34,27
2017-02-10,85,33,23
2017-02-11,87,45,22
2017-02-12,112,62,17
2017-02-13,155,55,13
2017-02-14,147,45,34
2017-02-15,119,51,38
2017-02-16,119,53,48
2017-02-17,132,55,26
2017-02-18,129,71,18
2017-02-19,160,60,22
2017-02-20,129,58,23
2017-02-21,137,53,25
2017-02-22,119,59,24
2017-02-23,147,58,21
2017-02-24,119,78,15
2017-02-25,165,27,31
2017-02-26,82,25,24
2017-02-27,70,39,28
2017-02-28,95,33,20
2017-03-01,85,21,34
2017-03-02,63,30,28
2017-03-03,63,50,25
2017-03-04,95,28,15
2017-03-05,72,6,20
2017-03-06,21,24,24
2017-03-07,61,18,21
2017-03-08,59,18,49
2017-03-09,38,32,42
2017-03-10,65,39,43
2017-03-11,87,15,26
2017-03-12,38,20,21
2017-03-13,50,28,38
2017-03-14,63,48,46
2017-03-15,85,61,33
2017-03-16,149,68,52
2017-03-17,153,65,37
2017-03-18,153,38,27
2017-03-19,82,55,22
2017-03-20,129,63,32
2017-03-21,147,58,17
2017-03-22,139,41,16
2017-03-23,93,45,33
2017-03-24,102,32,23
2017-03-25,76,34,13
2017-03-26,78,10,16
2017-03-27,38,15,27
2017-03-28,49,26,29
2017-03-29,62,29,46
2017-03-30,63,35,49
2017-03-31,69,44,53
2017-04-01,84,31,26
2016-10-02,61,28,31
2016-10-03,74,29,22
2016-10-04,70,23,28
2016-10-05,55,26,24
2016-10-06,50,9,22
2016-10-07,30,23,32
2016-10-08,68,26,20
2016-10-09,68,13,10
2016-10-10,34,10,16
2016-10-11,34,21,25
2016-10-12,46,22,33
2016-10-13,63,34,27
2016-10-14,78,13,23
2016-10-15,46,23,21
2016-10-16,68,26,34
2016-10-17,70,46,22
2016-10-18,104,52,37
2016-10-19,137,57,27
2016-10-20,151,17,17
2016-10-21,53,21,28
2016-10-22,57,32,27
2016-10-23,80,37,17
2016-10-24,95,36,17
2016-10-25,89,39,17
2016-10-26,87,38,22
2016-10-27,91,21,32
2016-10-28,63,30,31
2016-10-29,70,49,29
2016-10-30,112,57,16
2016-10-31,132,56,22
2016-11-01,107,59,19
2016-11-02,139,58,28
2016-11-03,151,57,25
2016-11-04,142,20,25
2016-11-05,53,21,18
2016-11-06,80,23,15
2016-11-07,65,23,33
2016-11-08,59,33,28
2016-11-09,74,35,23
2016-11-10,93,40,28
2016-11-11,107,56,24
2016-11-12,149,44,43
2016-11-13,107,32,21
2016-11-14,87,19,22
2016-11-15,61,29,33
2016-11-16,82,52,34
2016-11-17,132,68,24
2016-11-18,163,81,22
2016-11-19,174,80,18
2016-11-20,171,40,18
2016-11-21,89,30,17
2016-11-22,74,26,17
2016-11-23,59,50,21
2016-11-24,82,34,16
2016-11-25,74,23,26
2016-11-26,61,24,22
2016-11-27,72,29,19
2016-11-28,70,15,16
2016-11-29,53,15,32
2016-11-30,42,27,33
2016-12-01,70,40,40
2016-12-02,93,53,29
2016-12-03,134,52,22
2016-12-04,137,54,21
2016-12-05,124,62,23
2016-12-06,154,71,26
2016-12-07,165,55,23
2016-12-08,129,64,34
2016-12-09,149,58,24
2016-12-10,132,62,27
2016-12-11,139,64,33
2016-12-12,144,51,25
2016-12-13,122,44,26
2016-12-14,95,50,33
2016-12-15,112,41,28
2016-12-16,102,48,27
2016-12-17,117,38,27
2016-12-18,85,47,28
2016-12-19,95,50,20
2016-12-20,127,46,27
2016-12-21,122,37,32
2016-12-22,95,38,28
2016-12-23,97,47,33
2016-12-24,112,43,43
2016-12-25,114,48,29
2016-12-26,139,57,34
2016-12-27,154,49,34
2016-12-28,117,51,39
2016-12-29,114,38,33
2016-12-30,89,56,28
2016-12-31,151,58,37
2017-01-01,153,69,40
2017-01-02,162,69,35
2016-07-02,53,39,28
2016-07-03,83,25,30
2016-07-04,58,18,19
2016-07-05,42,32,28
2016-07-06,54,24,42
2016-07-07,56,36,30
2016-07-08,69,25,31
2016-07-09,57,28,43
2016-07-10,62,34,53
2016-07-11,75,34,30
2016-07-12,74,21,27
2016-07-13,57,31,24
2016-07-14,69,11,14
2016-07-15,31,11,19
2016-07-16,33,14,26
2016-07-17,37,13,22
2016-07-18,34,29,19
2016-07-19,63,36,22
2016-07-20,71,35,15
2016-07-21,63,31,16
2016-07-22,57,37,14
2016-07-23,67,35,14
2016-07-24,63,24,11
2016-07-25,53,30,11
2016-07-26,56,19,15
2016-07-27,46,28,15
2016-07-28,49,16,16
2016-07-29,46,29,21
2016-07-30,60,34,18
2016-07-31,67,26,13
2016-08-01,50,17,8
2016-08-02,42,13,13
2016-08-03,34,25,13
2016-08-04,54,27,15
2016-08-05,55,16,11
2016-08-06,56,10,9
2016-08-07,93,10,9
2016-08-08,95,20,10
2016-08-09,21,35,19
2016-08-10,61,11,7
2016-08-11,18,6,8
2016-08-12,13,13,9
2016-08-13,13,20,15
2016-08-14,40,30,24
2016-08-15,61,22,12
2016-08-16,46,21,11
2016-08-17,46,21,8
2016-08-18,46,18,7
2016-08-19,42,20,11
2016-08-20,53,35,8
2016-08-21,74,30,8
2016-08-22,72,12,11
2016-08-23,21,14,11
2016-08-24,30,22,12
2016-08-25,42,24,11
2016-08-26,46,28,13
2016-08-27,57,30,12
2016-08-28,59,40,17
2016-08-29,74,36,13
2016-08-30,63,24,9
2016-08-31,50,28,23
2016-09-01,57,37,17
2016-09-02,70,45,21
2016-09-03,78,36,20
2016-09-04,70,40,13
2016-09-05,70,35,12
2016-09-06,63,26,11
2016-09-07,46,22,11
2016-09-08,38,35,19
2016-09-09,70,45,23
2016-09-10,80,49,22
2016-09-11,85,41,11
2016-09-12,76,39,29
2016-09-13,70,55,22
2016-09-14,91,47,15
2016-09-15,72,52,12
2016-09-16,99,35,14
2016-09-17,78,21,11
2016-09-18,61,17,11
2016-09-19,50,15,24
2016-09-20,38,20,16
2016-09-21,46,18,14
2016-09-22,53,26,18
2016-09-23,55,29,15
2016-09-24,65,25,17
2016-09-25,63,30,25
2016-09-26,72,38,21
2016-09-27,82,40,20
2016-09-28,82,52,32
2016-09-29,107,62,26
2016-09-30,152,38,21
2016-10-01,82,25,33
2016-04-02,74,47,23
2016-04-03,77,34,14
2016-04-04,72,38,11
2016-04-05,72,39,13
2016-04-06,84,57,16
2016-04-07,117,56,10
2016-04-08,112,42,18
2016-04-09,81,23,12
2016-04-10,54,21,10
2016-04-11,50,18,15
2016-04-12,38,19,21
2016-04-13,34,22,14
2016-04-14,45,11,23
2016-04-15,25,16,21
2016-04-16,33,14,12
2016-04-17,34,19,5
2016-04-18,37,10,13
2016-04-19,30,10,15
2016-04-20,25,21,13
2016-04-21,48,22,24
2016-04-22,54,28,21
2016-04-23,60,25,13
2016-04-24,55,10,3
2016-04-25,34,7,10
2016-04-26,21,13,11
2016-04-27,29,21,15
2016-04-28,52,18,14
2016-04-29,30,17,15
2016-04-30,30,19,11
2016-05-01,41,9,7
2016-05-02,18,13,15
2016-05-03,33,14,12
2016-05-04,37,14,16
2016-05-05,25,10,17
2016-05-06,25,26,33
2016-05-07,59,26,25
2016-05-08,57,23,15
2016-05-09,53,23,17
2016-05-10,56,44,19
2016-05-11,83,30,12
2016-05-12,63,8,12
2016-05-13,15,24, 
2016-05-14,51,30, 
2016-05-15,64,10, 
2016-05-16,35,10, 
2016-05-17,21,10, 
2016-05-18,29,21, 
2016-05-19,49,10, 
2016-05-20,30,13, 
2016-05-21,45,19, 
2016-05-22,52,14, 
2016-05-23,26,15, 
2016-05-24,29,11, 
2016-05-25,25,16,5
2016-05-26,29,17,19
2016-05-27,37,32,18
2016-05-28,52,27,10
2016-05-29,46,24,8
2016-05-30,49,16,13
2016-05-31,26,16,12
2016-06-01,25,15,11
2016-06-02,41,27,11
2016-06-03,66,21,12
2016-06-04,57,19,12
2016-06-05,50,17,14
2016-06-06,46,17,16
2016-06-07,52,28,21
2016-06-08,58,37,15
2016-06-09,77,24,12
2016-06-10,61,22,11
2016-06-11,55,27,10
2016-06-12,67,12,7
2016-06-13,35,13,10
2016-06-14,37,13,15
2016-06-15,41,10,12
2016-06-16,30,19,13
2016-06-17,37,13,9
2016-06-18,25,8,11
2016-06-19,37,12,11
2016-06-20,25,13,13
2016-06-21,29,18,24
2016-06-22,37,19,18
2016-06-23,56,30,30
2016-06-24,62,48,42
2016-06-25,81,44,43
2016-06-26,84,28,27
2016-06-27,68,18,20
2016-06-28,50,18,27
2016-06-29,38,21,33
2016-06-30,41,29,25
2016-07-01,60,28,34
2016-01-05,91,31,19
2016-01-06,85,44,18
2016-01-07,104,43,24
2016-01-08,109,57,23
2016-01-09,151,51,21
2016-01-10,137,36,20
2016-01-11,95,36,19
2016-01-12,82,20,29
2016-01-13,50,10,22
2016-01-14,21,22,30
2016-01-15,59,26,28
2016-01-16,72,40,36
2016-01-17,82,12,23
2016-01-18,38,28,44
2016-01-19,63,42,43
2016-01-20,91,58,32
2016-01-21,132,64,35
2016-01-22,154,79,46
2016-01-23,165,75,40
2016-01-24,163,86,41
2016-01-25,175,92,44
2016-01-26,180,82,57
2016-01-27,168,83,36
2016-01-28,170,95,41
2016-01-29,183,82,27
2016-01-30,172,116,25
2016-01-31,202,61,24
2016-02-01,119,48,18
2016-02-02,104,45,15
2016-02-03,95,41,23
2016-02-04,93,21,53
2016-02-05,50,31,27
2016-02-06,76,46,19
2016-02-07,109,34,17
2016-02-08,89,26,20
2016-02-09,68,37,21
2016-02-10,91,16,22
2016-02-11,55,18,37
2016-02-12,50,34,24
2016-02-13,87,43,22
2016-02-14,102,38,15
2016-02-15,102,36,22
2016-02-16,97,11,22
2016-02-17,38,11,27
2016-02-18,34,28,17
2016-02-19,76,37,41
2016-02-20,82,29,22
2016-02-21,65,28,30
2016-02-22,68,56,25
2016-02-23,134,63,27
2016-02-24,155,37,18
2016-02-25,82,16,18
2016-02-26,50,31,22
2016-02-27,76,18,15
2016-02-28,50,10,17
2016-02-29,21,10,21
2016-03-01,30,30,35
2016-03-02,76,34,19
2016-03-03,82,9,16
2016-03-04,25,18,33
2016-03-05,59,20,19
2016-03-06,55,31,12
2016-03-07,87,38,27
2016-03-08,89,27,21
2016-03-09,76,16,20
2016-03-10,38,33,38
2016-03-11,85,31,34
2016-03-12,80,32,20
2016-03-13,76,22,14
2016-03-14,57,20,21
2016-03-15,55,29,21
2016-03-16,68,14,16
2016-03-17,46,27,27
2016-03-18,85,30,33
2016-03-19,82,29,43
2016-03-20,74,28,20
2016-03-21,63,25,22
2016-03-22,65,37,31
2016-03-23,80,24,21
2016-03-24,42,33,22
2016-03-25,63,30,22
2016-03-26,57,42,28
2016-03-27,87,40,11
2016-03-28,95,28,14
2016-03-29,72,26,15
2016-03-30,65,26,22
2016-03-31,50,35,13
2016-04-01,73,41,20
2015-10-02,42,23,22
2015-10-03,58,24,28
2015-10-04,59,20,15
2015-10-05,50,27,19
2015-10-06,58,29,21
2015-10-07,53,43,33
2015-10-08,62,25,25
2015-10-09,26,21,27
2015-10-10,37,18,18
2015-10-11,14,17,30
2015-10-12,9,19,20
2015-10-13,40,13,19
2015-10-14,42,13,14
2015-10-15,38,10,11
2015-10-16,25,11,26
2015-10-17,45,21,21
2015-10-18,62,29,14
2015-10-19,81,41,38
2015-10-20,107,20,37
2015-10-21,59,24,34
2015-10-22,67,29,34
2015-10-23,71,33,37
2015-10-24,81,55,34
2015-10-25,148,62,30
2015-10-26,158,70,25
2015-10-27,162,60,21
2015-10-28,142,51,22
2015-10-29,147,21,17
2015-10-30,68,36,40
2015-10-31,89,33,16
2015-11-01,93,14,30
2015-11-02,107,40,33
2015-11-03,102,51,22
2015-11-04,127,44,39
2015-11-05,127,50,41
2015-11-06,117,54,39
2015-11-07,144,134,40
2015-11-08,144,96,43
2015-11-09,155,43,41
2015-11-10,124,43,47
2015-11-11,85,51,34
2015-11-12,107,57,36
2015-11-13,124,63,24
2015-11-14,147,53,25
2015-11-15,109,62,23
2015-11-16,147,45,17
2015-11-17,80,48,17
2015-11-18,109,35,18
2015-11-19,65,41,17
2015-11-20,78,40,26
2015-11-21,82,30,16
2015-11-22,78,13,22
2015-11-23,53,20,22
2015-11-24,61,30,40
2015-11-25,78,54,37
2015-11-26,142,63,26
2015-11-27,157,56,54
2015-11-28,137,53,27
2015-11-29,129,63,32
2015-11-30,160,65,36
2015-12-01,161,78,38
2015-12-02,173,67,28
2015-12-03,155,47,27
2015-12-04,80,42,26
2015-12-05,76,46,21
2015-12-06,109,40,21
2015-12-07,87,60,27
2015-12-08,154,65,21
2015-12-09,154,49,20
2015-12-10,89,40,23
2015-12-11,87,46,21
2015-12-12,99,53,22
2015-12-13,109,56,21
2015-12-14,149,59,24
2015-12-15,152,68,31
2015-12-16,159,76,29
2015-12-17,171,70,47
2015-12-18,163,64,27
2015-12-19,158,68,31
2015-12-20,160,62,21
2015-12-21,153,51,19
2015-12-22,124,65,26
2015-12-23,159,61,17
2015-12-24,152,50,20
2015-12-25,129,55,20
2015-12-26,147,56,18
2015-12-27,144,39,18
2015-12-28,72,40,21
2015-12-29,78,40,18
2015-12-30,76, , 
2016-01-03,99,32,17
2016-01-04,95,34,16
2015-07-02,54,29,17
2015-07-03,62,30,17
2015-07-04,67,27,23
2015-07-05,59,32,18
2015-07-06,77,47,26
2015-07-07,90,36,38
2015-07-08,78,34,25
2015-07-09,78,22,11
2015-07-10,68,15,13
2015-07-11,35,22,16
2015-07-12,52,29,20
2015-07-13,58,30,15
2015-07-14,60,30,12
2015-07-15,61,29,20
2015-07-16,53,31,36
2015-07-17,67,30,40
2015-07-18,65,26,40
2015-07-19,55,21,41
2015-07-20,58,24,42
2015-07-21,64,28,44
2015-07-22,61,34,31
2015-07-23,77,21,16
2015-07-24,54,28,17
2015-07-25,56,19,12
2015-07-26,50,15,13
2015-07-27,38,21,13
2015-07-28,38,21,12
2015-07-29,41,26,11
2015-07-30,49,15,11
2015-07-31,30,11,9
2015-08-01,21,12,10
2015-08-02,33,20,10
2015-08-03,59,24,13
2015-08-04,57,26,17
2015-08-05,60,30,19
2015-08-06,64,32,19
2015-08-07,69,38,17
2015-08-08,79,39,17
2015-08-09,80,23,9
2015-08-10,57,20,10
2015-08-11,55,28,25
2015-08-12,60,33,24
2015-08-13,77,34,16
2015-08-14,84,39,16
2015-08-15,82,20,8
2015-08-16,43,9,6
2015-08-17,18,9,11
2015-08-18,24,14,11
2015-08-19,29,10,8
2015-08-20,25,13,18
2015-08-21,37,11,8
2015-08-22,25,18,10
2015-08-23,48,20,10
2015-08-24,54,21,12
2015-08-25,58,23,17
2015-08-26,50,24,17
2015-08-27,50,29,23
2015-08-28,61,31,29
2015-08-29,62,38,33
2015-08-30,71,31,22
2015-08-31,43,25,30
2015-09-01,34,29,26
2015-09-02,37,25,16
2015-09-03,14,16,11
2015-09-04,9,21,17
2015-09-05,40,14,14
2015-09-06,30,9,17
2015-09-07,21,14,20
2015-09-08,44,15,19
2015-09-09,22,19,16
2015-09-10,33,20,16
2015-09-11,41,25,32
2015-09-12,60,35,20
2015-09-13,69,28,17
2015-09-14,63,15,18
2015-09-15,39,13,12
2015-09-16,21,23,23
2015-09-17,48,32,22
2015-09-18,46,12,14
2015-09-19,25,14,14
2015-09-20,29,12,15
2015-09-21,30,17,23
2015-09-22,41,19,29
2015-09-23,34,18,17
2015-09-24,37,16,22
2015-09-25,34,19,23
2015-09-26,34,21,16
2015-09-27,56,16,12
2015-09-28,34,14,15
2015-09-29,25,18,26
2015-09-30,33,19,18
2015-10-01,45,20,21
2015-04-02,53,16,22
2015-04-03,53,18,13
2015-04-04,54,11,12
2015-04-05,34,11,11
2015-04-06,37,13,18
2015-04-07,52,13,28
2015-04-08,53,21,22
2015-04-09,71,33,25
2015-04-10,97,39,27
2015-04-11,101,35,13
2015-04-12,91,33,16
2015-04-13,87,42,20
2015-04-14,106,35,25
2015-04-15,85,39,20
2015-04-16,90,44,21
2015-04-17,101,24,23
2015-04-18,62,28,15
2015-04-19,69,10,14
2015-04-20,31,19,15
2015-04-21,59,23,17
2015-04-22,61,29,17
2015-04-23,73,16, 
2015-04-24,57,21,11
2015-04-25,62,29,11
2015-04-26,69,36,15
2015-04-27,93,17,17
2015-04-28,58,12,17
2015-04-29,53,11,13
2015-04-30,42,13,24
2015-05-01,49,22,14
2015-05-02,58,22,13
2015-05-03,67,25,9
2015-05-04,68,34,13
2015-05-05,75,33,15
2015-05-06,72,37,15
2015-05-07,86,34,23
2015-05-08,72,32,17
2015-05-09,73,20,20
2015-05-10,53,17,12
2015-05-11,54,19,17
2015-05-12,60,20,10
2015-05-13,55,24,13
2015-05-14,62,27,10
2015-05-15,64,22,9
2015-05-16,57,11,13
2015-05-17,38,22,19
2015-05-18,60,23,10
2015-05-19,61,24,11
2015-05-20,69,17,8
2015-05-21,39,10,10
2015-05-22,25,10,9
2015-05-23,29,11,9
2015-05-24,33,10,5
2015-05-25,25,6,11
2015-05-26,25,8,9
2015-05-27,29,8,11
2015-05-28,17,11,14
2015-05-29,29,19,17
2015-05-30,53,23,12
2015-05-31,64,24,13
2015-06-01,67,26,15
2015-06-02,68,22,17
2015-06-03,61,24,17
2015-06-04,61,30,27
2015-06-05,69,32,24
2015-06-06,75,33,14
2015-06-07,76,24,13
2015-06-08,57,22,22
2015-06-09,60,20,12
2015-06-10,57,24,18
2015-06-11,64,28,24
2015-06-12,69,35,22
2015-06-13,79,36,15
2015-06-14,78,31,10
2015-06-15,68,20,9
2015-06-16,53,20,14
2015-06-17,42,17,13
2015-06-18,42,20,14
2015-06-19,49,29,17
2015-06-20,64,13,12
2015-06-21,39,12,11
2015-06-22,41,12,11
2015-06-23,38,19,15
2015-06-24,49,8,11
2015-06-25,22,9,19
2015-06-26,37,16,27
2015-06-27,41,25,18
2015-06-28,60,20,13
2015-06-29,53,18,12
2015-06-30,53,18,15
2015-07-01,46,22,17
2015-01-02,137,58,32
2015-01-03,156,62,41
2015-01-04,162,55,30
2015-01-05,154,36,47
2015-01-06,87,40,44
2015-01-07,112,62,46
2015-01-08,158,65,31
2015-01-09,163,70,46
2015-01-10,168,62,29
2015-01-11,159,48,22
2015-01-12,95,22,49
2015-01-13,63,47,45
2015-01-14,117,55,30
2015-01-16,155,58,22
2015-01-17,155,27,23
2015-01-18,78,23,24
2015-01-19,76,41,27
2015-01-20,112,51,24
2015-01-21,129,50,22
2015-01-22,142,24,21
2015-01-23,74,28,34
2015-01-24,89,40,38
2015-01-25,117,43,45
2015-01-26,112,21,39
2015-01-27,61,41,37
2015-01-28,104,47,39
2015-01-29,132,51,37
2015-01-30,137,27,27
2015-01-31,87,30,38
2015-02-01,85,46,30
2015-02-02,127,39,35
2015-02-03,107,51,25
2015-02-04,142,40,22
2015-02-05,114,13,20
2015-02-06,50,10,38
2015-02-07,38,28,28
2015-02-08,89,42,41
2015-02-09,114,50,49
2015-02-10,137,66,56
2015-02-11,165,82,62
2015-02-12,183,84,61
2015-02-13,185,98,48
2015-02-14,200,82,34
2015-02-15,153,39,21
2015-02-16,104,35,27
2015-02-17,104,48,57
2015-02-18,137,53,44
2015-02-19,144,51,43
2015-02-20,142,64,33
2015-02-21,161,69,24
2015-02-22,169,22,27
2015-02-23,72,32,28
2015-02-24,95,36,24
2015-02-25,97,10,32
2015-02-26,25,31,34
2015-02-27,80,30,26
2015-02-28,78,49,47
2015-03-01,132,52,27
2015-03-02,144,51,26
2015-03-03,142,40,28
2015-03-04,107,45,17
2015-03-05,114,12,25
2015-03-06,53,14,34
2015-03-07,46,26,39
2015-03-08,70,35,36
2015-03-09,91,43,38
2015-03-10,109,55,46
2015-03-11,149,64,36
2015-03-12,161,48,30
2015-03-13,129,42,41
2015-03-14,117,32,31
2015-03-15,89,37,12
2015-03-16,102,28,22
2015-03-17,82,20,30
2015-03-18,63,47,36
2015-03-19,117,61,25
2015-03-20,155, , 
2015-03-22,114,25,28
2015-03-23,72,39,40
2015-03-24,109,52,25
2015-03-25,142,22,23
2015-03-26,63,20,21
2015-03-27,68,26,29
2015-03-28,65,20,31
2015-03-29,53,22,34
2015-03-30,65,25,18
2015-03-31,69,25,17
2015-04-01,71,19,8
2014-10-07,91,46,27
2014-10-08,111,43,19
2014-10-09,112,52,21
2014-10-10,113,54,23
2014-10-11,114,40,19
2014-10-12,86,30,17
2014-10-13,74,21,21
2014-10-14,57,13,14
2014-10-15,38,36,25
2014-10-16,80,37,12
2014-10-17,82, ,12
2014-10-21,70,37,27
2014-10-22,75,20,16
2014-10-23,51,14,28
2014-10-24,42,26,47
2014-10-25,72,22,29
2014-10-26,61,25,28
2014-10-27,73,28,26
2014-10-28,75,35,33
2014-10-29,89,47,39
2014-10-30,114,67,40
2014-10-31,162,81,46
2014-11-01,172,92,42
2014-11-02,186,74,42
2014-11-03,170,65,27
2014-11-04,158,48,21
2014-11-05,117,17,20
2014-11-06,46,15,21
2014-11-07,42,22,22
2014-11-08,61,30,22
2014-11-09,80,37,17
2014-11-10,80,18,19
2014-11-11,50,10,26
2014-11-12,30,20,17
2014-11-13,46,14,31
2014-11-14,46,28,21
2014-11-15,68,30,20
2014-11-16,76,20,31
2014-11-17,57,18,23
2014-11-18,57,12,27
2014-11-19,46,37,25
2014-11-20,97,44,43
2014-11-21,102,54,33
2014-11-22,134,63,36
2014-11-23,158,66,27
2014-11-24,162,66,30
2014-11-25,164,73,27
2014-11-26,170,46,22
2014-11-27,114,41,19
2014-11-28,99,39,20
2014-11-29,99,26,19
2014-11-30,72,30,15
2014-12-01,80,15,21
2014-12-02,50,20,22
2014-12-03,42,18,16
2014-12-04,50,11,21
2014-12-05,42,14,22
2014-12-06,46,22,23
2014-12-07,65,12,16
2014-12-08,42,25,17
2014-12-09,76,23,43
2014-12-10,68,29,30
2014-12-11,78,43,39
2014-12-12,139,53,42
2014-12-13,142,56,31
2014-12-14,152,55,28
2014-12-15,154,53,28
2014-12-16,152,30,32
2014-12-17,93,27,27
2014-12-18,85,40,28
2014-12-19,102,40,29
2014-12-20,97,36,28
2014-12-21,85,35,27
2014-12-22,97,40,26
2014-12-23,109,32,27
2014-12-24,80,21,24
2014-12-25,65,47,28
2014-12-26,129,42,35
2014-12-27,114,20,24
2014-12-28,63,28,31
2014-12-29,91, , 
2020-06-01, ,16,10
2020-03-03, ,17, 
2020-02-09, ,64,28
2020-02-10, ,63,25
2020-01-01, ,71,32
2020-01-28, ,67,21
2019-12-28, ,54,23
2019-06-29, ,30,16
2019-01-01, ,56,21
2018-01-05, ,40,18
2016-01-01, ,50,18
2016-01-02, ,40,22
2015-01-01, ,50,31
2015-01-15, ,61,31
2015-03-21, ,42,22
2014-10-06, ,33,24
2014-10-20, ,31,17
