date, pm25, pm10, no2
2017-01-28,89,33,43
2017-01-29,80,39,40
2017-01-30,93,55,48
2017-01-31,149,40,40
2017-02-01,109,16,31
2017-02-02,50,16,24
2017-02-03,50,19,32
2017-02-04,42,14,19
2017-02-05,21,11,16
2017-02-06,21,3,10
2017-02-07,13,9,23
2017-02-08,25,13,23
2017-02-09,42,12,7
2017-02-10,46,15,25
2017-02-11,53,20,32
2017-02-12,59,22,33
2017-02-13,65,21,28
2017-02-14,65,20,25
2017-02-15,65,31,42
2017-02-16,74,30,38
2017-02-17,78,19,24
2017-02-18,55,12,29
2017-02-19,42,16,34
2017-02-20,53,21,40
2017-02-21,65,29,37
2017-02-22,76,27,37
2017-02-23,72,20,27
2017-02-24,53,13,24
2017-02-25,34,5,10
2017-02-26,13,12,34
2017-02-27,42,21,35
2017-02-28,59,21,27
2017-03-01,53,19,23
2017-03-02,25,18,27
2017-03-03,30,20,33
2017-03-04,55,14,19
2017-03-05,46,6,8
2017-03-06,13,14,25
2017-03-07,21,10,32
2017-03-08,34,11,37
2017-03-09,42,18,42
2017-03-10,55,15,37
2017-03-11,50,9,38
2017-03-12,30,16,36
2017-03-13,50, ,29
2017-03-15,59,20,34
2017-03-16,59,24,47
2017-03-17,61,22,32
2017-03-18,59,21,17
2017-03-19,50,26,31
2017-03-20,55,27,26
2017-03-21,68,23,30
2017-03-22,59,19,18
2017-03-23,55,14,35
2017-03-24,42,17,16
2017-03-25,53,17,19
2017-03-26,50,8,16
2017-03-27,17,9,15
2017-03-28,33,13,26
2017-03-29,41,17,32
2017-03-30,52,23,39
2017-03-31,58,25,31
2017-04-01,62,23,35
2020-07-02, ,14,8
2020-06-14, ,7,5
2020-05-21, ,10,17
2020-04-11, ,18, 
2020-04-12, ,14,9
2020-02-22, ,33,41
2020-01-05, ,31, 
2020-01-06, ,26,25
2019-10-26, ,21,30
2019-12-28, ,17,20
2019-07-01, ,22,18
2019-07-26, ,20,11
2019-08-07, ,16,16
2019-09-04, ,10,15
2019-04-29, ,7, 
2019-05-21, ,12,11
2019-06-04, ,15,12
2019-01-01, ,51,26
2019-01-07, ,53, 
2019-02-26, ,22,38
2019-03-23, ,15,30
2018-10-05, ,10,17
2018-10-10, ,20, 
2018-11-24, ,18,19
2018-07-25, ,21,15
2018-08-01, ,21,38
2018-08-17, ,10,13
2018-09-07, ,15,12
2018-04-13, ,16,36
2018-06-14, ,8,12
2018-01-06, ,21,22
2018-02-09, ,27,34
2018-02-26, ,16,7
2018-03-10, ,26,32
2018-03-22, ,12,22
2017-10-11, ,24,42
2017-12-31, ,42,25
2017-08-23, ,13,14
2017-08-26, ,18,17
2017-09-08, ,12,14
2017-05-09, ,6,15
2017-06-22, ,18,15
2017-01-03, ,12,19
2017-01-10, ,28,28
2017-03-14, ,22, 
2018-07-22, , ,6
2018-07-23, , ,22
2018-07-24, , ,20
2020-07-01, , ,13
2020-03-03, , ,23
2020-02-20, , ,35
2020-02-21, , ,35
2020-01-01, , ,29
2019-10-25, , ,20
2019-07-25, , ,14
2019-03-22, , ,6
2018-04-12, , ,28
2018-01-05, , ,28
2018-02-07, , ,22
2018-02-08, , ,30
2018-03-07, , ,33
2018-03-08, , ,33
2018-03-09, , ,37
2019-04-27, , , 
2019-04-28, , , 
2019-01-06, , , 
