date, pm25, pm10, o3, no2, so2
2017-06-02,38, ,41,17, 
2017-06-06,112,9,29,18, 
2017-06-07,52,8,43,24, 
2017-06-08,10,11,43,20,1
2017-06-09,40,25,59,17,1
2017-06-10,64,29,97,18,1
2017-06-11,75,28,90,18,1
2017-06-12,72,26,90,20,2
2017-06-13,72,28,92,19,2
2017-06-14,72,25,88,25,2
2017-06-15,70,28,84,15,1
2017-06-16,84,17,61,15,1
2017-06-17,43,12,56,12,1
2017-06-18,25,13,58,12,1
2017-06-19,25,14,74,17,1
2017-06-20,29,23,90,20,2
2017-06-21,45,23,86,20,2
2017-06-22,54,28,91,22,2
2017-06-23,64,30,72,15,2
2017-06-24,86,29,94,9,2
2017-06-25,80,18,58,10,1
2017-06-26,56,17,58,14,1
2017-06-27,62,21,51,15,1
2017-06-28,59,20,47,12,1
2017-06-29,59,16,34,18,1
2017-06-30,53,11,36,15,1
2017-07-01,30,11,41,15,1
2017-01-03,154,57,19,54,3
2017-01-04,153,40,29,51,3
2017-01-05,122,5,31,23,3
2017-01-06,38,14,31,47,3
2017-01-07,61,32,23,53,3
2017-01-08,99,40,25,49,3
2017-01-09,104,66,9,60,3
2017-01-10,162,55,8,50,3
2017-01-11,149,40,16,46,2
2017-01-12,104,54,7,40,2
2017-01-13,149,23,24,36,2
2017-01-14,78,10,25,47,2
2017-01-15,57,22,29,41,2
2017-01-16,74,29,16,72,2
2017-01-17,85,32,25,68,2
2017-01-18,102,52,17,75,2
2017-01-19,142,50,15,67, 
2017-01-20,127,58,7,75, 
2017-01-21,152,69,7,71,2
2017-01-22,164,55,21,83,2
2017-01-23,154,55,9,82,2
2017-01-24,152,59,7,86,2
2017-01-25,151,51,21,71,2
2017-01-26,132,55,19,57,2
2017-01-27,142,62,9,58,2
2017-01-28,154,71,13,53,2
2017-01-29,165,93,5,66, 
2017-01-30,183,112,2,64, 
2017-01-31,203,113,2,51, 
2017-02-01,204,120,1,63, 
2017-02-02,199,89,2,55, 
2017-02-03,162,45,2,38, 
2017-02-04,104,37,7,43,2
2017-02-05,91,21,10,38,2
2017-02-06,91,31,9,52,2
2017-02-07,93,30,19,52,2
2017-02-08,85,28,13,40,2
2017-02-09,82,30,19,42,2
2017-02-10,89,34,7,42,2
2017-02-11,102,50,14,42,2
2017-02-12,127,46,7,38,2
2017-02-13,127,45,2,27,2
2017-02-14,114,40,23,47,2
2017-02-15,109,50,16,54,2
2017-02-16,134,53,7,70,2
2017-02-17,147,49,28,62,2
2017-02-18,114,73,24,45,2
2017-02-19,159,63,15,47,2
2017-02-20,151,66,7,50,2
2017-02-21,154,53,31,67, 
2017-02-22,129,66,13,56,2
2017-02-23,154,72,2,53,2
2017-02-24,160,67,23,69,1
2017-02-25,162,29,31,57,2
2017-02-26,78,36,26,58,2
2017-02-27,97,42,31,46,2
2017-02-28,117,37,25,50,2
2017-03-01,95,19,33,75,2
2017-03-02,65,32,29,68,2
2017-03-03,80,44,16,49,2
2017-03-04,114,34,26,30,2
2017-03-05,95,15,32,45,2
2017-03-07,87,10,42,40,2
2017-03-08,21,12,35,73,3
2017-03-09,55,36,28,82,3
2017-03-10,104,23,45,58,3
2017-03-11,93,18,36,54,3
2017-03-12,63,20,41,48,3
2017-03-13,72,32,39,67,2
2017-03-14,87,55,39,79,2
2017-03-15,149,59,39,62,2
2017-03-16,154,74,41,92,1
2017-03-17,168,80,59,79,1
2017-03-18,170,29,43,28,1
2017-03-19,76,45,32,40,1
2017-03-20,91,66,33,60,1
2017-03-21,155,69,26,44,1
2017-03-22,157,57,26,19,1
2017-03-23,119,39,22,24,1
2017-03-24,104,24,19,28,1
2017-03-25,76,33,39,22, 
2017-03-26,89,12,43,17,1
2017-03-27,30,20,37,36,1
2017-03-28,76,30,29,38,1
2017-03-29,79,31,35,38,1
2017-03-30,90,35,46,41,1
2017-03-31,89,46,50,46,1
2017-04-01,106,30,52,29,1
2016-10-02,63,20,40,47, 
2016-10-03,74,15,35,53, 
2016-10-04,70,15,34,64, 
2016-10-05,53,21,36,38, 
2016-10-06,72,14,28,49, 
2016-10-07,59,32,28,65, 
2016-10-08,97,36,32,43, 
2016-10-09,93,14,27,21, 
2016-10-10,59,10,29,49, 
2016-10-11,34,20,24,45, 
2016-10-12,61,34,12,62, 
2016-10-13,87,24,9,45,3
2016-10-14,76,13,13,39,3
2016-10-15,57,14,2,31,2
2016-10-16,55,23,16,37,3
2016-10-17,72,37,3,47,2
2016-10-18,99,50,11,48,2
2016-10-19,117,49,17,37,2
2016-10-20,132,32,17,30,2
2016-10-21,82,21,22,59,2
2016-10-22,65,36,22,43,2
2016-10-23,99, ,13,35,2
2016-10-27,65,21,16,43,2
2016-10-28,68,30,23,46,2
2016-10-29,80,37,24,46,3
2016-10-30,93,56,22,48,3
2016-10-31,142,51,24,45,3
2016-11-01,114,52,13,41,3
2016-11-02,114,51,8,45,2
2016-11-03,119,48,12,42,2
2016-11-04,104,20,21,43,3
2016-11-05,63,25,4,38,3
2016-11-06,72,22,2,32,3
2016-11-07,65,18,9,58,3
2016-11-08,59,27,8,58,3
2016-11-09,72,38,9,46,3
2016-11-10,104,56,6,58,3
2016-11-11,151,53,17,43,3
2016-11-12,153,41,12,53,3
2016-11-13,114,30,12,39,4
2016-11-14,91,31,7,41,4
2016-11-15,89,40,8,55,4
2016-11-16,99,63,5,64,2
2016-11-17,158,79,2,56,2
2016-11-18,173,73,3,46,2
2016-11-19,157,70,1,39,2
2016-11-20,132,40,2,35,2
2016-11-21,95,29,1,32,1
2016-11-22,74,27,2,40,2
2016-11-23,76,34,4,34,1
2016-11-24,80,18,9,35,1
2016-11-25,53,17,11,39,2
2016-11-26,59,19,20,41,2
2016-11-27,55,35,5,42,2
2016-11-28,95,24,22,46,2
2016-11-29,55,15,24,52,3
2016-11-30,50,50,7,51,3
2016-12-01,139,49,4,71,3
2016-12-02,127,40,15,52,3
2016-12-03,109,53,7,45,3
2016-12-04,139,61,2,47,3
2016-12-05,155,69,2,53,3
2016-12-06,155,68,2,75,2
2016-12-07,153,68,4,68,2
2016-12-08,160,69,3,60,2
2016-12-09,162,71,2,61,2
2016-12-10,166,78, , , 
2016-12-11,172,61, , , 
2016-12-12,160,64, , , 
2016-12-13,151,69,2,63,2
2016-12-14,153,62,2,58,2
2016-12-15,152, ,1,64,2
2016-12-17,182,66,2,67,2
2016-12-18,155,60,2,56, 
2016-12-19,157,53,2,54,2
2016-12-20,152,44,5,48,2
2016-12-21,119,40,3,52,2
2016-12-22,102,58,2,68,2
2016-12-23,154,64,2,83,2
2016-12-24,158,56,2,62,2
2016-12-25,153,60,5,53,2
2016-12-26,157,64,2,63,2
2016-12-27,162,22,29,42,3
2016-12-28,72,39,12,53,3
2016-12-29,104,31,19,43,3
2016-12-30,85,54,7,57,3
2016-12-31,142,67,6,47,3
2017-01-01,162,80,10,46,3
2017-01-02,178,58,2,63,3
2016-07-02,69,21,75,26,1
2016-07-03,73,21,61,20,1
2016-07-04,59,16,49,22,1
2016-07-05,42,32,81,25,1
2016-07-06,80,14,92,27,1
2016-07-07,59,20,78,29,1
2016-07-08,62,25,76,24,1
2016-07-09,64,36,117,24,1
2016-07-10,75,30,85,21,1
2016-07-11,79,29,78,21,1
2016-07-12,74,18,51,31,1
2016-07-13,59,18,46,21,1
2016-07-14,69,2,43,18,1
2016-07-15,35,9,42,33,1
2016-07-16,21,10,55,33,1
2016-07-17,41,17,70,45, 
2016-07-18,52,18,70,38, 
2016-07-19,62,19,107,34, 
2016-07-20,63, ,107,34, 
2016-07-25,21,20,75,38, 
2016-07-26,57,18,70,32, 
2016-07-27,64,18,60,29, 
2016-07-28,53,10,64,37, 
2016-07-29,60,10,88,33, 
2016-07-30,55,23,83,35, 
2016-07-31,60,16,51,15, 
2016-08-01,57,16,49,26,1
2016-08-02,53,11,49,22,1
2016-08-03,30,23,75,26,1
2016-08-04,55,22,77,22,1
2016-08-05,57,7,47,21,1
2016-08-06,22,8,48,28,1
2016-08-07,17,9,51,27,2
2016-08-08,37,15,71,23,2
2016-08-09,49,21,86,23,1
2016-08-10,69,11,51,19,1
2016-08-11,57,8,43,24,1
2016-08-12,18,9,55,21,1
2016-08-13,33,14,63,20,1
2016-08-14,52,20,83,19,1
2016-08-15,55,19,71,19,1
2016-08-16,63,18,65,21,1
2016-08-17,34,12,55,17, 
2016-08-18,53,20,48,17, 
2016-08-19,53,21,46,23, 
2016-08-20,57,17,35,13, 
2016-08-21,61,19,43,10, 
2016-08-22,50, ,46,23, 
2016-08-24,57,20,75,23, 
2016-08-25,68,23,68,26, 
2016-08-26,53,29,67,33, 
2016-08-27,68,29,83,31, 
2016-08-28,72,20,83,24, 
2016-08-29,57,20,73,23, 
2016-08-30,70,19,42,23, 
2016-08-31,57,39,68,45, 
2016-09-01,97,33,92,41, 
2016-09-02,89,38,91,43, 
2016-09-03,95,33,97,34, 
2016-09-04,87,35,79,26, 
2016-09-05,85,24,38,33, 
2016-09-06,63,27,48,38,2
2016-09-07,85,17,55,54,1
2016-09-08,68,33,67,42,1
2016-09-09,80,34,82,54,2
2016-09-10,93,31,94,38,2
2016-09-11,80,21,78,25,2
2016-09-12,63,26,62,34,2
2016-09-13,70,35,61,61,2
2016-09-14,91,36,72,76,2
2016-09-15,91,35,41,39,2
2016-09-16,85,29,30,30,2
2016-09-17,80,16,31,25,2
2016-09-18,59,14,39,38,2
2016-09-19,53,13,35,33,2
2016-09-20,50,16,39,61,2
2016-09-21,57,22,35,30,2
2016-09-22,70,32,32,50,2
2016-09-23,74,35,31,61,2
2016-09-24,91,24,49,56,2
2016-09-25,72,28,53,66,2
2016-09-26,76,32,55,58,2
2016-09-27,78,38,44,64,2
2016-09-28,107,33,39,70,2
2016-09-29,112,53,64,63,2
2016-09-30,139,32,46,48, 
2016-10-01,87,20,36,39, 
2016-04-02,92,50,29,44,2
2016-04-03,106,42,32,50,2
2016-04-04,102,40,24,35,2
2016-04-05,111,50,23,50,2
2016-04-06,121,56,23,57,2
2016-04-07,123,57,37,43,2
2016-04-08,133,40,34,42,2
2016-04-09,103,11,35,39, 
2016-04-10,40,13,44,36, 
2016-04-11,45,18,39,44, 
2016-04-12,60,19,42,46, 
2016-04-13,59,26,39,38, 
2016-04-14,71,10,38,39, 
2016-04-15,57,18,39,33, 
2016-04-16,57,16,41,40, 
2016-04-17,57,23,33,23, 
2016-04-18,53,16,40,46, 
2016-04-19,60,13,38,46, 
2016-04-20,53,18,44,34, 
2016-04-21,71,26,45,45, 
2016-04-22,75,29,55,57, 
2016-04-23,81,17,41,27, 
2016-04-24,56,10,41,18, 
2016-04-25,53,2,40,23, 
2016-04-26,34,19,36,46,2
2016-04-27,59,11,45,35,2
2016-04-28,55,15,39,31,2
2016-04-29,62,20,41,65,2
2016-04-30,64,20,49,31,2
2016-05-01,67,10,37,29,2
2016-05-02,46,17,28,40,1
2016-05-03,58,12,44,50,1
2016-05-04,31,6,48,46,2
2016-05-05,13,15,46,58,2
2016-05-06,48,29,55,56,2
2016-05-07,76,30,59,44,2
2016-05-08,88,21,53,26,2
2016-05-09,68,21,39,37,2
2016-05-10,68,28,27,39,2
2016-05-11,81,21,30,30,2
2016-05-12,61,9,30,32,1
2016-05-13,42,10,24,48,1
2016-05-14,56,21,65,32,1
2016-05-15,58,8,47,14,1
2016-05-16,42,10,43,24,2
2016-05-17,42,17,43,37,2
2016-05-18,56,20,49,42,2
2016-05-19,67,12,39,40,2
2016-05-20,39,16,40,58,2
2016-05-21,58,13,61,43,2
2016-05-22,59,15,63,37,2
2016-05-23,59,12,49,30,2
2016-05-24,53,15,43,38, 
2016-05-25,54,16,45,27, 
2016-05-26,55,17,26,40, 
2016-05-27,55,46,72,47,1
2016-05-28,87,33,72,25,2
2016-05-29,74,25,45,18,2
2016-05-30,63,17,26,33,2
2016-05-31,59,9,30,34,2
2016-06-01,26,19,39,38,2
2016-06-02,57,13,41,20,2
2016-06-03,55,18,42,31,2
2016-06-04,60,12,42,19,2
2016-06-05,59,13,47,28,2
2016-06-06,53,14,48,26,2
2016-06-07,53,19,61,42,2
2016-06-08,67,20,66,29,2
2016-06-09,61,20,50,34,2
2016-06-10,73,20,15,28,2
2016-06-11,74, ,11,27, 
2016-06-16,50,20,25,23, 
2016-06-17,50, ,34,18,1
2016-06-19,102,14,35,32, 
2016-06-20,56,13,48,39, 
2016-06-21,56,16,64,47,1
2016-06-22,60,23,99,46,1
2016-06-23,69,34,127,52,1
2016-06-24,92,41,115,49,1
2016-06-25,103,29,57,25,1
2016-06-26,73,20,64,22,1
2016-06-27,63,10,48,31,1
2016-06-28,46,18,64,33,1
2016-06-29,56,23,71,34,1
2016-06-30,64,31,85,32,1
2016-07-01,67,30,78,32,1
2016-01-05,93,36, , , 
2016-01-06,95,35, , , 
2016-01-07,104,48,2,65,3
2016-01-08,132,51,4,50,3
2016-01-09,147,53,2,43,3
2016-01-10,129,39,2,38,3
2016-01-11,102,34,2,39,3
2016-01-12,89,34,3,70,3
2016-01-13,93,16,25,54,3
2016-01-14,68,35,6,71,3
2016-01-15,93,26,28,50,3
2016-01-16,91, ,16,72,3
2016-01-24,165,76,8,68,4
2016-01-25,174,67,23,87,4
2016-01-26,158,52,20,71,5
2016-01-27,134,62,2,74,4
2016-01-28,157,74,3,63,3
2016-01-29,162,64,12,76,3
2016-01-30,155,109,2,48,3
2016-01-31,184,73,15,48,3
2016-02-01,156,56,5,58,3
2016-02-02,137,81,4,42,3
2016-02-03,139,39,27,48,3
2016-02-04,99,11,25,54,3
2016-02-05,57,28,17,50,3
2016-02-06,82, ,3,49,3
2016-02-10,70,6,34,71,4
2016-02-11,17,16,23,77,4
2016-02-12,65,32,27,44,4
2016-02-13,93,46,10,43,4
2016-02-14,127,36,11,44,4
2016-02-15,107,35,17,54,4
2016-02-16,102,20,15,42,3
2016-02-17,74,14,13,42,3
2016-02-18,65,27,25,41,3
2016-02-19,89, ,9,38,3
2016-02-21,76,25,30,55,3
2016-02-22,78,58,4,48,3
2016-02-23,147,58,11,45,3
2016-02-24,152,34,21,52,3
2016-02-25,99,20,20,52,3
2016-02-26,68,47,21,44,3
2016-02-27,107,25,20,38,3
2016-02-28,80,19,17,41,3
2016-02-29,65,14,27,50, 
2016-03-01,57,30,11,51,3
2016-03-02,85,25,30,45,3
2016-03-03,82,7,35,37,3
2016-03-04,57,25,18,55,3
2016-03-05,85,16,28,41,3
2016-03-06,68,30,14,47,3
2016-03-07,80,35,23,64,3
2016-03-08,87,31,26,54,2
2016-03-09,93,21,29,53,3
2016-03-10,76,33,28,69,2
2016-03-11,102,32,28,57,2
2016-03-12,89,35,32,56,2
2016-03-13,99,24,34,51,3
2016-03-14,82,20,28,52,3
2016-03-15,68,35,28,52,2
2016-03-16,97,13,32,39,3
2016-03-17,63,25,31,61,3
2016-03-18,76,33,32,71,3
2016-03-19,93,30,43,60,3
2016-03-20,87,20,42,35,3
2016-03-21,65,30,37,52,3
2016-03-22,80,45,47,38,2
2016-03-23,122,26,35,55,2
2016-03-24,78,33,30,66,2
2016-03-25,87,30,35,48,2
2016-03-26,78,51,37,47,2
2016-03-27,119,33,42,33,2
2016-03-28,87,29,33,43,2
2016-03-29,80,21,32,45,2
2016-03-30,68,23,28,47, 
2016-03-31,55,38,24,41, 
2016-04-01,87,39,26,50,2
2015-10-02,42,23,9,28,1
2015-10-03,52,19,19,27,1
2015-10-04,46,19,29,30,1
2015-10-05,46,24,19,37, 
2015-10-06,52,32,16,35, 
2015-10-07,58,31,19,36, 
2015-10-08,62,20,23,38, 
2015-10-09,31,27,24,29, 
2015-10-10,45,14,23,28, 
2015-10-11,42,14,28,31, 
2015-10-12,42,31,9,19, 
2015-10-13,50,18,20,23, 
2015-10-14,42,11,20,22, 
2015-10-15,18,11,33,28, 
2015-10-16,20,13,32,34, 
2015-10-17,44,24,29,27, 
2015-10-18,62,37,18,10, 
2015-10-19,71,44,21,9, 
2015-10-20,77,28,20,12, 
2015-10-21,59,31,27,13, 
2015-10-22,64,30,27,13, 
2015-10-23,61,51,20,13, 
2015-10-24,84,54,16, , 
2015-10-25,92,61,10, , 
2015-10-26,111,60,15,15, 
2015-10-27,102, ,4,36,2
2015-10-31,65,30, ,34, 
2015-11-01,59, , ,24, 
2015-11-05,65, ,12,43, 
2015-11-08,82,47,13,42, 
2015-11-09,70,40,25,41, 
2015-11-10,70,55,6,53, 
2015-11-11,87,51,23,44, 
2015-11-12,109, ,3,50,1
2015-11-15,91,48,13,28, 
2015-11-16,122,52,3,32, 
2015-11-17,102,48,3,36, 
2015-11-18,99,50,2,43, 
2015-11-19,117,38,7,33,1
2015-11-20,99,44,7,44,1
2015-11-21,119,35,18,34,1
2015-11-22,102,16,27,31,1
2015-11-23,72,20,20,43,2
2015-11-24,70,35,9,48,2
2015-11-25,104,55,4,60,2
2015-11-26,151,69,4,68,2
2015-11-27,160,54,9,78,2
2015-11-28,151,52,4,54,2
2015-11-29,147,62,5,52,2
2015-11-30,159,49,19,67,2
2015-12-01,137,63,15,70,2
2015-12-02,157,75,2,64,2
2015-12-03,158,72,2,58,2
2015-12-04,152,65,2,72,2
2015-12-05,151,63,4,44,2
2015-12-06,137,66,2,42,2
2015-12-07,137,75,3,46, 
2015-12-08,158,73,5,47, 
2015-12-09,158,62,2,53, 
2015-12-10,134,54,2,86, 
2015-12-11,137,59,2,69, 
2015-12-12,154,64,2,64, 
2015-12-13,161,63,2,53, 
2015-12-14,160,67,3,61, 
2015-12-15,157,80,3,65, 
2015-12-16,168,73,3,74,3
2015-12-17,166,75,2,87,3
2015-12-18,166,71,2,63,2
2015-12-19,162,71,3,73,3
2015-12-20,162,68,4,57,3
2015-12-21,159,71,2,58,3
2015-12-22,157,73,2,66,3
2015-12-23,162,69,2,53,3
2015-12-24,161,57,2,38,3
2015-12-25,149,57,2,37,3
2015-12-26,151,53,2,45,3
2015-12-27,127,61,2,53, 
2015-12-28,154,56,2,52, 
2015-12-29,147,69,2,79, 
2015-12-30,162, , , , 
2016-01-04,91,34, , , 
2015-07-02,55,26,91,26, 
2015-07-03,60,31,105,37, 
2015-07-04,62,24,96,26, 
2015-07-05,53,24,81,26, 
2015-07-06,53,32,79,24, 
2015-07-07,30,39, ,22, 
2015-07-08,70,21, ,13, 
2015-07-09,50,16, ,13, 
2015-07-10,26,13, ,20, 
2015-07-11,37,19, ,18, 
2015-07-12,54,26, ,20, 
2015-07-13,62,27,92,32,2
2015-07-14,64,27,100,25,1
2015-07-15,53,28,107,24,2
2015-07-16,62,31,95,24,2
2015-07-17,63,26,81,26,2
2015-07-18,55,21,79,17,2
2015-07-19,60,26, ,18,2
2015-07-20,55,22, ,27,2
2015-07-21,53,23,87,28,2
2015-07-22,64,29,103,20,2
2015-07-23,61,28,94,31,2
2015-07-24,53,27,91,23,3
2015-07-25,56,27,86,19,2
2015-07-26,57, ,85,19,2
2015-07-28,112,21,78,17, 
2015-07-29,55,20,79,16, 
2015-07-30,26,14,56,16,1
2015-07-31,25,10,50,15,2
2015-08-01,29,14,39,17,2
2015-08-02,53,19,59,19,2
2015-08-03,53,26,98,24,2
2015-08-04,54,26,112,22,2
2015-08-05,64,23,102,22,2
2015-08-06,69,29,121,27,2
2015-08-07,63,30,112,23,3
2015-08-08,61,30,102,18,3
2015-08-09,61,22,97,11,3
2015-08-10,61,15,59,15,3
2015-08-11,35,22,76,24,3
2015-08-12,59,28,98,27,3
2015-08-13,71,29,105,33,3
2015-08-14,68,27,55,22,3
2015-08-15,65,23,43,16,3
2015-08-16,61,8,45,15,3
2015-08-17,26,14,46,23,3
2015-08-18,29,10,44,12,3
2015-08-19,33,7,43,17,3
2015-08-20,10,7,55,21,3
2015-08-21,24,7,48,17,3
2015-08-22,21,21,54,14,3
2015-08-23,33,17,42,13,3
2015-08-24,57,20,39,19,4
2015-08-25,42,23,43,21,4
2015-08-26,58,24,43,21,4
2015-08-27,59,20,79,23,5
2015-08-28,53,28,85,33,5
2015-08-29,69,29,105,23,4
2015-08-30,63,21,94,28,4
2015-08-31,59,21,86,53,4
2015-09-01,53,22,60,30,3
2015-09-02,54,22,59,31,2
2015-09-03,56,14,44,22,2
2015-09-04,31,14,46,26,2
2015-09-05,37,7,44,21,2
2015-09-06,21,7,43,39,3
2015-09-07,21,10,44,38,4
2015-09-08,24,17,37,40,3
2015-09-09,37,19,45,32,3
2015-09-10,30,19,43,31,1
2015-09-11,49,19,39,28,1
2015-09-12,46,26,45,20,1
2015-09-13,52,27,34,20,1
2015-09-14,62,25,37,28,1
2015-09-15,50,16,37,34,1
2015-09-16,30,18,23,30,1
2015-09-17,59,31,36,26, 
2015-09-18,50,14,40,27, 
2015-09-19,42,15,45,25, 
2015-09-20,49,10,42,40, 
2015-09-21,38,16,40,46, 
2015-09-22,41,24,36,36,1
2015-09-23,45,14,33,35,1
2015-09-24,42,14,30,43,1
2015-09-25,52,22,27,42,1
2015-09-26,56,23,42,39,1
2015-09-27,55,18,32,20,1
2015-09-28,53,17,30,23,1
2015-09-29,53,17,25,29,1
2015-09-30,34,23,29,31,1
2015-10-01,49,17,25,34,1
2015-04-02,57,13,34,42,3
2015-04-03,55,18,37,25,3
2015-04-04,55,14,37,15,3
2015-04-05,53,17,34,15,3
2015-04-06,58,10,36,19,3
2015-04-07,62,16,34,42,3
2015-04-08,59,32,39,47,3
2015-04-09,79,39,43,60,3
2015-04-10,103,45,45,54, 
2015-04-11,102,22,50,33, 
2015-04-12,64,33,55,36, 
2015-04-13,87,39,51,45, 
2015-04-14,94,38,42,59,2
2015-04-15,76,38,53,62,1
2015-04-16,86,30,45,46,1
2015-04-17,64,23,40,48,1
2015-04-18,67,27,39,26,1
2015-04-19,69,17,40,36,1
2015-04-20,50,25,39,47,1
2015-04-21,74,35,48,47,1
2015-04-22,77,30,55,44,1
2015-04-23,72,20,48,32, 
2015-04-24,59,27,52,34, 
2015-04-25,71,30,42,14, 
2015-04-26,65,36,36,18, 
2015-04-27,89,19,29,23, 
2015-04-28,60,8,32,26, 
2015-04-29,46,17,32,31, 
2015-04-30,52,18,42,21, 
2015-05-01,53, ,42,21, 
2015-05-03,61,32,30,16, 
2015-05-04,77,21,32,29, 
2015-05-05,54,43,41,41, 
2015-05-06,71,50,50,40, 
2015-05-07,94,34,49,45, 
2015-05-08,69,31,50,32, 
2015-05-09,71,16,39,34, 
2015-05-10,61,11,57,45,2
2015-05-11,35,20,58,40,2
2015-05-12,56,29,63,41,2
2015-05-13,73,37,90,36,1
2015-05-14,74,31,68,21,1
2015-05-15,61,25,44,18,1
2015-05-16,59,11,49,23,2
2015-05-17,35,13,47,28,2
2015-05-18,37,23,50,24,2
2015-05-19,49,30,51,23,2
2015-05-20,60,9,34,22,2
2015-05-21,35,9,40,25,2
2015-05-22,34,14,31,23,2
2015-05-23,52,14,35,23,2
2015-05-24,46,8,47,38, 
2015-05-25,25,17,49,28, 
2015-05-26,57,19,43,27, 
2015-05-27,59,16,49,24, 
2015-05-28,59,19,61,32, 
2015-05-29,55,27,61,31, 
2015-05-30,62,20,55,12, 
2015-05-31,53,21,52,17, 
2015-06-01,56,29,63,17, 
2015-06-02,64,18,57,24, 
2015-06-03,65,29,59,32, 
2015-06-04,63,36,71,48, 
2015-06-05,79,40,86,39, 
2015-06-06,80,30,96,19,2
2015-06-07,65,18,70,15,2
2015-06-08,55,12,61,33,2
2015-06-09,46,17,52,26,2
2015-06-10,62,24,48,19,2
2015-06-11,67,25,63,20,2
2015-06-12,68, ,50,14,2
2015-06-16,30,13,28,25, 
2015-06-17,33,13,39,20, 
2015-06-18,45,22,48,23, 
2015-06-19,49,33,58,26, 
2015-06-20,69,13,48,10, 
2015-06-21,35,11,48,21, 
2015-06-22,49,14,47,27, 
2015-06-23,46,16,40,25, 
2015-06-24,52,11,42,25, 
2015-06-25,22,14,47,29, 
2015-06-26,44,22,72,35, 
2015-06-27,56,29,79,19, 
2015-06-28,60,17,75,21, 
2015-06-29,42,17,61,25, 
2015-06-30,49,19,56,26, 
2015-07-01,56,24,82,33, 
2015-01-02,155,69,5,38,3
2015-01-03,160,61,4,44,3
2015-01-04,154,31,30,31,3
2015-01-05,87,25,30,43,2
2015-01-06,68,50,19,38,1
2015-01-07,122,66,2,42,2
2015-01-08,155,57,17,37,2
2015-01-09,139,67,9,58,2
2015-01-10,155,46,13,29,2
2015-01-11,104,53,30,23,2
2015-01-12,122,35,29,67,2
2015-01-13,68,54,5,40,2
2015-01-14,124,77, ,51,2
2015-01-16,137,55,6,27,2
2015-01-17,124,26,11,24,2
2015-01-18,57,29,12,34,2
2015-01-19,76,53,2,52,2
2015-01-20,104,52,10,38, 
2015-01-21,127,40,6,32, 
2015-01-22,109,39,8,33,2
2015-01-23,80,47,4,50,2
2015-01-24,114,50,5,42,2
2015-01-25,117,10,24,31,2
2015-01-26,46,28,19,39,2
2015-01-27,72,59,5,47,2
2015-01-28,144,56,5,56,2
2015-01-29,142,56,7,40,2
2015-01-30,137,43,11,59,2
2015-01-31,107,40,14,45,2
2015-02-01,97,45,14,36,2
2015-02-02,117,37,11,43,2
2015-02-03,91,48,4,36,1
2015-02-04,112,43,5,34,1
2015-02-05,107,22,10,37,1
2015-02-06,74,23,1,36,1
2015-02-07,82,30,7,26,1
2015-02-08,80,35,28,31,1
2015-02-09,93,50,14,40,1
2015-02-10,107,65,10,52,1
2015-02-11,157,77,7,59,1
2015-02-12,161,78,22,50,1
2015-02-13,163,80,2,45, 
2015-02-14,164,53,7,31, 
2015-02-15,112,20,18,26, 
2015-02-16,63,34,13,41, 
2015-02-17,85,45,15,41, 
2015-02-18,109, ,25,41, 
2015-02-22,119,12,31,36, 
2015-02-23,57,38,4,41, 
2015-02-24,95,22,28,33, 
2015-02-25,68,17,32,43,2
2015-02-26,53,26,21,41,2
2015-02-27,70,47,17,34,2
2015-02-28,104,55,19,37,2
2015-03-01,132,50,30,35,2
2015-03-02,114,41,20,37,2
2015-03-03,97,29,30,46,2
2015-03-04,82,50,33,35,2
2015-03-05,119,15,35,31, 
2015-03-06,59,24,20,35, 
2015-03-07,76,29,28,33, 
2015-03-08,70,20,31,36,2
2015-03-09,59,52,29,36,2
2015-03-10,112,64,21,42,2
2015-03-11,154,72,31,47,2
2015-03-12,159,46,31,41,2
2015-03-13,99,46,33,41,2
2015-03-14,107,39,32,35,2
2015-03-15,80,39,37,22,2
2015-03-16,104, ,33,30, 
2015-03-19,95,65, , , 
2015-03-20,144,58,35,54, 
2015-03-21,119,51,35,39, 
2015-03-22,112,30,33,37, 
2015-03-23,80,48,41,52, 
2015-03-24,117,55,31,35, 
2015-03-25,129,39,26,44, 
2015-03-26,91,28,25,38, 
2015-03-27,68,12,25,29, 
2015-03-28,38,16,37,52, 
2015-03-29,50,23,36,43, 
2015-03-30,74,28,34,46, 
2015-03-31,75,21,37,36, 
2015-04-01,61,11,37,13, 
2014-10-07,85,37,17,24,3
2014-10-08,72,27,10,27,3
2014-10-09,63,45,5,24,4
2014-10-10,87,47,7,26,3
2014-10-11,111,34,14,20,3
2014-10-12,86,34,13,24,3
2014-10-13,85, ,12,25,3
2014-10-15,59,22,7,35,4
2014-10-16,46,26,11,35,4
2014-10-17,58,25,18,40,4
2014-10-18,60,36,18,35,3
2014-10-19,79,44,18,29,3
2014-10-20,84,45,7,33,4
2014-10-21,96,35,9,34,4
2014-10-22,64,15,26,21,3
2014-10-23,63,9,28,32,5
2014-10-24,35,31,14,49,5
2014-10-25,80,20,13,33,4
2014-10-26,56,31,21,34,4
2014-10-27,89,29,14,27,4
2014-10-28,87,47,6,40,5
2014-10-29,122,59,9,43,5
2014-10-30,152,73,11,46,5
2014-10-31,159,85,4,63,5
2014-11-01,167,70,12,44,5
2014-11-02,158,59,13,42,5
