date, pm25, pm10, no2
2015-11-27,85,22,40
2015-11-28,72,40,42
2015-11-29,107,50,41
2015-11-30,129,34,50
2015-12-01,85,44,55
2015-12-02,107,66,42
2015-12-03,160,63,39
2015-12-04,155,63,47
2015-12-05,161,59,36
2015-12-06,152,55,29
2015-12-07,151,65,34
2015-12-08,157,52,34
2015-12-09,142,45,43
2015-12-10,119,30,43
2015-12-11,78,52,40
2015-12-12,122,39,43
2015-12-13,89,43,29
2015-12-14,107,66,34
2015-12-15,163,45,37
2015-12-16,104,44,40
2015-12-17,114,46,38
2015-12-18,122,45,39
2015-12-19,104,46,39
2015-12-20,109,41,38
2015-12-21,99,56,32
2015-12-22,151,41,38
2015-12-23,107,54,43
2015-12-24,134,53,34
2015-12-25,147,44,27
2015-12-26,112,33,27
2015-12-27,87,40,36
2015-12-28,107,43,38
2015-12-29,107,33,40
2015-12-30,87, , 
2016-01-03,144,40,23
2016-01-04,104,28,23
2015-07-02,64,33,24
2015-07-03,67,37,41
2015-07-04,93,28,42
2015-07-05,71,32,29
2015-07-06,86,33,24
2015-07-07,78,42,29
2015-07-08,92,30,28
2015-07-09,89,10,27
2015-07-10,43,10,30
2015-07-11,30,23,28
2015-07-12,59,23,30
2015-07-13,62,20,31
2015-07-14,59,22,26
2015-07-15,57,26,30
2015-07-16,80,30,35
2015-07-17,74,30,38
2015-07-18,74,18,27
2015-07-19,51,19,19
2015-07-20,56,27,28
2015-07-21,73,24,32
2015-07-22,63,22,37
2015-07-23,64,21,37
2015-07-24,61,22,33
2015-07-25,57,16,37
2015-07-26,58,12,22
2015-07-27,42,18,25
2015-07-28,52,23,32
2015-07-29,60,24,27
2015-07-30,64,12,24
2015-07-31,50,16,28
2015-08-01,52,17,24
2015-08-02,53,14,27
2015-08-03,50,22,27
2015-08-04,73,23,29
2015-08-05,75,20,28
2015-08-06,61,23,36
2015-08-07,69,23,34
2015-08-08,71,25,32
2015-08-09,75,15,17
2015-08-10,51,15,20
2015-08-11,60,19,19
2015-08-12,61,24,24
2015-08-13,67,25,28
2015-08-14,73,20,22
2015-08-15,61,10,15
2015-08-16,42,10,16
2015-08-17,42,10,18
2015-08-18,25,10,16
2015-08-19,37,7,22
2015-08-20,30,7,22
2015-08-21,25,10,20
2015-08-22,33,18,28
2015-08-23,52,12,20
2015-08-24,53,19,26
2015-08-25,69,24,22
2015-08-26,65,25,22
2015-08-27,65,18,23
2015-08-28,55,15,32
2015-08-29,58,28,39
2015-08-30,67,19,30
2015-08-31,53,18,26
2015-09-01,53,20,36
2015-09-02,58,16,32
2015-09-03,53,18,23
2015-09-04,53,10,29
2015-09-05,26,10,30
2015-09-06,51,6,30
2015-09-07,30,19,34
2015-09-08,61,10,26
2015-09-09,26,17,32
2015-09-10,41,13,29
2015-09-11,42,15,22
2015-09-12,54,21,21
2015-09-13,62,12,23
2015-09-14,42,14,27
2015-09-15,34,16,30
2015-09-16,41,14,26
2015-09-17,45,32,23
2015-09-18,60,20,22
2015-09-19,46,20,21
2015-09-20,64,10,30
2015-09-21,53,10,31
2015-09-22,30,12,32
2015-09-23,25,15,26
2015-09-24,29,9,35
2015-09-25,25,16,41
2015-09-26,51,13,37
2015-09-27,34,17,23
2015-09-28,57,18,18
2015-09-29,55,18,24
2015-09-30,55,19,26
2015-10-01,46,17,22
2015-04-02,52,14,43
2015-04-03,46,18,30
2015-04-04,56,17,20
2015-04-05,60,22,21
2015-04-06,67,14,24
2015-04-07,53,16,44
2015-04-08,58,23,54
2015-04-09,69,42,58
2015-04-10,105,53,66
2015-04-11,111,23,52
2015-04-12,59,35,41
2015-04-13,80,27,44
2015-04-14,70,22,50
2015-04-15,73,26,51
2015-04-16,74,29,48
2015-04-17,70,20,32
2015-04-18,53,22,28
2015-04-19,67,23,32
2015-04-20,69,22,38
2015-04-21,65,23,45
2015-04-22,63,20,41
2015-04-23,55,20,42
2015-04-24,53,25,37
2015-04-25,60,20,31
2015-04-26,61,18,26
2015-04-27,53,14,32
2015-04-28,53,13,23
2015-04-29,50,14,27
2015-04-30,50,13,29
2015-05-01,52,11,26
2015-05-02,18,15,26
2015-05-03,37,22,22
2015-05-04,66,21,24
2015-05-05,55,38,27
2015-05-06,77,32,37
2015-05-07,76,23,36
2015-05-08,61,29,31
2015-05-09,77,10,46
2015-05-10,35,20,33
2015-05-11,59,18,37
2015-05-12,57,24,32
2015-05-13,64,20,35
2015-05-14,55,34,33
2015-05-15,73,14,29
2015-05-16,47,10,28
2015-05-17,30,12,23
2015-05-18,45,25,32
2015-05-19,69,17,30
2015-05-20,47,6,26
2015-05-21,30,6,27
2015-05-22,30,17,30
2015-05-23,53,14,22
2015-05-24,46,6,24
2015-05-25,22,11,32
2015-05-26,37,17,28
2015-05-27,56,16,34
2015-05-28,50,17,22
2015-05-29,52,25,32
2015-05-30,67,14,18
2015-05-31,26,19,21
2015-06-01,57,27,27
2015-06-02,69,22,27
2015-06-03,63,22,31
2015-06-04,57,26,45
2015-06-05,71,27,43
2015-06-06,70,24,40
2015-06-07,70,19,26
2015-06-08,57,8,28
2015-06-09,31,11,28
2015-06-10,37,21,30
2015-06-11,63,21,28
2015-06-12,61,21,31
2015-06-13,57,27,25
2015-06-14,57,14,25
2015-06-20,46,15,28
2015-06-21,38,13,23
2015-06-22,41,15,27
2015-06-23,52,12,27
2015-06-24,42,7,26
2015-06-25,21,13,31
2015-06-26,37,19,35
2015-06-27,56,22,38
2015-06-28,64,20,31
2015-06-29,55,20,33
2015-06-30,56,20,31
2015-07-01,60,29,33
2015-01-02,127,49,44
2015-01-03,117,47,49
2015-01-04,117,20,42
2015-01-05,63,26,56
2015-01-06,82,39,43
2015-01-07,109,50,44
2015-01-08,134,50,46
2015-01-09,129,46,55
2015-01-10,109,53,67
2015-01-11,117,29,37
2015-01-12,78,28,53
2015-01-13,61,49,48
2015-01-14,112,46,41
2015-01-16,107,28,34
2015-01-17,85,18,27
2015-01-18,46,20,25
2015-01-19,53,26,33
2015-01-20,76,21,33
2015-01-21,63,18,31
2015-01-22,61,17,32
2015-01-23,50,21,33
2015-01-24,61,19,38
2015-01-25,59,10,19
2015-01-26,50,25,41
2015-01-27,68,21,42
2015-01-28,63,20,52
2015-01-29,61,33,42
2015-01-30,91,34,55
2015-01-31,95,30,42
2015-02-01,80,29,42
2015-02-02,76,18,48
2015-02-03,63,29,38
2015-02-04,80,26,35
2015-02-05,70,19,35
2015-02-06,65,26,37
2015-02-07,76,26,34
2015-02-08,76,19,22
2015-02-09,61,33,52
2015-02-10,85,52,63
2015-02-11,127,56,51
2015-02-12,152,60,50
2015-02-13,157,77,37
2015-02-14,175,32,34
2015-02-15,109,17,34
2015-02-16,68,20,34
2015-02-17,68,24,45
2015-02-18,80,50,45
2015-02-19,139,52,48
2015-02-20,124,47,40
2015-02-21,109,40,36
2015-02-22,127,14,36
2015-02-23,50,20,43
2015-02-24,68,27,40
2015-02-25,72,12,39
2015-02-26,53,19,41
2015-02-27,57,36,44
2015-02-28,91,12,37
2015-03-01,30,21,44
2015-03-02,63,26,40
2015-03-03,70,20,49
2015-03-04,55,37,32
2015-03-05,102,16,27
2015-03-06,57,21,48
2015-03-07,65,35,51
2015-03-08,80,36,45
2015-03-09,85,49,49
2015-03-10,107,57,52
2015-03-11,149,55,52
2015-03-12,142,56,49
2015-03-13,129,42,56
2015-03-14,104,39,40
2015-03-15,97,38,39
2015-03-16,93,30,31
2015-03-17,87,10,32
2015-03-18,46,35,47
2015-03-19,76,60,48
2015-03-20,158,60,47
2015-03-21,149,54,36
2015-03-22,142,37,26
2015-03-23,99,28,43
2015-03-24,82,50,37
2015-03-25,124,25,31
2015-03-26,74,29,34
2015-03-27,78,22,34
2015-03-28,70,23,51
2015-03-29,70,29,44
2015-03-30,78,22,37
2015-03-31,63,10,34
2015-04-01,42,11,25
2014-10-07,91,25,27
2014-10-08,70,26,28
2014-10-09,70,35,26
2014-10-10,71,57,27
2014-10-11,136,29,23
2014-10-12,66,24,19
2014-10-13,63,24,26
2014-10-14,67,13,23
2014-10-15,26,15,26
2014-10-16,45,19,29
2014-10-17,54,24,36
2014-10-18,50,23,31
2014-10-19,50,35,28
2014-10-20,78,30,33
2014-10-21,78,40,29
2014-10-22,84,24,23
2014-10-23,82,15,39
2014-10-24,56,17,50
2014-10-25,55,16,29
2014-10-26,53,26,27
2014-10-27,78,33,30
2014-10-28,86,49,38
2014-10-29,114,52,34
2014-10-30,134,55,43
2014-10-31,152,55,46
2014-11-01,144,39,46
2014-11-02,95,28,38
2014-11-03,72,25,33
2014-11-04,70,20,33
2014-11-05,63,10,26
2014-11-06,13,13,28
2014-11-07,42,16,33
2014-11-08,53,21,34
2014-11-09,59,26,25
2014-11-10,72,8,31
2014-11-11,30,10,30
2014-11-12,34,14,31
2014-11-13,30,21,37
2014-11-14,53,30,30
2014-11-15,68,17,28
2014-11-16,55,14,29
2014-11-17,50,15,34
2014-11-18,53,20,36
2014-11-19,53,20,39
2014-11-20,65,24,38
2014-11-21,68,30,39
2014-11-22,89,33,45
2014-11-23,93,34,35
2014-11-24,95,34,41
2014-11-25,93,51,43
2014-11-26,122,30,27
2014-11-27,76,31,27
2014-11-28,91,17,26
2014-11-29,59,13,31
2014-11-30,50,15,23
2014-12-01,42,14,27
2014-12-02,34,31,27
2014-12-03,85,27,25
2014-12-04,74,34,22
2014-12-05,78,42,23
2014-12-06,112,34,22
2014-12-07,85,23,22
2014-12-08,74,33,23
2014-12-09,91,20,39
2014-12-10,63,25,43
2014-12-11,78,39,46
2014-12-12,99,36,46
2014-12-13,95,47,38
2014-12-14,127,49,35
2014-12-15,127,27,30
2014-12-16,76,16,30
2014-12-17,59,22,38
2014-12-18,65,30,36
2014-12-19,82,31,48
2014-12-20,82,49,43
2014-12-21,124,35,48
2014-12-22,91,47,53
2014-12-23,107,34,53
2014-12-24,89,42,31
2014-12-25,112,28,38
2014-12-26,80,13,34
2014-12-27,55,21,29
2014-12-28,55,21,21
2014-12-29,63, , 
2020-03-03, ,7,30
2020-01-01, ,36,37
2019-10-05, ,17,29
2019-11-08, ,8,23
2019-12-28, ,34,32
2019-07-05, ,14,15
2019-05-25, ,18,17
2019-05-30, ,11,17
2019-06-29, ,24,20
2019-01-01, ,49,29
2019-03-27, ,20,37
2018-01-05, ,31,27
2017-07-18, ,14,24
2017-07-27, ,9,22
2017-08-21, ,10,21
2017-08-25, ,22,28
2017-06-11, ,32, 
2017-06-28, ,13,20
2017-02-13, ,41,25
2017-03-06, ,12,28
2016-10-06, ,12,26
2016-10-15, ,5,26
2015-10-31, ,31,32
2016-01-01, ,57,22
2016-01-02, ,57,23
2015-06-15, ,15,23
2015-06-16, ,11,31
2015-06-17, ,11,27
2015-06-18, ,11,25
2015-06-19, ,18,30
2015-01-01, ,48,38
2015-01-15, ,43,35
2014-10-06, ,29,27
2019-11-07, , ,19
2019-05-24, , ,18
2019-03-26, , ,29
2017-06-05, , ,8
2016-10-02, , ,17
2016-10-03, , ,17
2016-10-04, , ,35
2016-09-30, , ,34
2016-10-01, , ,28
2015-10-30, , ,31
