date, pm25, o3, no2
2015-05-23,16, ,17
2015-05-24,13, ,16
2015-05-25,29,47,20
2015-05-26,17,46,10
2015-05-27,40,50,11
2015-05-28,14,60,13
2015-05-29,29,58,15
2015-05-30,21,48,14
2015-05-31,41,47,7
2015-06-01,42,59,16
2015-06-02,38,46,10
2015-06-03,38,64,13
2015-06-04,30,72,20
2015-06-05,41,64,18
2015-06-06,49,78,14
2015-06-07,42,56,13
2015-06-08,34,51,8
2015-06-09,41,46,14
2015-06-10,45,49,11
2015-06-11,42,55,21
2015-06-12,42,150,10
2015-06-13,45,52,6
2015-06-14,22,32,6
2015-06-15,24,34,4
2015-06-16,25,35,9
2015-06-17,29,43,11
2015-06-18,25,59,12
2015-06-19,37,57,11
2015-06-20,34,50,7
2015-06-21,37,43,13
2015-06-22,34,43,9
2015-06-23,30,40,11
2015-06-24,33,41,9
2015-06-25,25,48,14
2015-06-26,17,83,15
2015-06-27,33,71,14
2015-06-28,41,61,20
2015-06-29,54,55,14
2015-06-30,38,68,11
2015-07-01,49,81,14
2015-01-02,132,17,32
2015-01-03,119,7,32
2015-01-04,144,22,27
2015-01-05,112,16,32
2015-01-06,70,17,27
2015-01-07,95,10,27
2015-01-08,134,13,27
2015-01-09,154,14,27
2015-01-10,153,19,25
2015-01-11,91,4,20
2015-01-12,104,11,30
2015-01-13,72,1,25
2015-01-14,102, ,28
2015-01-16,117,1,31
2015-01-17,157,21,26
2015-01-18,74,11,25
2015-01-19,61,6,22
2015-01-20,95,7,26
2015-01-21,99,2,26
2015-01-22,95,7,26
2015-01-23,53,13,29
2015-01-24,70,20,29
2015-01-25,76,28,23
2015-01-26,68,21,33
2015-01-27,59,8,32
2015-01-28,85,21,31
2015-01-29,74,6,29
2015-01-30,85,21,22
2015-01-31,68,19,20
2015-02-01,59,26,24
2015-02-02,95,23,28
2015-02-03,42,6,22
2015-02-04,107,17,24
2015-02-05,87,21,24
2015-02-06,42,23,19
2015-02-07,34,27,24
2015-02-08,63,19,17
2015-02-09,74,28,22
2015-02-10,97,20,38
2015-02-11,89,23,39
2015-02-12,147,17,45
2015-02-13,153,14,38
2015-02-14,172,10,29
2015-02-15,154,11,24
2015-02-16,55,19,24
2015-02-17,65,35,27
2015-02-18,102,35,26
2015-02-19,122,38,39
2015-02-20,112,11,37
2015-02-21,124,21,18
2015-02-22,107,28,19
2015-02-23,50,17,32
2015-02-24,61,34,21
2015-02-25,68,34,23
2015-02-26,34,28,19
2015-02-27,68,18,32
2015-02-28,89,24,26
2015-03-01,104,33,13
2015-03-02,91,30,22
2015-03-03,80,33,20
2015-03-04,91,33,20
2015-03-05,149,34,12
2015-03-06,38,28,30
2015-03-07,53, ,18
2015-03-08,72, ,19
2015-03-09,85, ,18
2015-03-10,112, ,33
2015-03-11,144, ,22
2015-03-12,147, ,25
2015-03-13,95, ,29
2015-03-14,57, ,20
2015-03-15,85, ,12
2015-03-16,89,38,15
2015-03-17,61,43,17
2015-03-18,50,28,15
2015-03-19,76, ,17
2015-03-20,99,190,20
2015-03-21,112,28,54
2015-03-22,104, ,75
2015-03-23,70,39,17
2015-03-24,65,30,21
2015-03-25,122,31,17
2015-03-26,63,32,18
2015-03-27,30,38,18
2015-03-28,30,41,21
2015-03-29,34,42,13
2015-03-30,38,39,20
2015-03-31,25,36,19
2015-04-01,17,40,24
2014-10-07,72,13,10
2014-10-08,65,12,9
2014-10-09,63,10,11
2014-10-10,69,9,11
2014-10-11,68,15,9
2014-10-12,69,21,8
2014-10-13,63,19,15
2014-10-14,39,14,11
2014-10-15,25,22,16
2014-10-16,48,13,23
2014-10-17,52,28,14
2014-10-18,53,23,14
2014-10-19,58,25,15
2014-10-20,59,26,19
2014-10-21,50,24,26
2014-10-22,56,31,13
2014-10-23,26,32,23
2014-10-24,37,31,40
2014-10-25,52,16,20
2014-10-26,71,28,19
2014-10-27,73,18,22
2014-10-28,65,30,29
2014-10-29,50,25,28
2014-10-30,74,32,38
2014-10-31,97,34,40
2014-11-01,117,41,46
2014-11-02,117,32,36
2014-11-03,95,4,28
2014-11-04,95,20,24
2014-11-05,78,23,25
2014-11-06,30,7,19
2014-11-07,50,16,25
2014-11-08,46,20,28
2014-11-09,59,13,20
2014-11-10,72,20,20
2014-11-11,25,17,20
2014-11-12,21,10,26
2014-11-13,13,22,22
2014-11-14,25,9,25
2014-11-15,55,20,26
2014-11-16,46,19,17
2014-11-17,34,15,27
2014-11-18,30,22,27
2014-11-19,34,16,22
2014-11-20,61,12,33
2014-11-21,76,2,34
2014-11-22,95,3,27
2014-11-23,95,7,25
2014-11-24,95,9,29
2014-11-25,114,2,31
2014-11-26,127,8,29
2014-11-27,85,7,22
2014-11-28,82,2,22
2014-11-29,76,1,22
2014-11-30,53,4,20
2014-12-01,59,2,21
2014-12-02,30,8,19
2014-12-03,38,12,18
2014-12-04,50,13,17
2014-12-05,25,4,18
2014-12-06,53,10,19
2014-12-07,46,9,17
2014-12-08,53,9,18
2014-12-09,53,31,26
2014-12-10,55,13,29
2014-12-11,63,7,37
2014-12-12,91,2,31
2014-12-13,114,3,29
2014-12-14,139,4,23
2014-12-15,127,7,23
2014-12-16,104,6, 
2014-12-17,82, , 
2014-12-18,61,2, 
2014-12-19,82,4,31
2014-12-20,95,2,32
2014-12-21,78,5,26
2014-12-22,61,5, 
2014-12-23,57,2,26
2014-12-24,59,1,26
2014-12-25,76,15,20
2014-12-26,114,18,23
2014-12-27,80,8,26
2014-12-28,53,18,27
2014-12-29,70, , 
2020-03-04, ,34,16
2020-03-05, ,26,20
2020-03-06, ,28,21
2020-03-09, ,37,13
2020-03-03, ,28,19
2020-01-01, ,12,16
2019-11-03, ,11,11
2019-11-04, ,16,16
2019-11-05, ,13,16
2019-11-06, ,22,15
2019-11-08, ,13,18
2019-12-28, ,10,21
2019-07-03, ,84,11
2019-08-14, ,42,6
2019-08-21, ,60,7
2019-08-22, ,48,5
2019-05-30, ,39,6
2019-06-29, ,36,9
2019-01-01, ,9,17
2018-11-01, ,22,9
2018-11-02, ,8,19
2018-11-03, ,9,15
2018-11-04, ,6,12
2018-11-05, ,15,8
2018-09-03, ,43,6
2018-05-31, ,39,4
2018-01-05, ,1,19
2017-06-17, ,51,23
2017-06-18, ,44,12
2017-06-19, ,48,25
2017-06-20, ,52,17
2017-03-09, ,37,25
2016-11-20, ,1,17
2016-11-21, , ,19
2016-01-17, ,28,27
2016-01-18, ,17,29
2016-01-19, ,17,27
2016-01-20, ,7,35
2016-01-21, ,12,36
2016-01-01, ,12,18
2016-01-02, ,4,18
2015-01-01, ,16,25
2015-01-15, ,3,24
2014-10-06, ,30,11
